id,receipt_number,store_id,customer_id,cashier_id,occurred_at,payment_method,item_count,subtotal,vat_amount,total
1522,0006-00001343,6,,23,2024-04-03T09:10:00,card,4,124.27,26.09,150.36
1523,0007-00001202,7,,18,2024-04-03T12:33:00,card,2,12.80,2.69,15.49
1524,0002-00002725,2,146,98,2024-04-03T16:35:00,card,3,18.55,3.90,22.45
1525,0006-00002934,6,387,23,2024-04-04T17:01:00,card,3,50.13,8.25,58.38
1526,0006-00001236,6,370,62,2024-04-04T20:29:00,card,2,4.90,1.03,5.93
1527,0003-00000692,3,557,9,2024-04-05T12:17:00,card,1,7.40,1.55,8.95
1528,0004-00001354,4,,69,2024-04-05T12:42:00,cash,2,6.40,1.05,7.45
1529,0001-00002894,1,,72,2024-04-05T13:05:00,card,8,54.22,6.49,60.71
1530,0004-00001629,4,10,69,2024-04-05T13:41:00,mobile,1,4.13,0.87,5.00
1531,0001-00000329,1,,72,2024-04-05T20:11:00,cash,11,62.42,8.78,71.20
1532,0002-00000457,2,617,98,2024-04-05T20:35:00,card,1,2.47,0.52,2.99
1533,0001-00000924,1,787,72,2024-04-06T10:30:00,cash,1,2.72,0.27,2.99
1534,0006-00001632,6,,23,2024-04-06T11:38:00,card,2,38.44,2.93,41.37
1535,0002-00001675,2,847,42,2024-04-06T11:43:00,card,1,6.64,1.39,8.03
1536,0004-00002076,4,,69,2024-04-06T16:10:00,card,1,1.64,0.35,1.99
1537,0003-00000910,3,318,9,2024-04-06T17:36:00,card,2,4.27,0.18,4.45
1538,0002-00002248,2,55,85,2024-04-06T18:15:00,cash,3,17.96,3.71,21.67
1539,0001-00002464,1,210,72,2024-04-07T17:07:00,card,5,20.72,2.89,23.61
1540,0006-00001893,6,,95,2024-04-07T18:59:00,cash,1,8.26,1.73,9.99
1541,0008-00000087,8,,29,2024-04-09T16:29:00,card,2,3.77,0.16,3.93
1542,0008-00001014,8,,47,2024-04-09T18:50:00,cash,1,2.89,0.61,3.50
1543,0007-00001055,7,266,33,2024-04-10T11:31:00,cash,1,3.72,0.78,4.50
1544,0003-00002561,3,,9,2024-04-10T12:03:00,cash,3,23.54,3.08,26.62
1545,0007-00002200,7,,55,2024-04-10T20:53:00,card,1,1.15,0.12,1.27
1546,0002-00000038,2,,85,2024-04-11T09:06:00,card,4,19.86,3.07,22.93
1547,0006-00001030,6,,76,2024-04-11T10:37:00,card,4,16.96,2.50,19.46
1548,0007-00000245,7,,30,2024-04-11T12:46:00,card,2,4.62,0.82,5.44
1549,0001-00001334,1,,72,2024-04-11T15:57:00,card,2,5.20,0.77,5.97
1550,0004-00002662,4,,91,2024-04-11T20:17:00,card,1,6.60,1.38,7.98
1551,0001-00000151,1,290,72,2024-04-11T21:08:00,card,1,3.75,0.15,3.90
1552,0002-00000377,2,,77,2024-04-12T09:00:00,card,1,4.05,0.16,4.21
1553,0002-00000356,2,,42,2024-04-12T11:28:00,card,2,18.60,1.86,20.46
1554,0006-00002693,6,545,71,2024-04-12T16:28:00,mobile,4,18.26,3.34,21.60
1555,0007-00000799,7,,18,2024-04-13T19:30:00,mobile,2,5.08,0.80,5.88
1556,0008-00001803,8,659,65,2024-04-13T20:02:00,mobile,1,3.26,0.69,3.95
1557,0003-00001426,3,,9,2024-04-13T20:28:00,card,5,32.00,4.93,36.93
1558,0004-00002571,4,,91,2024-04-14T09:31:00,cash,4,42.23,7.44,49.67
1559,0006-00002645,6,,76,2024-04-14T10:05:00,mobile,1,1.23,0.26,1.49
1560,0001-00000282,1,,72,2024-04-14T13:02:00,card,2,6.57,1.39,7.96
1561,0002-00001063,2,,85,2024-04-14T14:20:00,card,3,14.19,0.67,14.86
1562,0005-00002768,5,679,31,2024-04-15T17:03:00,mobile,2,9.84,0.60,10.44
1563,0003-00002467,3,703,9,2024-04-15T18:02:00,voucher,2,20.82,4.07,24.89
1564,0004-00002243,4,,69,2024-04-16T09:19:00,card,1,20.25,4.25,24.50
1565,0005-00001794,5,681,99,2024-04-16T11:29:00,card,1,5.77,1.21,6.98
1566,0008-00000855,8,,21,2024-04-16T14:51:00,card,6,49.02,6.01,55.03
1567,0008-00002035,8,207,29,2024-04-16T14:58:00,mobile,1,5.44,0.54,5.98
1568,0002-00001891,2,,77,2024-04-16T18:32:00,mobile,2,6.56,1.38,7.94
1569,0003-00001262,3,,9,2024-04-17T15:37:00,cash,1,3.37,0.13,3.50
1570,0006-00001778,6,449,71,2024-04-18T13:07:00,mobile,1,3.30,0.69,3.99
1571,0006-00000125,6,,23,2024-04-18T17:02:00,cash,1,4.94,1.04,5.98
1572,0007-00002527,7,104,55,2024-04-18T19:01:00,card,1,4.77,0.48,5.25
1573,0004-00002024,4,,69,2024-04-18T19:40:00,card,10,46.76,5.31,52.07
1574,0001-00000417,1,,72,2024-04-19T10:37:00,card,1,0.97,0.10,1.07
1575,0002-00002144,2,,98,2024-04-19T11:20:00,cash,4,49.72,7.74,57.46
1576,0001-00001771,1,380,72,2024-04-19T16:58:00,card,7,45.45,7.45,52.90
1577,0002-00002667,2,,85,2024-04-20T17:29:00,card,7,44.64,4.99,49.63
1578,0004-00000032,4,,69,2024-04-20T20:07:00,card,15,87.62,11.01,98.63
1579,0007-00001846,7,347,10,2024-04-21T09:57:00,cash,1,2.47,0.52,2.99
1580,0006-00002918,6,,62,2024-04-21T14:25:00,card,6,45.96,8.35,54.31
1581,0003-00000006,3,,9,2024-04-22T10:27:00,cash,1,2.60,0.54,3.14
1582,0003-00001686,3,,9,2024-04-22T12:53:00,card,6,45.25,7.77,53.02
1583,0004-00001371,4,126,91,2024-04-22T13:03:00,cash,4,26.61,5.29,31.90
1584,0008-00000992,8,,21,2024-04-22T20:53:00,card,3,12.95,1.45,14.40
1585,0001-00001150,1,,72,2024-04-23T12:44:00,mobile,4,39.96,2.70,42.66
1586,0004-00001044,4,317,91,2024-04-23T12:57:00,card,2,19.82,4.16,23.98
1587,0002-00001406,2,566,5,2024-04-23T13:09:00,card,3,10.21,1.29,11.50
1588,0001-00001943,1,390,72,2024-04-23T13:42:00,card,1,3.62,0.36,3.98
1589,0007-00000117,7,358,18,2024-04-24T12:30:00,card,3,9.61,1.82,11.43
1590,0007-00002501,7,34,73,2024-04-24T12:43:00,card,2,11.06,1.64,12.70
1591,0004-00000306,4,412,69,2024-04-24T15:46:00,card,2,25.05,1.84,26.89
1592,0006-00000656,6,,23,2024-04-24T18:24:00,cash,1,1.81,0.18,1.99
1593,0002-00002827,2,,77,2024-04-25T10:51:00,cash,1,10.62,0.42,11.04
1594,0007-00001268,7,240,109,2024-04-25T11:15:00,card,1,5.43,0.54,5.97
1595,0001-00002013,1,,72,2024-04-25T14:27:00,card,7,50.93,8.65,59.58
1596,0001-00000712,1,,72,2024-04-25T20:37:00,card,3,14.04,2.95,16.99
1597,0004-00001694,4,,69,2024-04-25T20:58:00,cash,3,15.06,2.92,17.98
1598,0003-00001696,3,,9,2024-04-26T09:37:00,card,1,0.90,0.09,0.99
1599,0005-00001231,5,,8,2024-04-26T11:19:00,card,1,12.27,1.23,13.50
1600,0005-00000672,5,,31,2024-04-26T12:36:00,card,11,73.13,10.92,84.05
1601,0007-00000786,7,324,55,2024-04-26T13:02:00,card,3,22.41,4.71,27.12
1602,0007-00001379,7,,33,2024-04-26T13:03:00,card,7,45.28,9.03,54.31
1603,0006-00001843,6,,95,2024-04-26T17:25:00,card,3,28.93,1.16,30.09
1604,0002-00002524,2,,98,2024-04-27T10:12:00,mobile,2,15.64,1.57,17.21
1605,0001-00000969,1,,72,2024-04-27T11:39:00,cash,1,2.87,0.12,2.99
1606,0003-00001608,3,241,9,2024-04-27T13:26:00,mobile,1,2.68,0.27,2.95
1607,0004-00001451,4,619,91,2024-04-27T18:32:00,card,1,4.95,1.04,5.99
1608,0001-00000536,1,655,72,2024-04-28T17:37:00,card,1,1.64,0.35,1.99
1609,0001-00001118,1,785,72,2024-04-28T18:30:00,card,1,32.60,1.30,33.90
1610,0006-00000984,6,496,23,2024-04-28T20:26:00,card,1,10.56,0.42,10.98
1611,0006-00002268,6,519,62,2024-04-30T12:28:00,cash,3,43.06,8.67,51.73
1612,0008-00001829,8,,65,2024-04-30T13:48:00,card,3,11.42,1.55,12.97
1613,0006-00000694,6,782,95,2024-04-30T20:51:00,card,1,5.44,0.54,5.98
1614,0003-00001552,3,751,9,2024-05-01T09:04:00,mobile,1,5.75,0.23,5.98
1615,0008-00000292,8,624,28,2024-05-01T10:23:00,cash,1,4.13,0.87,5.00
1616,0003-00001828,3,,9,2024-05-01T11:23:00,card,1,7.43,1.56,8.99
1617,0004-00001673,4,,69,2024-05-01T12:15:00,cash,1,3.26,0.69,3.95
1618,0008-00002473,8,897,61,2024-05-02T11:34:00,card,7,54.24,3.75,57.99
1619,0003-00002644,3,,9,2024-05-02T14:03:00,card,1,10.12,2.13,12.25
1620,0006-00001718,6,191,62,2024-05-02T16:57:00,card,21,168.34,30.79,199.13
1621,0008-00001719,8,,94,2024-05-02T20:37:00,card,2,57.43,12.05,69.48
1622,0001-00000122,1,497,72,2024-05-03T10:55:00,card,1,2.26,0.23,2.49
1623,0005-00001184,5,777,99,2024-05-03T19:03:00,cash,1,4.54,0.95,5.49
1624,0001-00001210,1,263,72,2024-05-04T11:01:00,card,3,15.24,2.60,17.84
1625,0004-00000549,4,,69,2024-05-04T11:05:00,card,2,8.99,0.47,9.46
1626,0005-00000351,5,685,99,2024-05-04T13:41:00,card,5,22.09,2.50,24.59
1627,0001-00002770,1,482,72,2024-05-04T19:10:00,card,9,55.34,6.77,62.11
1628,0008-00000823,8,,28,2024-05-06T12:15:00,card,1,2.87,0.12,2.99
1629,0007-00002362,7,497,18,2024-05-06T13:57:00,cash,5,13.76,1.15,14.91
1630,0007-00002279,7,,109,2024-05-06T17:48:00,card,1,14.79,3.11,17.90
1631,0008-00001571,8,,21,2024-05-06T20:11:00,card,7,36.10,6.37,42.47
1632,0005-00002032,5,606,99,2024-05-08T15:41:00,cash,2,21.02,4.27,25.29
1633,0008-00000748,8,,103,2024-05-08T20:37:00,mobile,3,15.83,1.97,17.80
1634,0007-00002129,7,266,109,2024-05-09T10:19:00,voucher,1,15.11,0.60,15.71
1635,0004-00002047,4,594,91,2024-05-09T13:26:00,card,3,20.09,1.84,21.93
1636,0005-00001037,5,338,31,2024-05-09T16:05:00,card,1,5.78,1.21,6.99
1637,0008-00002528,8,,21,2024-05-10T11:15:00,mobile,2,13.84,2.61,16.45
1638,0007-00000770,7,,33,2024-05-10T12:00:00,cash,3,15.43,3.04,18.47
1639,0007-00002760,7,333,33,2024-05-10T15:03:00,card,6,76.95,14.30,91.25
1640,0002-00001875,2,,85,2024-05-10T17:16:00,card,2,11.34,0.90,12.24
1641,0002-00001199,2,,42,2024-05-10T17:24:00,cash,1,3.71,0.78,4.49
1642,0003-00002565,3,,9,2024-05-11T10:10:00,mobile,2,10.84,1.63,12.47
1643,0001-00001429,1,,72,2024-05-11T10:33:00,card,6,31.42,5.90,37.32
1644,0006-00001711,6,,23,2024-05-11T11:58:00,card,4,60.56,6.39,66.95
1645,0007-00000464,7,342,33,2024-05-11T19:00:00,card,1,2.72,0.27,2.99
1646,0005-00002648,5,74,8,2024-05-11T21:54:00,card,4,28.01,5.42,33.43
1647,0006-00002972,6,854,95,2024-05-12T20:20:00,cash,5,27.40,5.51,32.91
1648,0001-00002875,1,,72,2024-05-13T17:19:00,card,1,9.07,0.91,9.98
1649,0001-00001530,1,353,72,2024-05-13T18:26:00,card,1,7.44,1.56,9.00
1650,0005-00002823,5,205,16,2024-05-13T20:06:00,card,6,29.02,5.65,34.67
1651,0004-00002909,4,,69,2024-05-14T11:04:00,card,1,19.83,4.16,23.99
1652,0004-00001091,4,519,69,2024-05-14T12:46:00,cash,1,2.76,0.11,2.87
1653,0002-00000321,2,324,42,2024-05-14T13:46:00,card,1,20.17,0.81,20.98
1654,0004-00000407,4,,91,2024-05-14T18:39:00,card,1,6.61,1.39,8.00
1655,0003-00000523,3,441,9,2024-05-14T19:27:00,card,2,8.24,1.73,9.97
1656,0001-00001045,1,,72,2024-05-14T19:51:00,mobile,1,5.67,0.23,5.90
1657,0004-00002299,4,158,91,2024-05-14T21:22:00,cash,3,9.39,1.57,10.96
1658,0003-00001345,3,,9,2024-05-15T09:39:00,card,3,16.50,3.46,19.96
1659,0003-00000668,3,,9,2024-05-15T09:40:00,card,2,8.64,1.81,10.45
1660,0005-00000305,5,129,89,2024-05-15T18:12:00,voucher,2,15.32,1.05,16.37
1661,0007-00001036,7,,55,2024-05-16T10:05:00,card,4,23.87,2.74,26.61
1662,0007-00002671,7,,73,2024-05-16T18:46:00,card,7,38.09,6.32,44.41
1663,0008-00001074,8,,65,2024-05-17T13:19:00,card,2,35.11,7.38,42.49
1664,0008-00000503,8,,84,2024-05-17T13:47:00,card,1,4.55,0.95,5.50
1665,0004-00000874,4,,69,2024-05-17T17:16:00,card,2,9.17,1.73,10.90
1666,0002-00002639,2,317,77,2024-05-17T21:29:00,cash,13,114.40,21.31,135.71
1667,0004-00001415,4,189,69,2024-05-18T12:03:00,card,2,19.77,1.98,21.75
1668,0006-00002017,6,,62,2024-05-18T14:14:00,card,1,1.26,0.05,1.31
1669,0008-00000267,8,801,94,2024-05-18T17:21:00,card,1,11.57,2.43,14.00
1670,0001-00001001,1,559,72,2024-05-18T18:02:00,cash,1,3.93,0.82,4.75
1671,0004-00001811,4,596,91,2024-05-18T18:46:00,cash,6,51.18,3.34,54.52
1672,0008-00000903,8,,29,2024-05-18T19:27:00,card,6,66.37,3.24,69.61
1673,0008-00001062,8,,65,2024-05-20T16:57:00,card,1,5.44,0.54,5.98
1674,0001-00002726,1,,72,2024-05-22T12:36:00,cash,4,16.55,2.88,19.43
1675,0007-00001823,7,,30,2024-05-23T11:50:00,card,1,19.83,4.16,23.99
1676,0002-00001683,2,821,5,2024-05-23T12:00:00,mobile,2,8.47,1.78,10.25
1677,0007-00001666,7,497,30,2024-05-23T15:42:00,card,9,63.78,7.20,70.98
1678,0004-00002183,4,,69,2024-05-23T19:37:00,cash,5,14.48,2.51,16.99
1679,0004-00001142,4,239,91,2024-05-23T21:55:00,cash,4,15.79,2.44,18.23
1680,0004-00000711,4,,91,2024-05-24T20:51:00,card,2,8.25,1.73,9.98
1681,0008-00001197,8,,103,2024-05-25T09:35:00,card,9,58.27,8.09,66.36
1682,0004-00000009,4,,91,2024-05-25T10:53:00,card,2,3.10,0.65,3.75
1683,0005-00002210,5,,8,2024-05-25T11:57:00,card,1,2.84,0.11,2.95
1684,0003-00002387,3,,9,2024-05-25T11:59:00,card,2,15.57,3.27,18.84
1685,0001-00002678,1,,72,2024-05-25T12:21:00,card,4,28.52,5.39,33.91
1686,0003-00002950,3,,9,2024-05-25T13:08:00,card,2,3.70,0.29,3.99
1687,0006-00001486,6,,76,2024-05-25T13:39:00,mobile,1,20.89,2.09,22.98
1688,0004-00001253,4,,91,2024-05-25T15:03:00,card,1,9.55,0.95,10.50
1689,0001-00001467,1,,72,2024-05-25T19:40:00,card,2,8.22,1.28,9.50
1690,0007-00002526,7,840,10,2024-05-26T14:20:00,card,1,5.74,0.23,5.97
1691,0008-00001790,8,709,47,2024-05-26T15:37:00,card,4,50.36,10.09,60.45
1692,0001-00001115,1,,72,2024-05-26T19:36:00,card,2,9.90,2.08,11.98
1693,0001-00002086,1,852,72,2024-05-26T20:31:00,mobile,7,35.88,6.95,42.83
1694,0008-00001864,8,,47,2024-05-27T13:38:00,card,3,22.20,2.08,24.28
1695,0005-00000430,5,,89,2024-05-27T14:12:00,cash,9,48.07,7.76,55.83
1696,0007-00001358,7,143,10,2024-05-27T15:32:00,cash,3,8.15,1.31,9.46
1697,0005-00000691,5,272,31,2024-05-28T10:19:00,cash,2,4.77,0.48,5.25
1698,0004-00002949,4,,69,2024-05-29T11:08:00,cash,4,42.87,2.09,44.96
1699,0002-00001904,2,605,77,2024-05-29T19:11:00,card,1,2.71,0.27,2.98
1700,0008-00001391,8,,61,2024-05-29T19:28:00,card,5,29.94,3.18,33.12
1701,0002-00002124,2,57,85,2024-05-29T20:43:00,cash,5,22.23,2.30,24.53
1702,0002-00002867,2,44,98,2024-05-29T21:56:00,card,2,15.37,2.07,17.44
1703,0001-00000020,1,,72,2024-05-30T13:41:00,card,1,7.43,1.56,8.99
1704,0004-00001880,4,599,69,2024-05-30T15:05:00,cash,6,26.64,3.15,29.79
1705,0003-00000027,3,,9,2024-05-30T15:57:00,cash,4,25.37,5.33,30.70
1706,0007-00002596,7,691,18,2024-05-30T16:07:00,cash,1,2.48,0.52,3.00
1707,0005-00000729,5,,89,2024-05-30T20:40:00,card,7,27.02,2.92,29.94
1708,0008-00001399,8,852,47,2024-05-31T17:37:00,cash,5,45.31,8.92,54.23
1709,0001-00000952,1,,72,2024-05-31T20:00:00,card,3,18.79,3.10,21.89
1710,0007-00001534,7,,109,2024-06-01T09:40:00,card,1,2.47,0.52,2.99
1711,0004-00000179,4,66,91,2024-06-01T10:51:00,card,8,65.67,9.89,75.56
1712,0001-00002040,1,,72,2024-06-01T11:55:00,card,3,13.47,1.87,15.34
1713,0001-00000328,1,,72,2024-06-01T17:02:00,cash,7,49.58,7.63,57.21
1714,0005-00001277,5,,16,2024-06-02T12:38:00,cash,1,7.85,1.65,9.50
1715,0005-00002692,5,227,31,2024-06-02T13:17:00,card,11,82.85,8.11,90.96
1716,0005-00002871,5,,31,2024-06-02T17:49:00,card,1,7.23,0.72,7.95
1717,0002-00000136,2,385,42,2024-06-03T09:46:00,card,2,8.88,1.87,10.75
1718,0007-00000783,7,,109,2024-06-03T12:32:00,card,1,1.77,0.18,1.95
1719,0007-00002632,7,,30,2024-06-03T13:39:00,card,1,1.31,0.05,1.36
1720,0004-00002804,4,,91,2024-06-03T14:05:00,card,1,20.25,4.25,24.50
1721,0003-00001583,3,,9,2024-06-03T19:47:00,card,4,20.31,3.92,24.23
1722,0007-00000132,7,413,73,2024-06-03T21:57:00,card,1,2.26,0.23,2.49
1723,0003-00000489,3,,9,2024-06-04T14:41:00,cash,2,5.20,0.79,5.99
1724,0002-00002863,2,,98,2024-06-04T19:58:00,card,3,18.93,2.02,20.95
1725,0002-00002605,2,452,77,2024-06-05T09:21:00,mobile,1,15.87,0.64,16.51
1726,0001-00001557,1,,72,2024-06-05T11:33:00,card,8,63.30,10.93,74.23
1727,0005-00001782,5,,99,2024-06-05T13:06:00,card,6,47.97,5.12,53.09
1728,0006-00001644,6,118,95,2024-06-05T13:59:00,card,1,2.44,0.51,2.95
1729,0001-00001439,1,,72,2024-06-05T15:59:00,card,2,27.56,1.94,29.50
1730,0006-00000366,6,,71,2024-06-06T19:11:00,cash,1,2.47,0.52,2.99
1731,0006-00001981,6,150,76,2024-06-06T19:33:00,card,1,2.06,0.43,2.49
1732,0007-00002958,7,,33,2024-06-07T13:36:00,card,2,9.32,1.66,10.98
1733,0007-00001196,7,,10,2024-06-07T15:40:00,card,1,1.81,0.18,1.99
1734,0005-00000594,5,,99,2024-06-08T18:59:00,card,2,16.52,3.46,19.98
1735,0001-00002347,1,661,72,2024-06-08T19:31:00,card,3,24.14,3.81,27.95
1736,0003-00001967,3,,9,2024-06-08T19:38:00,card,1,6.20,1.30,7.50
1737,0005-00000510,5,,8,2024-06-08T21:01:00,card,2,12.49,0.50,12.99
1738,0004-00001401,4,,69,2024-06-09T10:03:00,card,9,53.12,9.78,62.90
1739,0001-00002792,1,,72,2024-06-09T10:42:00,cash,1,17.30,0.69,17.99
1740,0004-00001007,4,,91,2024-06-09T11:56:00,voucher,1,5.44,0.54,5.98
1741,0002-00000933,2,,98,2024-06-09T13:54:00,card,3,12.13,2.35,14.48
1742,0006-00000344,6,,62,2024-06-09T20:56:00,card,3,14.32,0.77,15.09
1743,0003-00001344,3,,9,2024-06-10T15:51:00,card,2,9.39,1.49,10.88
1744,0008-00001746,8,,65,2024-06-10T17:47:00,card,1,3.10,0.65,3.75
1745,0006-00000373,6,341,23,2024-06-10T18:01:00,card,2,22.18,1.45,23.63
1746,0006-00000841,6,557,95,2024-06-10T19:21:00,card,4,14.85,2.57,17.42
1747,0007-00000482,7,,18,2024-06-11T10:46:00,card,1,1.86,0.39,2.25
1748,0007-00000683,7,,33,2024-06-11T13:54:00,card,5,25.02,4.61,29.63
1749,0006-00002521,6,883,23,2024-06-11T20:39:00,cash,1,9.90,2.08,11.98
1750,0004-00001188,4,615,69,2024-06-12T10:43:00,cash,1,12.64,0.51,13.15
1751,0001-00000200,1,,72,2024-06-12T12:07:00,mobile,4,14.17,1.69,15.86
1752,0008-00000873,8,,28,2024-06-12T12:57:00,card,1,1.59,0.16,1.75
1753,0004-00001407,4,175,69,2024-06-12T18:18:00,cash,1,1.77,0.18,1.95
1754,0006-00002018,6,,23,2024-06-13T09:17:00,mobile,1,10.09,0.40,10.49
1755,0001-00000958,1,,72,2024-06-13T17:07:00,card,3,9.45,1.39,10.84
1756,0007-00002374,7,347,10,2024-06-13T17:23:00,card,1,4.12,0.87,4.99
1757,0004-00002538,4,338,91,2024-06-13T20:05:00,card,2,12.52,0.66,13.18
1758,0006-00001690,6,464,76,2024-06-13T20:24:00,card,4,11.55,1.38,12.93
1759,0006-00000597,6,,23,2024-06-14T13:10:00,card,2,13.59,1.36,14.95
1760,0004-00001304,4,,91,2024-06-14T17:25:00,card,4,37.46,4.49,41.95
1761,0008-00001161,8,,94,2024-06-14T18:10:00,card,4,27.75,4.68,32.43
1762,0002-00000090,2,,98,2024-06-14T20:19:00,card,2,9.92,2.08,12.00
1763,0002-00000384,2,,85,2024-06-14T20:21:00,cash,2,9.07,1.90,10.97
1764,0008-00000309,8,496,103,2024-06-15T10:59:00,card,1,9.30,1.95,11.25
1765,0006-00001647,6,324,95,2024-06-15T11:59:00,cash,1,37.17,7.80,44.97
1766,0006-00001679,6,,71,2024-06-15T16:23:00,card,1,2.84,0.11,2.95
1767,0007-00001731,7,,55,2024-06-15T16:57:00,card,5,25.82,3.94,29.76
1768,0004-00000648,4,347,69,2024-06-15T21:59:00,card,3,21.02,4.42,25.44
1769,0005-00002164,5,,99,2024-06-16T13:19:00,voucher,1,3.10,0.65,3.75
1770,0002-00002372,2,,85,2024-06-16T20:40:00,card,2,23.55,4.94,28.49
1771,0007-00000176,7,,10,2024-06-17T11:38:00,cash,1,3.26,0.69,3.95
1772,0003-00002162,3,,9,2024-06-17T18:35:00,card,9,41.13,5.99,47.12
1773,0008-00002242,8,859,61,2024-06-17T19:15:00,cash,3,5.45,0.98,6.43
1774,0001-00001688,1,50,72,2024-06-18T12:09:00,cash,6,20.83,2.58,23.41
1775,0006-00001514,6,229,95,2024-06-18T14:33:00,card,3,20.76,1.63,22.39
1776,0003-00000818,3,452,9,2024-06-18T18:27:00,card,1,4.12,0.86,4.98
1777,0007-00002227,7,,18,2024-06-18T20:24:00,card,5,23.66,4.96,28.62
1778,0002-00001393,2,,77,2024-06-19T20:40:00,voucher,4,30.39,6.39,36.78
1779,0002-00001964,2,,5,2024-06-20T09:10:00,card,1,5.37,1.13,6.50
1780,0004-00000098,4,5,91,2024-06-20T11:34:00,card,1,3.72,0.78,4.50
1781,0001-00002218,1,26,72,2024-06-21T15:47:00,card,4,15.96,2.68,18.64
1782,0008-00001935,8,684,21,2024-06-22T09:47:00,card,4,10.09,1.87,11.96
1783,0008-00001018,8,13,29,2024-06-22T19:06:00,card,3,37.99,7.78,45.77
1784,0003-00001918,3,,9,2024-06-22T19:49:00,cash,2,6.59,1.38,7.97
1785,0005-00000575,5,331,16,2024-06-22T20:55:00,card,3,31.21,1.44,32.65
1786,0006-00002881,6,696,23,2024-06-23T14:09:00,cash,3,8.98,1.49,10.47
1787,0007-00002689,7,,18,2024-06-23T14:55:00,card,2,9.83,1.66,11.49
1788,0005-00002294,5,452,8,2024-06-23T18:34:00,card,1,3.71,0.78,4.49
1789,0006-00000633,6,512,71,2024-06-24T11:20:00,cash,2,9.36,0.59,9.95
1790,0008-00002325,8,644,21,2024-06-24T16:24:00,card,1,1.81,0.18,1.99
1791,0001-00002480,1,,72,2024-06-24T18:44:00,cash,1,2.72,0.27,2.99
1792,0003-00001267,3,,9,2024-06-25T12:59:00,card,3,18.12,3.33,21.45
1793,0004-00000662,4,,69,2024-06-25T18:54:00,cash,2,6.01,0.96,6.97
1794,0007-00002772,7,750,55,2024-06-26T17:17:00,card,2,56.14,9.83,65.97
1795,0005-00000569,5,,31,2024-06-26T18:18:00,cash,1,2.51,0.10,2.61
1796,0001-00002062,1,137,72,2024-06-26T18:49:00,card,6,33.59,3.93,37.52
1797,0006-00002813,6,,23,2024-06-27T12:29:00,cash,6,38.80,6.01,44.81
1798,0001-00000743,1,538,72,2024-06-27T19:22:00,card,7,32.15,4.41,36.56
1799,0005-00002048,5,216,31,2024-06-27T19:41:00,cash,2,13.51,0.89,14.40
1800,0005-00002282,5,405,16,2024-06-28T11:27:00,card,7,67.49,12.60,80.09
1801,0008-00001538,8,55,94,2024-06-28T11:35:00,card,1,4.09,0.86,4.95
1802,0007-00000590,7,198,73,2024-06-28T14:16:00,card,10,56.22,9.27,65.49
1803,0006-00002475,6,,62,2024-06-28T14:28:00,voucher,1,1.64,0.35,1.99
1804,0006-00000229,6,,23,2024-06-28T16:16:00,card,2,6.15,1.29,7.44
1805,0003-00001650,3,,9,2024-06-28T16:53:00,card,8,41.62,6.34,47.96
1806,0002-00000073,2,370,98,2024-06-29T09:32:00,card,1,7.02,1.47,8.49
1807,0005-00000370,5,,16,2024-06-29T10:20:00,cash,11,64.40,7.68,72.08
1808,0004-00001057,4,,69,2024-06-29T11:11:00,card,2,4.31,0.43,4.74
1809,0001-00002687,1,882,72,2024-06-29T12:43:00,cash,7,53.39,3.88,57.27
1810,0005-00002967,5,665,8,2024-06-29T14:05:00,cash,3,12.80,1.88,14.68
1811,0008-00001631,8,,61,2024-06-29T14:16:00,card,2,6.06,0.87,6.93
1812,0008-00002481,8,,28,2024-06-29T17:06:00,card,1,2.27,0.23,2.50
1813,0002-00002119,2,16,42,2024-06-30T10:43:00,card,1,3.80,0.15,3.95
1814,0007-00000225,7,88,10,2024-07-01T13:37:00,card,5,28.52,3.85,32.37
1815,0007-00000202,7,644,18,2024-07-02T11:37:00,card,1,3.62,0.36,3.98
1816,0004-00002145,4,132,69,2024-07-03T12:46:00,card,5,24.99,4.10,29.09
1817,0005-00000190,5,10,8,2024-07-03T18:11:00,card,1,2.87,0.12,2.99
1818,0007-00000864,7,,18,2024-07-03T19:19:00,mobile,2,5.74,1.00,6.74
1819,0001-00001923,1,,72,2024-07-04T12:06:00,cash,1,5.58,1.17,6.75
1820,0006-00000900,6,744,23,2024-07-04T13:31:00,cash,2,6.52,0.97,7.49
1821,0005-00000365,5,,31,2024-07-05T09:56:00,cash,2,9.89,1.58,11.47
1822,0003-00001796,3,,9,2024-07-05T12:22:00,cash,2,34.06,2.91,36.97
1823,0005-00002601,5,,89,2024-07-05T14:03:00,card,1,2.46,0.52,2.98
1824,0006-00002272,6,,62,2024-07-05T17:43:00,card,4,34.15,6.77,40.92
1825,0001-00002077,1,,72,2024-07-05T20:23:00,cash,1,2.44,0.51,2.95
1826,0004-00002291,4,581,91,2024-07-06T10:23:00,card,1,1.23,0.26,1.49
1827,0001-00000325,1,,72,2024-07-06T12:48:00,card,2,5.99,0.96,6.95
1828,0008-00000217,8,,47,2024-07-06T13:13:00,cash,1,0.40,0.08,0.48
1829,0003-00001090,3,301,9,2024-07-07T11:12:00,cash,3,29.23,5.94,35.17
1830,0004-00001997,4,825,91,2024-07-07T15:43:00,cash,1,6.14,0.61,6.75
1831,0002-00001448,2,,77,2024-07-07T17:04:00,card,1,2.87,0.12,2.99
