id,sku,ean13,name,category_id,supplier_id,brand,unit,unit_price,cost_price,vat_rate,active
470,SKU-000470,8498680681510,Vino rosado Navarra Valdehermoso,29,10,Valdehermoso,ud,6.25,5.39,0.21,true
471,SKU-000471,8480979584077,Yogur natural Vega Real pack 4,15,50,Vega Real,pack,1.99,1.67,0.04,true
472,SKU-000472,8403539084831,Fideos finos El Molinar,17,10,El Molinar,ud,0.99,0.83,0.10,true
473,SKU-000473,8420457428943,Alubias blancas La Almazara 61,24,38,La Almazara,ud,1.25,1.07,0.10,true
474,SKU-000474,8466790940681,Espuma de afeitar Campo Sur 86,45,26,Campo Sur,ud,2.99,2.36,0.21,true
475,SKU-000475,8437413403951,Patatas fritas Los Almendros,23,47,Los Almendros,ud,2.99,2.30,0.10,true
476,SKU-000476,8466897855932,Vino tinto Rioja Origen,29,1,Origen,ud,6.99,5.91,0.21,true
477,SKU-000477,8414952294615,Champú Campo Sur,43,19,Campo Sur,ud,5.00,4.01,0.21,true
478,SKU-000478,8419282635725,Protector solar Casa Robles,47,9,Casa Robles,ud,15.00,7.92,0.21,true
479,SKU-000479,8439834228151,Helado de vainilla Campo Sur,35,40,Campo Sur,ud,3.75,3.36,0.10,true
480,SKU-000480,8494624235658,Sartén antiadherente Monteclaro,54,8,Monteclaro,ud,22.50,13.91,0.21,true
481,SKU-000481,8456217359950,Tomate pera Casa Robles 1kg,10,33,Casa Robles,kg,1.99,1.79,0.04,true
482,SKU-000482,8497242968410,Gel infantil Los Almendros 95,50,28,Los Almendros,ud,4.50,3.20,0.04,true
483,SKU-000483,8443014562485,Menestra congelada La Almazara,33,10,La Almazara,ud,2.99,2.42,0.10,true
484,SKU-000484,8433394490928,Pan de molde integral Campo Sur,14,40,Campo Sur,ud,1.99,1.41,0.04,true
485,SKU-000485,8452288343492,Gel infantil La Almazara,50,22,La Almazara,ud,2.99,2.40,0.04,true
486,SKU-000486,8402642124298,Croissant Campo Sur 83,14,34,Campo Sur,ud,1.75,1.07,0.04,true
487,SKU-000487,8471943962922,Merluza fresca El Molinar 1kg,12,15,El Molinar,kg,10.49,8.66,0.04,true
488,SKU-000488,8484706230848,Rollo de cocina Vega Real pack 12,39,3,Vega Real,pack,2.49,2.09,0.21,true
489,SKU-000489,8489879493915,Potito de frutas Valdehermoso,49,39,Valdehermoso,ud,1.00,0.77,0.04,true
490,SKU-000490,8452535299954,Alimento para pájaros Tierra Nuestra,53,8,Tierra Nuestra,ud,4.99,3.90,0.21,true
491,SKU-000491,8415871206062,Helado de vainilla Ribera Alta,35,39,Ribera Alta,ud,5.99,5.08,0.10,true
492,SKU-000492,8430242143661,Desodorante Monteclaro 63,47,15,Monteclaro,ud,3.00,1.44,0.21,true
493,SKU-000493,8444650215797,Cuchillas de afeitar Monteclaro pack 4,45,23,Monteclaro,pack,9.99,7.74,0.21,true
494,SKU-000494,8457400898904,Protector solar Sabor de Antaño,47,16,Sabor de Antaño,ud,10.25,6.82,0.21,true
495,SKU-000495,8414726755038,Protector solar Puente Viejo,47,5,Puente Viejo,ud,14.95,9.77,0.21,true
496,SKU-000496,8423446202289,Vinagre de Jerez Sabor de Antaño,19,26,Sabor de Antaño,ud,3.50,2.93,0.10,true
497,SKU-000497,8454139103460,Tomate triturado Vega Real,18,49,Vega Real,ud,1.99,1.78,0.10,true
498,SKU-000498,8488951666254,Fregasuelos Los Almendros 4,38,9,Los Almendros,ud,2.99,2.60,0.21,true
499,SKU-000499,8440704353125,Macarrones Vega Real,17,33,Vega Real,ud,1.99,1.53,0.10,true
500,SKU-000500,8468322819649,Alubias blancas Buenamesa,24,34,Buenamesa,ud,1.95,1.53,0.10,true
501,SKU-000501,8466848183763,Leche semidesnatada Origen 1L,15,30,Origen,L,0.99,0.83,0.04,true
502,SKU-000502,8492956095841,Langostinos congelados Buenamesa 61,34,43,Buenamesa,ud,9.00,7.00,0.10,true
503,SKU-000503,8455905015000,Cereales de desayuno Selecta,21,43,Selecta,ud,3.99,2.82,0.10,true
504,SKU-000504,8434195731364,Avena en copos Ribera Alta 23,21,9,Ribera Alta,ud,2.49,2.06,0.10,true
505,SKU-000505,8433891071071,Tónica Buenamesa pack 12,27,25,Buenamesa,pack,3.95,3.39,0.21,true
506,SKU-000506,8468174789480,Lavavajillas a mano Origen 49,40,13,Origen,ud,2.99,2.43,0.21,true
507,SKU-000507,8478987607819,Detergente líquido Origen,37,20,Origen,ud,8.95,7.67,0.21,true
508,SKU-000508,8419418440858,Vino blanco Rueda Casa Robles 61,29,13,Casa Robles,ud,10.99,9.73,0.21,true
509,SKU-000509,8430006618138,Toallitas infantiles La Almazara pack 4,48,29,La Almazara,pack,2.99,2.50,0.04,false
510,SKU-000510,8417740904291,Desodorante La Almazara,47,34,La Almazara,ud,3.99,2.62,0.21,true
511,SKU-000511,8425061861261,Guisantes congelados Doña Elena,33,9,Doña Elena,ud,1.99,1.89,0.10,true
512,SKU-000512,8455939452994,Salchichón Los Almendros,13,27,Los Almendros,ud,2.49,2.05,0.04,true
513,SKU-000513,8437523037343,Croissant Sabor de Antaño,14,16,Sabor de Antaño,ud,0.99,0.56,0.04,true
514,SKU-000514,8446714970710,Cebolla Doña Elena 500g,10,40,Doña Elena,kg,1.99,1.70,0.04,true
515,SKU-000515,8497460790343,Magdalenas Puente Viejo pack 6,14,37,Puente Viejo,pack,2.99,1.88,0.04,true
516,SKU-000516,8478617551239,Tomate pera Puente Viejo 1kg,10,4,Puente Viejo,kg,1.99,1.81,0.04,true
517,SKU-000517,8459382511420,Pienso para gato Los Almendros,52,34,Los Almendros,kg,3.99,3.19,0.21,true
518,SKU-000518,8404342168268,Queso fresco batido Casa Robles,15,19,Casa Robles,ud,2.95,2.36,0.04,true
519,SKU-000519,8497518644451,Patatas fritas Vega Real,23,9,Vega Real,ud,2.95,2.51,0.10,true
520,SKU-000520,8480275994365,Aceite de girasol Los Almendros 1L,19,31,Los Almendros,L,2.99,2.74,0.10,true
521,SKU-000521,8402156489319,Crema hidratante Monteclaro,44,36,Monteclaro,ud,5.99,4.76,0.21,true
522,SKU-000522,8400009908604,Tónica Vega Real pack 6,27,8,Vega Real,pack,5.99,4.73,0.21,true
523,SKU-000523,8407605456560,Polos de hielo Tierra Nuestra pack 4,35,38,Tierra Nuestra,pack,3.49,3.03,0.10,true
524,SKU-000524,8460937725957,Pienso para perro Valdehermoso 1kg,51,40,Valdehermoso,kg,2.99,2.24,0.21,true
525,SKU-000525,8437348485916,Huevos frescos M Casa Robles pack 6,16,28,Casa Robles,pack,2.99,2.23,0.04,true
526,SKU-000526,8425080696523,Pienso para gato Selecta 500g 57,52,37,Selecta,kg,4.49,3.41,0.21,true
527,SKU-000527,8463440038545,Desodorante Selecta,47,20,Selecta,ud,2.99,1.70,0.21,true
528,SKU-000528,8435700216079,Pimentón dulce Puente Viejo,20,5,Puente Viejo,ud,2.99,2.43,0.10,true
529,SKU-000529,8409289335155,Miel Origen,25,5,Origen,ud,5.49,3.83,0.10,true
530,SKU-000530,8422944050149,Leche de continuación Casa Robles 78,49,36,Casa Robles,ud,11.95,9.31,0.04,true
531,SKU-000531,8474539616179,Azúcar blanco Valdehermoso 500g,25,21,Valdehermoso,kg,1.99,1.71,0.10,true
532,SKU-000532,8462122602494,Infusión manzanilla Casa Robles 76,31,50,Casa Robles,ud,2.95,2.27,0.21,true
533,SKU-000533,8479947401027,Insecticida volador Valdehermoso 99,41,29,Valdehermoso,ud,6.75,5.10,0.21,true
534,SKU-000534,8431659469665,Gambas cocidas Puente Viejo 1kg,12,27,Puente Viejo,kg,12.49,10.50,0.04,true
535,SKU-000535,8457558840954,Helado de vainilla Vega Real,35,47,Vega Real,ud,4.50,3.72,0.10,true
536,SKU-000536,8447668408342,Acondicionador Buenamesa,43,6,Buenamesa,ud,3.25,2.69,0.21,true
537,SKU-000537,8417570823557,Champú Tierra Nuestra,43,49,Tierra Nuestra,ud,5.95,4.89,0.21,true
538,SKU-000538,8465913832261,Agua mineral Monteclaro pack 6,26,47,Monteclaro,pack,2.00,1.61,0.21,true
539,SKU-000539,8463501880922,Cerveza rubia Selecta pack 4,28,26,Selecta,pack,4.50,4.13,0.21,true
540,SKU-000540,8464146694103,Cuchillas de afeitar Campo Sur pack 6,45,16,Campo Sur,pack,8.99,6.89,0.21,false
541,SKU-000541,8452124482842,Detergente líquido Vega Real 53,37,34,Vega Real,ud,5.95,4.90,0.21,true
542,SKU-000542,8432093395794,Detergente líquido Monteclaro,37,47,Monteclaro,ud,9.99,8.18,0.21,true
543,SKU-000543,8477927834469,Snacks para perro Buenamesa,51,38,Buenamesa,ud,1.99,1.61,0.21,true
544,SKU-000544,8434916336267,Bombilla LED Doña Elena 32,56,1,Doña Elena,ud,3.99,3.27,0.21,true
545,SKU-000545,8430733188652,Insecticida volador Buenamesa,41,40,Buenamesa,ud,5.95,4.67,0.21,true
546,SKU-000546,8485769206535,Jamón serrano lonchas Campo Sur,13,11,Campo Sur,ud,2.99,2.38,0.04,true
547,SKU-000547,8476856591306,Jamón serrano lonchas Selecta,13,8,Selecta,ud,5.95,4.47,0.04,true
548,SKU-000548,8459127629113,Agua con gas Sabor de Antaño pack 6,26,26,Sabor de Antaño,pack,3.49,2.91,0.21,false
549,SKU-000549,8426668010687,Bombilla LED Casa Robles 10,56,15,Casa Robles,ud,6.99,6.40,0.21,true
550,SKU-000550,8494215529227,Pavo en lonchas Los Almendros 54,13,35,Los Almendros,ud,3.95,3.13,0.04,true
551,SKU-000551,8440364987043,Bombilla LED Valdehermoso 42,56,6,Valdehermoso,ud,3.50,2.91,0.21,true
552,SKU-000552,8489838740616,Toallitas infantiles El Molinar pack 4,48,36,El Molinar,pack,2.50,2.01,0.04,true
553,SKU-000553,8489452679347,Queso curado cuña Ribera Alta,13,50,Ribera Alta,ud,7.99,6.55,0.04,true
554,SKU-000554,8422681852716,Insecticida volador Campo Sur,41,11,Campo Sur,ud,4.49,3.91,0.21,true
555,SKU-000555,8427994235423,Magdalenas La Almazara pack 12,14,31,La Almazara,pack,1.99,1.12,0.04,true
556,SKU-000556,8441986696597,Pizza congelada Vega Real,36,23,Vega Real,ud,2.95,2.59,0.10,true
557,SKU-000557,8413950044130,Frutos secos mezcla Sabor de Antaño,23,49,Sabor de Antaño,ud,4.99,4.55,0.10,true
558,SKU-000558,8485754100947,Aceite de girasol Campo Sur 2L,19,25,Campo Sur,L,2.49,2.23,0.10,true
559,SKU-000559,8493009482656,Frutos secos mezcla Monteclaro,23,18,Monteclaro,ud,4.99,4.25,0.10,true
560,SKU-000560,8426662078966,Vino rosado Navarra Los Almendros 73,29,3,Los Almendros,ud,7.95,6.27,0.21,true
561,SKU-000561,8427758790953,Pienso para perro Selecta 500g,51,27,Selecta,kg,4.00,3.46,0.21,true
562,SKU-000562,8433689797954,Suavizante La Almazara 17,37,49,La Almazara,ud,3.95,3.52,0.21,true
563,SKU-000563,8451674739413,Bombilla LED El Molinar 17,56,1,El Molinar,ud,7.95,6.29,0.21,true
564,SKU-000564,8452181976308,Leche de continuación Ribera Alta,49,36,Ribera Alta,ud,16.95,13.19,0.04,true
565,SKU-000565,8424428569178,Ginebra Campo Sur 5,32,8,Campo Sur,ud,22.99,15.95,0.21,true
566,SKU-000566,8437953083071,Toallitas infantiles Vega Real pack 4,48,43,Vega Real,pack,1.95,1.47,0.04,true
567,SKU-000567,8407868752690,Pimentón dulce Selecta,20,31,Selecta,ud,1.49,1.32,0.10,true
568,SKU-000568,8480511034114,Huevos frescos M Valdehermoso pack 4,16,29,Valdehermoso,pack,2.99,2.15,0.04,true
569,SKU-000569,8450542929840,Cerveza sin alcohol Origen pack 4,28,25,Origen,pack,2.95,2.50,0.21,true
570,SKU-000570,8452856825276,Pimentón dulce Valdehermoso 99,20,31,Valdehermoso,ud,1.99,1.69,0.10,true
571,SKU-000571,8408847897715,Protector solar Origen,47,48,Origen,ud,11.99,7.29,0.21,true
572,SKU-000572,8415077175902,Snacks para perro Selecta,51,31,Selecta,ud,2.49,2.01,0.21,true
573,SKU-000573,8491478000685,Piña en almíbar Casa Robles,18,36,Casa Robles,ud,2.00,1.74,0.10,true
574,SKU-000574,8435519108039,Ron añejo Sabor de Antaño 8,32,40,Sabor de Antaño,ud,10.00,5.43,0.21,true
575,SKU-000575,8452074663285,Detergente líquido Buenamesa 5,37,4,Buenamesa,ud,8.99,6.88,0.21,true
576,SKU-000576,8443542390222,Polos de hielo Casa Robles pack 6,35,48,Casa Robles,pack,2.99,2.17,0.10,true
577,SKU-000577,8467051508558,Snacks para perro La Almazara 70,51,50,La Almazara,ud,2.50,2.18,0.21,false
578,SKU-000578,8469975515599,Patatas fritas Buenamesa,23,26,Buenamesa,ud,1.99,1.81,0.10,true
579,SKU-000579,8454165528985,Aceite de girasol Valdehermoso 1L,19,43,Valdehermoso,L,2.49,2.15,0.10,true
580,SKU-000580,8465325794775,Aceite de oliva virgen extra Campo Sur 1L,19,10,Campo Sur,L,6.50,5.44,0.10,true
581,SKU-000581,8422804000512,Langostinos congelados Los Almendros,34,11,Los Almendros,ud,7.99,6.94,0.10,true
582,SKU-000582,8415289261394,Ginebra Valdehermoso 49,32,43,Valdehermoso,ud,22.99,15.36,0.21,true
583,SKU-000583,8458656851323,Vaso de cristal Tierra Nuestra 52,54,39,Tierra Nuestra,ud,2.99,2.00,0.21,false
584,SKU-000584,8402903188021,Ginebra La Almazara,32,3,La Almazara,ud,19.95,10.95,0.21,true
585,SKU-000585,8403576347425,Pienso para perro Valdehermoso,51,20,Valdehermoso,kg,1.95,1.61,0.21,false
586,SKU-000586,8466062139942,Vino tinto Rioja Sabor de Antaño 78,29,37,Sabor de Antaño,ud,6.00,4.65,0.21,true
587,SKU-000587,8402507035479,Suavizante Valdehermoso 66,37,4,Valdehermoso,ud,3.99,3.12,0.21,true
588,SKU-000588,8448926792586,Cerveza sin alcohol Los Almendros pack 6,28,5,Los Almendros,pack,5.25,4.41,0.21,true
589,SKU-000589,8495452121168,Filete de ternera Sabor de Antaño,11,19,Sabor de Antaño,kg,11.99,10.41,0.04,true
590,SKU-000590,8464377875340,Langostinos congelados Selecta,34,40,Selecta,ud,11.49,10.47,0.10,true
591,SKU-000591,8496959973656,Alimento para pájaros Doña Elena,53,15,Doña Elena,ud,2.49,2.05,0.21,true
592,SKU-000592,8420206651745,Chapata Valdehermoso,14,23,Valdehermoso,ud,1.50,0.98,0.04,true
593,SKU-000593,8460594232720,Alimento para pájaros Sabor de Antaño,53,1,Sabor de Antaño,ud,4.25,3.29,0.21,true
594,SKU-000594,8459914276438,Merluza fresca La Almazara 500g,12,9,La Almazara,kg,10.99,10.10,0.04,true
595,SKU-000595,8421628204779,Mayonesa Origen,20,8,Origen,ud,2.49,1.95,0.10,true
596,SKU-000596,8476363422216,Cerveza rubia Vega Real pack 12,28,12,Vega Real,pack,5.95,5.04,0.21,true
597,SKU-000597,8456098949943,Refresco de cola Monteclaro pack 6,27,35,Monteclaro,pack,3.75,3.31,0.21,true
598,SKU-000598,8446939477810,Sartén antiadherente Monteclaro 85,54,41,Monteclaro,ud,23.99,10.28,0.21,true
599,SKU-000599,8401499930533,Aceite de oliva virgen extra Monteclaro 1L,19,19,Monteclaro,L,8.00,6.63,0.10,true
600,SKU-000600,8425388757032,Bolsas de basura El Molinar pack 4,55,29,El Molinar,pack,2.00,0.92,0.21,true
