id,account_id,merchant_id,type,amount,balance_after,description,occurred_at,is_foreign
2560,67,55,card_payment,-22.01,1077.16,COMPRA CAFETERÍA REAL,2024-07-07T19:24:00,false
2561,309,10,card_payment,-1.83,892.20,COMPRA PANADERÍA LA ESTRELLA,2024-07-08T16:38:00,false
2562,63,,transfer_out,-463.59,2886.22,TRANSFERENCIA EMITIDA,2024-07-09T09:31:00,false
2563,810,17,card_payment,-4.31,4146.50,COMPRA CASA REAL,2024-07-09T14:18:00,false
2564,393,139,card_payment,-6.97,1331.84,COMPRA RESTAURANTE DEL CARMEN,2024-07-09T14:25:00,true
2565,56,,transfer_in,522.25,1883.14,TRANSFERENCIA RECIBIDA,2024-07-09T17:54:00,false
2566,485,63,card_payment,-14.69,2398.19,COMPRA FARMACIA LOS ARCOS,2024-07-10T15:59:00,false
2567,729,24,card_payment,-1.73,4549.38,COMPRA ELECTRO DEL PUERTO,2024-07-10T17:27:00,false
2568,906,35,card_payment,-11.63,3482.04,COMPRA CAFETERÍA REAL,2024-07-10T17:33:00,false
2569,692,13,card_payment,-13.22,4728.69,COMPRA RESTAURANTE SAN MARCOS,2024-07-10T18:04:00,false
2570,440,33,card_payment,-96.56,2747.82,COMPRA LIBRERÍA DEL PUERTO,2024-07-11T08:54:00,true
2571,539,23,card_payment,-21.29,339.95,COMPRA CAFETERÍA GRAN VÍA,2024-07-11T13:14:00,false
2572,599,143,card_payment,-8.07,3458.94,COMPRA PELUQUERÍA LOS ARCOS,2024-07-11T13:41:00,true
2573,436,114,card_payment,-55.74,318.96,COMPRA FARMACIA BUENAVISTA,2024-07-11T13:44:00,false
2574,131,,transfer_out,-418.79,962.24,TRANSFERENCIA EMITIDA,2024-07-11T15:33:00,false
2575,283,130,card_payment,-16.10,2402.60,COMPRA PELUQUERÍA EL FARO,2024-07-11T16:53:00,true
2576,421,135,card_payment,-47.92,3606.68,COMPRA SUPERMERCADO GRAN VÍA,2024-07-11T17:20:00,false
2577,663,,atm_withdrawal,-100.00,827.08,REINTEGRO CAJERO,2024-07-11T19:57:00,false
2578,885,151,card_payment,-10.78,3584.03,COMPRA FARMACIA MODERNO,2024-07-11T20:08:00,false
2579,868,13,card_payment,-8.61,1448.96,COMPRA RESTAURANTE SAN MARCOS,2024-07-12T11:54:00,false
2580,690,,fee,-12.00,3072.41,COMISION MANTENIMIENTO,2024-07-12T14:11:00,false
2581,696,25,card_payment,-32.72,7199.65,COMPRA SUPERMERCADO LOS ARCOS,2024-07-13T18:02:00,false
2582,999,,atm_withdrawal,-20.00,1455.45,REINTEGRO CAJERO,2024-07-13T20:57:00,false
2583,807,151,card_payment,-44.90,346.72,COMPRA FARMACIA MODERNO,2024-07-14T10:22:00,false
2584,862,,transfer_in,1279.05,4893.03,TRANSFERENCIA RECIBIDA,2024-07-14T12:43:00,false
2585,92,118,card_payment,-5.56,1571.61,COMPRA TALLER EL FARO,2024-07-14T14:02:00,false
2586,770,171,card_payment,-33.08,2740.69,COMPRA FARMACIA LA ESTRELLA,2024-07-15T11:35:00,false
2587,424,,transfer_in,77.12,1809.44,TRANSFERENCIA RECIBIDA,2024-07-15T14:01:00,false
2588,650,84,card_payment,-10.80,4888.48,COMPRA CAFETERÍA LOS ARCOS,2024-07-15T18:07:00,true
2589,25,114,card_payment,-72.97,2281.48,COMPRA FARMACIA BUENAVISTA,2024-07-16T09:58:00,false
2590,966,55,card_payment,-65.53,1470.37,COMPRA CAFETERÍA REAL,2024-07-17T08:17:00,false
2591,484,,transfer_in,74.19,2005.89,TRANSFERENCIA RECIBIDA,2024-07-17T11:39:00,false
2592,928,113,card_payment,-18.96,3674.13,COMPRA FARMACIA LOS ARCOS,2024-07-17T13:59:00,false
2593,436,26,card_payment,-8.07,310.89,COMPRA LA TIENDA DE GRAN VÍA,2024-07-17T16:26:00,false
2594,1056,,transfer_out,-202.87,5808.36,TRANSFERENCIA EMITIDA,2024-07-17T21:25:00,false
2595,807,162,card_payment,-60.95,285.77,COMPRA LIBRERÍA LA ESQUINA,2024-07-18T12:36:00,true
2596,529,,fee,-2.50,1231.14,COMISION MANTENIMIENTO,2024-07-18T13:03:00,false
2597,1094,77,card_payment,-22.03,2244.35,COMPRA BAR LA ESTRELLA,2024-07-18T14:39:00,false
2598,138,51,card_payment,-28.89,1008.04,COMPRA MUEBLES LOS ARCOS,2024-07-18T18:50:00,false
2599,991,,transfer_out,-389.96,5594.58,TRANSFERENCIA EMITIDA,2024-07-18T21:10:00,false
2600,289,,atm_withdrawal,-100.00,2894.35,REINTEGRO CAJERO,2024-07-19T11:12:00,false
2601,76,23,card_payment,-10.81,1321.70,COMPRA CAFETERÍA GRAN VÍA,2024-07-19T11:18:00,false
2602,39,,fee,-12.00,2955.90,COMISION MANTENIMIENTO,2024-07-19T11:54:00,false
2603,691,43,card_payment,-40.69,156.75,COMPRA CAFETERÍA EL FARO,2024-07-19T14:47:00,true
2604,671,,atm_withdrawal,-100.00,1928.43,REINTEGRO CAJERO,2024-07-20T09:24:00,false
2605,999,,atm_withdrawal,-20.00,1435.45,REINTEGRO CAJERO,2024-07-20T13:31:00,false
2606,15,,atm_withdrawal,-50.00,3566.76,REINTEGRO CAJERO,2024-07-21T11:01:00,false
2607,378,155,card_payment,-8.97,1472.49,COMPRA LIBRERÍA LOS ARCOS,2024-07-21T20:39:00,false
2608,573,168,card_payment,-20.96,757.54,COMPRA FARMACIA REAL,2024-07-22T08:51:00,false
2609,421,160,card_payment,-3.94,3602.74,COMPRA TALLER DEL CARMEN,2024-07-22T10:06:00,false
2610,129,47,card_payment,-15.31,4920.16,COMPRA BAR NUEVO,2024-07-22T11:04:00,false
2611,226,120,card_payment,-20.56,2548.86,COMPRA BAR EL FARO,2024-07-22T11:05:00,true
2612,789,119,card_payment,-32.65,7246.81,COMPRA TALLER NUEVO,2024-07-22T15:48:00,false
2613,187,163,card_payment,-11.20,3141.72,COMPRA ELECTRO SAN MARCOS,2024-07-22T15:59:00,false
2614,151,,transfer_out,-776.11,856.27,TRANSFERENCIA EMITIDA,2024-07-22T16:30:00,false
2615,950,,transfer_out,-458.34,847.38,TRANSFERENCIA EMITIDA,2024-07-23T09:53:00,false
2616,959,77,card_payment,-29.15,3021.14,COMPRA BAR LA ESTRELLA,2024-07-23T18:57:00,false
2617,444,158,card_payment,-8.28,3488.41,COMPRA CASA EL FARO,2024-07-23T20:13:00,false
2618,8,,interest,1.48,4109.23,ABONO INTERESES,2024-07-24T11:41:00,false
2619,663,3,card_payment,-27.31,799.77,COMPRA SUPERMERCADO DEL SOL,2024-07-24T12:18:00,true
2620,883,114,card_payment,-14.19,459.41,COMPRA FARMACIA BUENAVISTA,2024-07-24T17:17:00,false
2621,280,,transfer_in,79.17,2063.10,TRANSFERENCIA RECIBIDA,2024-07-24T20:05:00,false
2622,209,,salary,1525.24,3240.01,NOMINA,2024-07-25T09:40:00,false
2623,549,92,card_payment,-12.04,636.96,COMPRA CAFETERÍA EL FARO,2024-07-25T12:21:00,false
2624,55,,fee,-4.50,3542.18,COMISION MANTENIMIENTO,2024-07-25T13:23:00,false
2625,440,,salary,761.89,3509.71,NOMINA,2024-07-25T14:54:00,false
2626,241,,salary,2026.06,6320.18,NOMINA,2024-07-25T15:08:00,false
2627,576,26,card_payment,-39.82,2421.49,COMPRA LA TIENDA DE GRAN VÍA,2024-07-26T11:49:00,false
2628,297,,salary,2081.86,3786.79,NOMINA,2024-07-26T13:12:00,false
2629,273,,atm_withdrawal,-60.00,3476.80,REINTEGRO CAJERO,2024-07-26T14:07:00,false
2630,860,2,card_payment,-8.87,3332.09,COMPRA CASA CENTRAL,2024-07-26T14:11:00,false
2631,502,88,card_payment,-18.01,5426.33,COMPRA TALLER SAN MARCOS,2024-07-26T19:24:00,false
2632,463,,salary,2036.36,5579.49,NOMINA,2024-07-26T20:11:00,false
2633,546,,salary,1399.67,3719.75,NOMINA,2024-07-27T10:15:00,false
2634,193,76,card_payment,-18.08,1388.33,COMPRA LIBRERÍA SAN MARCOS,2024-07-27T12:08:00,false
2635,891,106,card_payment,-12.12,2655.80,COMPRA LIBRERÍA EL FARO,2024-07-27T15:40:00,false
2636,93,138,card_payment,-111.21,1079.03,COMPRA RESTAURANTE CENTRAL,2024-07-27T16:05:00,false
2637,779,,transfer_out,-792.49,858.91,TRANSFERENCIA EMITIDA,2024-07-27T17:04:00,false
2638,630,46,card_payment,-17.85,3298.34,COMPRA EL RINCÓN DE LA ESTRELLA,2024-07-27T19:21:00,false
2639,957,,salary,2185.67,5896.98,NOMINA,2024-07-27T20:46:00,false
2640,72,,atm_withdrawal,-50.00,3027.97,REINTEGRO CAJERO,2024-07-27T21:14:00,false
2641,892,,transfer_in,475.99,5853.46,TRANSFERENCIA RECIBIDA,2024-07-28T15:50:00,false
2642,342,60,card_payment,-64.71,1430.98,COMPRA FARMACIA EL FARO,2024-07-28T16:07:00,false
2643,977,67,card_payment,-9.16,1191.23,COMPRA PELUQUERÍA BUENAVISTA,2024-07-28T16:56:00,false
2644,185,,fee,-2.50,436.57,COMISION MANTENIMIENTO,2024-07-28T17:12:00,false
2645,1072,155,card_payment,-11.13,2269.75,COMPRA LIBRERÍA LOS ARCOS,2024-07-29T11:19:00,false
2646,100,,transfer_in,933.90,1340.36,TRANSFERENCIA RECIBIDA,2024-07-29T11:55:00,false
2647,929,143,card_payment,-23.48,301.60,COMPRA PELUQUERÍA LOS ARCOS,2024-07-29T15:40:00,true
2648,547,125,card_payment,-15.39,2912.66,COMPRA ELECTRO SAN MARCOS,2024-07-29T18:19:00,false
2649,356,109,card_payment,-25.90,1655.32,COMPRA EL RINCÓN DE GRAN VÍA,2024-07-29T18:46:00,false
2650,510,78,card_payment,-25.16,596.88,COMPRA LA TIENDA DE EL FARO,2024-07-30T12:32:00,false
2651,572,98,card_payment,-4.39,5700.91,COMPRA SUPERMERCADO EL FARO,2024-07-30T14:09:00,false
2652,1062,,fee,-2.50,4506.80,COMISION MANTENIMIENTO,2024-07-30T14:57:00,false
2653,723,,atm_withdrawal,-60.00,441.51,REINTEGRO CAJERO,2024-07-30T18:37:00,false
2654,73,7,card_payment,-10.49,1263.98,COMPRA PELUQUERÍA LOS ARCOS,2024-07-31T09:27:00,false
2655,1079,,transfer_out,-255.99,4392.01,TRANSFERENCIA EMITIDA,2024-07-31T12:39:00,false
2656,17,21,card_payment,-17.41,4374.43,COMPRA RESTAURANTE MODERNO,2024-07-31T14:29:00,false
2657,382,32,card_payment,-4.06,3781.48,COMPRA CASA NUEVO,2024-07-31T14:43:00,true
2658,25,,transfer_out,-364.10,1917.38,TRANSFERENCIA EMITIDA,2024-07-31T19:21:00,false
2659,855,,direct_debit,-27.03,5735.74,RECIBO DOMICILIADO,2024-08-01T10:51:00,false
2660,663,,fee,-2.50,797.27,COMISION MANTENIMIENTO,2024-08-01T13:46:00,false
2661,451,158,card_payment,-87.35,1522.65,COMPRA CASA EL FARO,2024-08-01T13:50:00,false
2662,901,107,card_payment,-10.80,2807.91,COMPRA PELUQUERÍA SAN MARCOS,2024-08-01T14:13:00,false
2663,767,60,card_payment,-17.21,889.91,COMPRA FARMACIA EL FARO,2024-08-01T15:47:00,false
2664,76,,direct_debit,-14.89,1306.81,RECIBO DOMICILIADO,2024-08-01T15:48:00,false
2665,620,,direct_debit,-10.71,3485.49,RECIBO DOMICILIADO,2024-08-01T20:31:00,false
2666,633,,direct_debit,-10.19,3750.44,RECIBO DOMICILIADO,2024-08-02T11:17:00,false
2667,990,,direct_debit,-147.44,6102.39,RECIBO DOMICILIADO,2024-08-02T11:35:00,false
2668,400,,direct_debit,-28.94,3284.88,RECIBO DOMICILIADO,2024-08-02T12:07:00,false
2669,965,,direct_debit,-110.50,4222.00,RECIBO DOMICILIADO,2024-08-02T13:14:00,false
2670,421,,transfer_in,971.62,4574.36,TRANSFERENCIA RECIBIDA,2024-08-02T13:18:00,false
2671,122,,transfer_in,840.32,3630.57,TRANSFERENCIA RECIBIDA,2024-08-02T17:38:00,false
2672,896,,direct_debit,-30.10,2476.17,RECIBO DOMICILIADO,2024-08-02T18:36:00,false
2673,640,177,card_payment,-7.47,3280.56,COMPRA BAR MODERNO,2024-08-02T18:38:00,true
2674,630,,transfer_out,-742.83,2555.51,TRANSFERENCIA EMITIDA,2024-08-02T18:52:00,false
2675,1087,,fee,-2.50,2567.39,COMISION MANTENIMIENTO,2024-08-02T19:13:00,false
2676,552,,direct_debit,-70.29,4908.60,RECIBO DOMICILIADO,2024-08-02T20:37:00,false
2677,491,,fee,-3.00,2606.24,COMISION MANTENIMIENTO,2024-08-02T21:42:00,false
2678,55,149,card_payment,-55.06,3487.12,COMPRA PELUQUERÍA EL FARO,2024-08-03T09:04:00,false
2679,93,90,card_payment,-7.20,1071.83,COMPRA LA TIENDA DE LOS ARCOS,2024-08-03T10:27:00,false
2680,67,101,card_payment,-30.91,1046.25,COMPRA ÓPTICA BUENAVISTA,2024-08-03T10:45:00,false
2681,649,,direct_debit,-31.43,2523.59,RECIBO DOMICILIADO,2024-08-03T10:55:00,false
2682,33,,direct_debit,-42.02,55.90,RECIBO DOMICILIADO,2024-08-03T12:10:00,false
2683,267,,direct_debit,-39.04,4896.48,RECIBO DOMICILIADO,2024-08-03T13:37:00,false
2684,440,,direct_debit,-37.36,3472.35,RECIBO DOMICILIADO,2024-08-03T13:37:00,false
2685,171,,direct_debit,-35.48,649.72,RECIBO DOMICILIADO,2024-08-03T16:38:00,false
2686,53,,atm_withdrawal,-50.00,4609.59,REINTEGRO CAJERO,2024-08-03T20:11:00,false
2687,8,,direct_debit,-90.66,4018.57,RECIBO DOMICILIADO,2024-08-04T12:38:00,false
2688,545,104,card_payment,-12.11,3391.50,COMPRA BAR NUEVO,2024-08-04T14:32:00,false
2689,55,,direct_debit,-80.76,3406.36,RECIBO DOMICILIADO,2024-08-04T15:48:00,false
2690,403,,direct_debit,-23.95,2623.60,RECIBO DOMICILIADO,2024-08-04T16:10:00,false
2691,92,144,card_payment,-85.80,1485.81,COMPRA LIBRERÍA REAL,2024-08-04T16:35:00,true
2692,265,63,card_payment,-11.93,129.81,COMPRA FARMACIA LOS ARCOS,2024-08-05T08:28:00,false
2693,492,,direct_debit,-181.86,2163.97,RECIBO DOMICILIADO,2024-08-05T10:22:00,false
2694,120,,transfer_in,24.43,3398.07,TRANSFERENCIA RECIBIDA,2024-08-05T12:00:00,false
2695,1094,,direct_debit,-23.92,2220.43,RECIBO DOMICILIADO,2024-08-05T12:08:00,false
2696,488,127,card_payment,-16.57,1217.31,COMPRA ÓPTICA SAN MARCOS,2024-08-05T12:36:00,false
2697,221,,fee,-12.00,631.64,COMISION MANTENIMIENTO,2024-08-05T12:52:00,false
2698,791,,atm_withdrawal,-150.00,1728.00,REINTEGRO CAJERO,2024-08-05T14:32:00,false
2699,895,85,card_payment,-1.59,886.70,COMPRA ELECTRO CENTRAL,2024-08-05T15:30:00,false
2700,274,,direct_debit,-23.30,4428.81,RECIBO DOMICILIADO,2024-08-05T18:26:00,false
2701,901,,direct_debit,-37.92,2769.99,RECIBO DOMICILIADO,2024-08-05T19:15:00,false
2702,148,,atm_withdrawal,-150.00,1308.00,REINTEGRO CAJERO,2024-08-05T21:54:00,false
2703,52,,direct_debit,-121.37,4971.60,RECIBO DOMICILIADO,2024-08-06T09:14:00,false
2704,528,137,card_payment,-3.22,1422.26,COMPRA ÓPTICA CENTRAL,2024-08-06T09:24:00,false
2705,803,,direct_debit,-50.84,4018.58,RECIBO DOMICILIADO,2024-08-06T09:48:00,false
2706,913,158,card_payment,-22.67,2796.67,COMPRA CASA EL FARO,2024-08-06T11:55:00,false
2707,10,,transfer_in,1099.33,3902.38,TRANSFERENCIA RECIBIDA,2024-08-06T13:46:00,false
2708,58,12,card_payment,-44.90,3911.68,COMPRA MUEBLES LA ESQUINA,2024-08-06T15:15:00,false
2709,179,,direct_debit,-26.28,1830.44,RECIBO DOMICILIADO,2024-08-06T17:08:00,false
2710,765,,transfer_out,-353.51,2716.56,TRANSFERENCIA EMITIDA,2024-08-06T20:09:00,false
2711,790,,direct_debit,-18.57,949.88,RECIBO DOMICILIADO,2024-08-06T20:37:00,false
2712,10,,direct_debit,-34.48,3867.90,RECIBO DOMICILIADO,2024-08-06T21:37:00,false
2713,1091,,direct_debit,-53.20,3325.27,RECIBO DOMICILIADO,2024-08-07T08:21:00,false
2714,743,,direct_debit,-16.66,3531.66,RECIBO DOMICILIADO,2024-08-07T10:15:00,false
2715,1047,,transfer_out,-502.40,824.11,TRANSFERENCIA EMITIDA,2024-08-07T11:22:00,false
2716,957,,direct_debit,-17.84,5879.14,RECIBO DOMICILIADO,2024-08-07T11:42:00,false
2717,619,,direct_debit,-110.18,522.53,RECIBO DOMICILIADO,2024-08-07T11:54:00,false
2718,1086,,atm_withdrawal,-40.00,4791.05,REINTEGRO CAJERO,2024-08-07T12:48:00,false
2719,113,40,card_payment,-13.07,2197.68,COMPRA EL RINCÓN DE REAL,2024-08-07T13:55:00,true
2720,161,,transfer_in,685.47,3065.35,TRANSFERENCIA RECIBIDA,2024-08-07T16:42:00,false
2721,866,,transfer_out,-325.39,682.31,TRANSFERENCIA EMITIDA,2024-08-07T18:37:00,false
2722,144,,direct_debit,-38.26,2140.85,RECIBO DOMICILIADO,2024-08-07T18:52:00,false
2723,586,,direct_debit,-22.32,548.52,RECIBO DOMICILIADO,2024-08-07T19:14:00,false
2724,850,,direct_debit,-28.30,3081.67,RECIBO DOMICILIADO,2024-08-07T19:16:00,false
2725,469,,direct_debit,-12.52,1960.88,RECIBO DOMICILIADO,2024-08-07T19:51:00,false
2726,754,95,card_payment,-26.74,4171.29,COMPRA EL RINCÓN DE SAN MARCOS,2024-08-07T21:47:00,false
2727,482,172,card_payment,-12.89,4275.55,COMPRA EL RINCÓN DE MODERNO,2024-08-08T10:56:00,false
2728,341,,transfer_in,407.34,2584.92,TRANSFERENCIA RECIBIDA,2024-08-08T12:28:00,false
2729,121,54,card_payment,-29.59,1843.87,COMPRA ELECTRO DEL PUERTO,2024-08-08T13:09:00,false
2730,335,20,card_payment,-31.26,8.28,COMPRA LA TIENDA DE BUENAVISTA,2024-08-08T14:26:00,false
2731,384,3,card_payment,-15.02,882.19,COMPRA SUPERMERCADO DEL SOL,2024-08-08T15:13:00,true
2732,5,,fee,-3.00,1504.73,COMISION MANTENIMIENTO,2024-08-08T16:23:00,false
2733,889,46,card_payment,-8.90,2079.74,COMPRA EL RINCÓN DE LA ESTRELLA,2024-08-08T16:55:00,false
2734,156,,transfer_out,-396.64,340.49,TRANSFERENCIA EMITIDA,2024-08-08T20:16:00,false
2735,336,,transfer_in,22.37,846.26,TRANSFERENCIA RECIBIDA,2024-08-09T10:01:00,false
2736,560,,atm_withdrawal,-50.00,830.56,REINTEGRO CAJERO,2024-08-09T14:28:00,false
2737,330,,transfer_out,-390.75,3974.01,TRANSFERENCIA EMITIDA,2024-08-10T09:18:00,false
2738,197,94,card_payment,-2.90,3057.93,COMPRA BAR CENTRAL,2024-08-11T09:03:00,false
2739,677,,transfer_out,-74.29,2774.44,TRANSFERENCIA EMITIDA,2024-08-11T12:03:00,false
2740,311,,transfer_out,-208.02,1493.34,TRANSFERENCIA EMITIDA,2024-08-11T12:48:00,false
2741,86,,transfer_in,74.40,2729.70,TRANSFERENCIA RECIBIDA,2024-08-11T14:13:00,false
2742,697,123,card_payment,-13.64,368.32,COMPRA LIBRERÍA LOS ARCOS,2024-08-11T14:45:00,false
2743,703,117,card_payment,-55.68,1684.98,COMPRA SUPERMERCADO REAL,2024-08-11T19:11:00,false
2744,469,,atm_withdrawal,-40.00,1920.88,REINTEGRO CAJERO,2024-08-11T19:44:00,false
2745,458,,transfer_in,486.88,2080.71,TRANSFERENCIA RECIBIDA,2024-08-11T20:13:00,false
2746,966,,transfer_out,-491.36,979.01,TRANSFERENCIA EMITIDA,2024-08-12T13:35:00,false
2747,1050,140,card_payment,-32.40,2514.37,COMPRA CASA DEL PUERTO,2024-08-12T17:49:00,false
2748,1046,,transfer_in,473.94,2513.70,TRANSFERENCIA RECIBIDA,2024-08-12T18:32:00,false
2749,8,58,card_payment,-35.88,3982.69,COMPRA ÓPTICA MODERNO,2024-08-13T09:50:00,false
2750,45,98,card_payment,-6.68,2719.52,COMPRA SUPERMERCADO EL FARO,2024-08-13T10:40:00,false
2751,433,,fee,-4.50,-115.73,COMISION MANTENIMIENTO,2024-08-13T11:57:00,false
2752,404,,interest,2.33,1243.27,ABONO INTERESES,2024-08-13T12:31:00,false
2753,267,60,card_payment,-2.35,4894.13,COMPRA FARMACIA EL FARO,2024-08-13T13:53:00,false
2754,137,,atm_withdrawal,-60.00,3407.66,REINTEGRO CAJERO,2024-08-13T15:50:00,false
2755,335,84,card_payment,-4.16,4.12,COMPRA CAFETERÍA LOS ARCOS,2024-08-13T17:17:00,true
2756,484,59,card_payment,-26.34,1979.55,COMPRA LA TIENDA DE LA ESTRELLA,2024-08-13T18:24:00,false
2757,539,126,card_payment,-11.17,328.78,COMPRA MUEBLES LA PLAZA,2024-08-13T18:30:00,false
2758,274,,fee,-12.00,4416.81,COMISION MANTENIMIENTO,2024-08-13T20:38:00,false
2759,428,102,card_payment,-9.98,721.74,COMPRA LIBRERÍA LOS ARCOS,2024-08-14T11:37:00,true
2760,493,107,card_payment,-12.86,2296.16,COMPRA PELUQUERÍA SAN MARCOS,2024-08-14T18:45:00,false
2761,583,,transfer_out,-126.54,4393.31,TRANSFERENCIA EMITIDA,2024-08-14T21:25:00,false
2762,314,123,card_payment,-38.70,1874.13,COMPRA LIBRERÍA LOS ARCOS,2024-08-15T12:06:00,false
2763,492,48,card_payment,-20.64,2143.33,COMPRA CAFETERÍA DEL CARMEN,2024-08-15T13:59:00,false
2764,714,172,card_payment,-4.91,1586.09,COMPRA EL RINCÓN DE MODERNO,2024-08-15T14:17:00,false
2765,223,79,card_payment,-25.97,1877.88,COMPRA CASA CENTRAL,2024-08-15T18:00:00,false
2766,985,,transfer_out,-575.89,2781.13,TRANSFERENCIA EMITIDA,2024-08-15T18:42:00,false
2767,747,,transfer_out,-552.93,-425.42,TRANSFERENCIA EMITIDA,2024-08-15T19:21:00,false
2768,549,126,card_payment,-13.51,623.45,COMPRA MUEBLES LA PLAZA,2024-08-16T12:44:00,false
2769,1029,,transfer_in,245.85,2017.25,TRANSFERENCIA RECIBIDA,2024-08-16T17:18:00,false
2770,26,,transfer_out,-604.49,874.03,TRANSFERENCIA EMITIDA,2024-08-16T20:05:00,false
2771,500,109,card_payment,-16.80,4289.12,COMPRA EL RINCÓN DE GRAN VÍA,2024-08-17T09:53:00,false
2772,961,,atm_withdrawal,-20.00,981.04,REINTEGRO CAJERO,2024-08-17T09:57:00,false
2773,297,,transfer_in,255.40,4042.19,TRANSFERENCIA RECIBIDA,2024-08-17T16:34:00,false
2774,58,123,card_payment,-4.02,3907.66,COMPRA LIBRERÍA LOS ARCOS,2024-08-17T17:23:00,false
2775,410,28,card_payment,-57.97,3351.58,COMPRA PANADERÍA NUEVO,2024-08-17T19:41:00,false
2776,884,28,card_payment,-20.43,7460.49,COMPRA PANADERÍA NUEVO,2024-08-18T09:13:00,false
2777,566,,fee,-2.50,2315.88,COMISION MANTENIMIENTO,2024-08-18T11:05:00,false
2778,1063,42,card_payment,-3.19,2592.52,COMPRA EL RINCÓN DE LOS ARCOS,2024-08-18T12:30:00,false
2779,272,116,card_payment,-11.96,3128.73,COMPRA ELECTRO MODERNO,2024-08-18T13:01:00,false
2780,199,,atm_withdrawal,-20.00,529.82,REINTEGRO CAJERO,2024-08-19T11:37:00,false
2781,1010,,atm_withdrawal,-40.00,3350.11,REINTEGRO CAJERO,2024-08-20T12:26:00,false
2782,449,54,card_payment,-15.33,3231.46,COMPRA ELECTRO DEL PUERTO,2024-08-21T10:02:00,false
2783,845,,transfer_in,679.92,5021.16,TRANSFERENCIA RECIBIDA,2024-08-21T12:03:00,false
2784,514,,fee,-3.00,842.48,COMISION MANTENIMIENTO,2024-08-21T15:09:00,false
2785,716,,atm_withdrawal,-50.00,3811.86,REINTEGRO CAJERO,2024-08-21T16:11:00,false
2786,949,,transfer_out,-264.17,533.40,TRANSFERENCIA EMITIDA,2024-08-21T16:56:00,false
2787,1065,87,card_payment,-28.87,-661.76,COMPRA LA TIENDA DE LA ESQUINA,2024-08-21T18:32:00,false
2788,243,,atm_withdrawal,-100.00,3111.83,REINTEGRO CAJERO,2024-08-22T11:05:00,false
2789,1071,174,card_payment,-13.66,3538.91,COMPRA EL RINCÓN DE BUENAVISTA,2024-08-22T13:13:00,true
2790,77,,transfer_out,-193.83,1134.78,TRANSFERENCIA EMITIDA,2024-08-22T16:43:00,false
2791,545,28,card_payment,-18.74,3372.76,COMPRA PANADERÍA NUEVO,2024-08-22T17:18:00,false
2792,442,5,card_payment,-4.33,1614.77,COMPRA ELECTRO NUEVO,2024-08-22T18:42:00,false
2793,219,,transfer_out,-311.00,1842.38,TRANSFERENCIA EMITIDA,2024-08-23T09:10:00,false
2794,648,,transfer_out,-283.01,968.03,TRANSFERENCIA EMITIDA,2024-08-23T09:16:00,false
2795,704,,transfer_in,278.48,3707.61,TRANSFERENCIA RECIBIDA,2024-08-23T18:54:00,false
2796,727,,transfer_in,768.10,1351.00,TRANSFERENCIA RECIBIDA,2024-08-24T14:45:00,false
2797,873,138,card_payment,-421.31,1845.96,COMPRA RESTAURANTE CENTRAL,2024-08-24T18:48:00,false
2798,715,130,card_payment,-30.29,584.20,COMPRA PELUQUERÍA EL FARO,2024-08-24T20:09:00,true
2799,312,153,card_payment,-58.98,4029.42,COMPRA PELUQUERÍA SAN MARCOS,2024-08-25T08:11:00,false
2800,934,,salary,2332.01,5372.96,NOMINA,2024-08-25T09:07:00,false
2801,444,132,card_payment,-151.76,3336.65,COMPRA CAFETERÍA LA ESTRELLA,2024-08-25T15:44:00,false
2802,265,,fee,-4.50,125.31,COMISION MANTENIMIENTO,2024-08-25T17:03:00,false
2803,220,,atm_withdrawal,-20.00,2315.97,REINTEGRO CAJERO,2024-08-25T18:01:00,false
2804,917,31,card_payment,-3.32,1254.98,COMPRA MUEBLES LA PLAZA,2024-08-25T18:18:00,false
2805,775,,salary,2133.92,4793.09,NOMINA,2024-08-25T20:54:00,false
2806,252,,transfer_out,-432.37,683.20,TRANSFERENCIA EMITIDA,2024-08-26T08:59:00,false
2807,852,144,card_payment,-6.21,5059.15,COMPRA LIBRERÍA REAL,2024-08-26T09:03:00,true
2808,739,128,card_payment,-98.30,24.78,COMPRA LA TIENDA DE DEL PUERTO,2024-08-26T12:45:00,false
2809,221,,transfer_in,614.19,1245.83,TRANSFERENCIA RECIBIDA,2024-08-26T17:05:00,false
2810,1049,30,card_payment,-10.27,1601.23,COMPRA LA TIENDA DE BUENAVISTA,2024-08-26T17:44:00,false
2811,847,,salary,2307.16,7228.04,NOMINA,2024-08-26T19:20:00,false
2812,626,,salary,2250.65,4215.22,NOMINA,2024-08-26T19:38:00,false
2813,860,,salary,2108.37,5440.46,NOMINA,2024-08-26T20:29:00,false
2814,971,126,card_payment,-2.56,2136.44,COMPRA MUEBLES LA PLAZA,2024-08-26T20:38:00,false
2815,989,29,card_payment,-11.53,2068.48,COMPRA CASA NUEVO,2024-08-26T21:20:00,false
2816,294,,transfer_out,-115.43,1197.96,TRANSFERENCIA EMITIDA,2024-08-27T09:07:00,false
2817,800,,transfer_out,-591.89,438.59,TRANSFERENCIA EMITIDA,2024-08-27T10:20:00,false
2818,5,,fee,-12.00,1492.73,COMISION MANTENIMIENTO,2024-08-27T10:38:00,false
2819,966,,salary,1388.50,2367.51,NOMINA,2024-08-27T12:03:00,false
2820,529,,salary,1179.90,2411.04,NOMINA,2024-08-27T14:35:00,false
