id,loan_id,instalment_number,due_date,paid_date,payment_amount,interest_amount,principal_amount,balance_after
1519,47,9,2025-05-01,2025-05-01,404.48,68.98,335.50,9959.62
1520,47,10,2025-06-01,2025-06-01,404.48,66.73,337.75,9621.87
1521,47,11,2025-07-01,2025-07-10,404.48,64.47,340.01,9281.86
1522,47,12,2025-08-01,2025-08-01,404.48,62.19,342.29,8939.57
1523,47,13,2025-09-01,2025-09-01,404.48,59.90,344.58,8594.99
1524,47,14,2025-10-01,2025-10-01,404.48,57.59,346.89,8248.10
1525,47,15,2025-11-01,2025-11-01,404.48,55.26,349.22,7898.88
1526,47,16,2025-12-01,2025-12-01,404.48,52.92,351.56,7547.32
1527,47,17,2026-01-01,2026-01-02,404.48,50.57,353.91,7193.41
1528,47,18,2026-02-01,2026-02-01,404.48,48.20,356.28,6837.13
1529,47,19,2026-03-01,2026-03-01,404.48,45.81,358.67,6478.46
1530,47,20,2026-04-01,2026-04-01,404.48,43.41,361.07,6117.39
1531,47,21,2026-05-01,2026-05-01,404.48,40.99,363.49,5753.90
1532,47,22,2026-06-01,2026-06-01,404.48,38.55,365.93,5387.97
1533,47,23,2026-07-01,2026-07-01,404.48,36.10,368.38,5019.59
1534,47,24,2026-08-01,2026-08-01,404.48,33.63,370.85,4648.74
1535,47,25,2026-09-01,2026-09-01,404.48,31.15,373.33,4275.41
1536,47,26,2026-10-01,2026-10-10,404.48,28.65,375.83,3899.58
1537,47,27,2026-11-01,2026-11-01,404.48,26.13,378.35,3521.23
1538,47,28,2026-12-01,2026-12-10,404.48,23.59,380.89,3140.34
1539,47,29,2027-01-01,2027-01-07,404.48,21.04,383.44,2756.90
1540,47,30,2027-02-01,2027-02-01,404.48,18.47,386.01,2370.89
1541,47,31,2027-03-01,2027-03-01,404.48,15.88,388.60,1982.29
1542,47,32,2027-04-01,2027-04-01,404.48,13.28,391.20,1591.09
1543,47,33,2027-05-01,2027-05-07,404.48,10.66,393.82,1197.27
1544,47,34,2027-06-01,2027-06-01,404.48,8.02,396.46,800.81
1545,47,35,2027-07-01,2027-07-01,404.48,5.37,399.11,401.70
1546,47,36,2027-08-01,2027-08-05,404.39,2.69,401.70,0.00
1547,48,1,2022-06-01,2022-06-01,239.98,77.05,162.93,11737.07
1548,48,2,2022-07-01,2022-07-09,239.98,76.00,163.98,11573.09
1549,48,3,2022-08-01,2022-08-01,239.98,74.94,165.04,11408.05
1550,48,4,2022-09-01,2022-09-01,239.98,73.87,166.11,11241.94
1551,48,5,2022-10-01,2022-10-01,239.98,72.79,167.19,11074.75
1552,48,6,2022-11-01,2022-11-01,239.98,71.71,168.27,10906.48
1553,48,7,2022-12-01,2022-12-01,239.98,70.62,169.36,10737.12
1554,48,8,2023-01-01,2023-01-01,239.98,69.52,170.46,10566.66
1555,48,9,2023-02-01,2023-02-01,239.98,68.42,171.56,10395.10
1556,48,10,2023-03-01,2023-03-06,239.98,67.31,172.67,10222.43
1557,48,11,2023-04-01,2023-04-01,239.98,66.19,173.79,10048.64
1558,48,12,2023-05-01,2023-05-01,239.98,65.06,174.92,9873.72
1559,48,13,2023-06-01,2023-06-01,239.98,63.93,176.05,9697.67
1560,48,14,2023-07-01,2023-07-01,239.98,62.79,177.19,9520.48
1561,48,15,2023-08-01,2023-08-01,239.98,61.65,178.33,9342.15
1562,48,16,2023-09-01,2023-09-06,239.98,60.49,179.49,9162.66
1563,48,17,2023-10-01,2023-10-01,239.98,59.33,180.65,8982.01
1564,48,18,2023-11-01,2023-11-01,239.98,58.16,181.82,8800.19
1565,48,19,2023-12-01,2023-12-01,239.98,56.98,183.00,8617.19
1566,48,20,2024-01-01,2024-01-01,239.98,55.80,184.18,8433.01
1567,48,21,2024-02-01,2024-02-01,239.98,54.60,185.38,8247.63
1568,48,22,2024-03-01,2024-03-01,239.98,53.40,186.58,8061.05
1569,48,23,2024-04-01,2024-04-01,239.98,52.20,187.78,7873.27
1570,48,24,2024-05-01,2024-05-01,239.98,50.98,189.00,7684.27
1571,48,25,2024-06-01,2024-06-01,239.98,49.76,190.22,7494.05
1572,48,26,2024-07-01,2024-07-01,239.98,48.52,191.46,7302.59
1573,48,27,2024-08-01,2024-08-01,239.98,47.28,192.70,7109.89
1574,48,28,2024-09-01,2024-09-01,239.98,46.04,193.94,6915.95
1575,48,29,2024-10-01,2024-10-01,239.98,44.78,195.20,6720.75
1576,48,30,2024-11-01,2024-11-01,239.98,43.52,196.46,6524.29
1577,48,31,2024-12-01,2024-12-01,239.98,42.24,197.74,6326.55
1578,48,32,2025-01-01,2025-01-01,239.98,40.96,199.02,6127.53
1579,48,33,2025-02-01,2025-02-01,239.98,39.68,200.30,5927.23
1580,48,34,2025-03-01,2025-03-01,239.98,38.38,201.60,5725.63
1581,48,35,2025-04-01,2025-04-01,239.98,37.07,202.91,5522.72
1582,48,36,2025-05-01,2025-05-01,239.98,35.76,204.22,5318.50
1583,48,37,2025-06-01,2025-06-01,239.98,34.44,205.54,5112.96
1584,49,1,2024-11-01,2024-11-01,1808.43,1047.94,760.49,361639.51
1585,49,2,2024-12-01,2024-12-10,1808.43,1045.74,762.69,360876.82
1586,49,3,2025-01-01,2025-01-01,1808.43,1043.54,764.89,360111.93
1587,49,4,2025-02-01,2025-02-01,1808.43,1041.32,767.11,359344.82
1588,49,5,2025-03-01,2025-03-11,1808.43,1039.11,769.32,358575.50
1589,49,6,2025-04-01,2025-04-01,1808.43,1036.88,771.55,357803.95
1590,49,7,2025-05-01,2025-05-01,1808.43,1034.65,773.78,357030.17
1591,49,8,2025-06-01,2025-06-01,1808.43,1032.41,776.02,356254.15
1592,49,9,2025-07-01,2025-07-01,1808.43,1030.17,778.26,355475.89
1593,49,10,2025-08-01,2025-08-01,1808.43,1027.92,780.51,354695.38
1594,49,11,2025-09-01,2025-09-07,1808.43,1025.66,782.77,353912.61
1595,49,12,2025-10-01,2025-10-01,1808.43,1023.40,785.03,353127.58
1596,49,13,2025-11-01,2025-11-01,1808.43,1021.13,787.30,352340.28
1597,49,14,2025-12-01,2025-12-01,1808.43,1018.85,789.58,351550.70
1598,49,15,2026-01-01,2026-01-01,1808.43,1016.57,791.86,350758.84
1599,49,16,2026-02-01,2026-02-01,1808.43,1014.28,794.15,349964.69
1600,49,17,2026-03-01,2026-03-01,1808.43,1011.98,796.45,349168.24
1601,49,18,2026-04-01,2026-04-01,1808.43,1009.68,798.75,348369.49
1602,49,19,2026-05-01,2026-05-01,1808.43,1007.37,801.06,347568.43
1603,49,20,2026-06-01,2026-06-01,1808.43,1005.05,803.38,346765.05
1604,49,21,2026-07-01,2026-07-04,1808.43,1002.73,805.70,345959.35
1605,49,22,2026-08-01,2026-08-01,1808.43,1000.40,808.03,345151.32
1606,49,23,2026-09-01,2026-09-01,1808.43,998.06,810.37,344340.95
1607,49,24,2026-10-01,2026-10-01,1808.43,995.72,812.71,343528.24
1608,49,25,2026-11-01,2026-11-04,1808.43,993.37,815.06,342713.18
1609,49,26,2026-12-01,2026-12-01,1808.43,991.01,817.42,341895.76
1610,49,27,2027-01-01,2027-01-01,1808.43,988.65,819.78,341075.98
1611,49,28,2027-02-01,2027-02-01,1808.43,986.28,822.15,340253.83
1612,49,29,2027-03-01,2027-03-01,1808.43,983.90,824.53,339429.30
1613,49,30,2027-04-01,2027-04-01,1808.43,981.52,826.91,338602.39
1614,49,31,2027-05-01,2027-05-01,1808.43,979.13,829.30,337773.09
1615,49,32,2027-06-01,2027-06-01,1808.43,976.73,831.70,336941.39
1616,49,33,2027-07-01,2027-07-01,1808.43,974.32,834.11,336107.28
1617,49,34,2027-08-01,2027-08-01,1808.43,971.91,836.52,335270.76
1618,49,35,2027-09-01,2027-09-01,1808.43,969.49,838.94,334431.82
1619,49,36,2027-10-01,2027-10-01,1808.43,967.07,841.36,333590.46
1620,49,37,2027-11-01,2027-11-01,1808.43,964.63,843.80,332746.66
1621,49,38,2027-12-01,2027-12-01,1808.43,962.19,846.24,331900.42
1622,49,39,2028-01-01,2028-01-01,1808.43,959.75,848.68,331051.74
1623,49,40,2028-02-01,2028-02-01,1808.43,957.29,851.14,330200.60
1624,49,41,2028-03-01,2028-03-01,1808.43,954.83,853.60,329347.00
1625,49,42,2028-04-01,2028-04-01,1808.43,952.36,856.07,328490.93
1626,49,43,2028-05-01,2028-05-01,1808.43,949.89,858.54,327632.39
1627,49,44,2028-06-01,2028-06-05,1808.43,947.40,861.03,326771.36
1628,49,45,2028-07-01,2028-07-01,1808.43,944.91,863.52,325907.84
1629,49,46,2028-08-01,2028-08-01,1808.43,942.42,866.01,325041.83
1630,49,47,2028-09-01,2028-09-02,1808.43,939.91,868.52,324173.31
1631,49,48,2028-10-01,2028-10-01,1808.43,937.40,871.03,323302.28
1632,49,49,2028-11-01,2028-11-01,1808.43,934.88,873.55,322428.73
1633,49,50,2028-12-01,2028-12-10,1808.43,932.36,876.07,321552.66
1634,49,51,2029-01-01,2029-01-01,1808.43,929.82,878.61,320674.05
1635,49,52,2029-02-01,2029-02-01,1808.43,927.28,881.15,319792.90
1636,49,53,2029-03-01,2029-03-01,1808.43,924.73,883.70,318909.20
1637,49,54,2029-04-01,2029-04-01,1808.43,922.18,886.25,318022.95
1638,49,55,2029-05-01,2029-05-11,1808.43,919.62,888.81,317134.14
1639,49,56,2029-06-01,2029-06-01,1808.43,917.05,891.38,316242.76
1640,49,57,2029-07-01,2029-07-01,1808.43,914.47,893.96,315348.80
1641,49,58,2029-08-01,2029-08-01,1808.43,911.88,896.55,314452.25
1642,49,59,2029-09-01,2029-09-01,1808.43,909.29,899.14,313553.11
1643,49,60,2029-10-01,2029-10-01,1808.43,906.69,901.74,312651.37
1644,49,61,2029-11-01,2029-11-01,1808.43,904.08,904.35,311747.02
1645,49,62,2029-12-01,2029-12-01,1808.43,901.47,906.96,310840.06
1646,49,63,2030-01-01,2030-01-01,1808.43,898.85,909.58,309930.48
1647,49,64,2030-02-01,2030-02-01,1808.43,896.22,912.21,309018.27
1648,49,65,2030-03-01,2030-03-01,1808.43,893.58,914.85,308103.42
1649,49,66,2030-04-01,2030-04-11,1808.43,890.93,917.50,307185.92
1650,49,67,2030-05-01,2030-05-01,1808.43,888.28,920.15,306265.77
1651,49,68,2030-06-01,2030-06-13,1808.43,885.62,922.81,305342.96
1652,49,69,2030-07-01,2030-07-01,1808.43,882.95,925.48,304417.48
1653,49,70,2030-08-01,2030-08-04,1808.43,880.27,928.16,303489.32
1654,49,71,2030-09-01,2030-09-01,1808.43,877.59,930.84,302558.48
1655,49,72,2030-10-01,2030-10-01,1808.43,874.90,933.53,301624.95
1656,49,73,2030-11-01,2030-11-01,1808.43,872.20,936.23,300688.72
1657,49,74,2030-12-01,2030-12-01,1808.43,869.49,938.94,299749.78
1658,49,75,2031-01-01,2031-01-01,1808.43,866.78,941.65,298808.13
1659,49,76,2031-02-01,2031-02-01,1808.43,864.05,944.38,297863.75
1660,49,77,2031-03-01,2031-03-01,1808.43,861.32,947.11,296916.64
1661,49,78,2031-04-01,2031-04-01,1808.43,858.58,949.85,295966.79
1662,49,79,2031-05-01,2031-05-01,1808.43,855.84,952.59,295014.20
1663,49,80,2031-06-01,2031-06-01,1808.43,853.08,955.35,294058.85
1664,49,81,2031-07-01,2031-07-01,1808.43,850.32,958.11,293100.74
1665,49,82,2031-08-01,2031-08-01,1808.43,847.55,960.88,292139.86
1666,49,83,2031-09-01,2031-09-01,1808.43,844.77,963.66,291176.20
1667,49,84,2031-10-01,2031-10-01,1808.43,841.98,966.45,290209.75
1668,49,85,2031-11-01,2031-11-01,1808.43,839.19,969.24,289240.51
1669,49,86,2031-12-01,2031-12-01,1808.43,836.39,972.04,288268.47
1670,49,87,2032-01-01,2032-01-01,1808.43,833.58,974.85,287293.62
1671,49,88,2032-02-01,2032-02-01,1808.43,830.76,977.67,286315.95
1672,49,89,2032-03-01,2032-03-01,1808.43,827.93,980.50,285335.45
1673,49,90,2032-04-01,2032-04-11,1808.43,825.10,983.33,284352.12
1674,49,91,2032-05-01,2032-05-01,1808.43,822.25,986.18,283365.94
1675,49,92,2032-06-01,2032-06-01,1808.43,819.40,989.03,282376.91
1676,49,93,2032-07-01,2032-07-09,1808.43,816.54,991.89,281385.02
1677,49,94,2032-08-01,2032-08-01,1808.43,813.67,994.76,280390.26
1678,49,95,2032-09-01,2032-09-01,1808.43,810.80,997.63,279392.63
1679,49,96,2032-10-01,2032-10-04,1808.43,807.91,1000.52,278392.11
1680,49,97,2032-11-01,2032-11-01,1808.43,805.02,1003.41,277388.70
1681,49,98,2032-12-01,2032-12-01,1808.43,802.12,1006.31,276382.39
1682,49,99,2033-01-01,2033-01-01,1808.43,799.21,1009.22,275373.17
1683,49,100,2033-02-01,2033-02-01,1808.43,796.29,1012.14,274361.03
1684,49,101,2033-03-01,2033-03-01,1808.43,793.36,1015.07,273345.96
1685,49,102,2033-04-01,2033-04-01,1808.43,790.43,1018.00,272327.96
1686,49,103,2033-05-01,2033-05-01,1808.43,787.48,1020.95,271307.01
1687,49,104,2033-06-01,2033-06-01,1808.43,784.53,1023.90,270283.11
1688,49,105,2033-07-01,2033-07-01,1808.43,781.57,1026.86,269256.25
1689,49,106,2033-08-01,2033-08-01,1808.43,778.60,1029.83,268226.42
1690,49,107,2033-09-01,2033-09-01,1808.43,775.62,1032.81,267193.61
1691,49,108,2033-10-01,2033-10-01,1808.43,772.63,1035.80,266157.81
1692,49,109,2033-11-01,2033-11-12,1808.43,769.64,1038.79,265119.02
1693,49,110,2033-12-01,2033-12-01,1808.43,766.64,1041.79,264077.23
1694,49,111,2034-01-01,2034-01-01,1808.43,763.62,1044.81,263032.42
1695,49,112,2034-02-01,2034-02-01,1808.43,760.60,1047.83,261984.59
1696,49,113,2034-03-01,2034-03-01,1808.43,757.57,1050.86,260933.73
1697,49,114,2034-04-01,2034-04-01,1808.43,754.53,1053.90,259879.83
1698,49,115,2034-05-01,2034-05-01,1808.43,751.49,1056.94,258822.89
1699,49,116,2034-06-01,2034-06-01,1808.43,748.43,1060.00,257762.89
1700,49,117,2034-07-01,2034-07-01,1808.43,745.36,1063.07,256699.82
1701,49,118,2034-08-01,2034-08-01,1808.43,742.29,1066.14,255633.68
1702,49,119,2034-09-01,2034-09-01,1808.43,739.21,1069.22,254564.46
1703,49,120,2034-10-01,2034-10-01,1808.43,736.12,1072.31,253492.15
1704,49,121,2034-11-01,2034-11-01,1808.43,733.01,1075.42,252416.73
1705,49,122,2034-12-01,2034-12-01,1808.43,729.91,1078.52,251338.21
1706,49,123,2035-01-01,2035-01-01,1808.43,726.79,1081.64,250256.57
1707,49,124,2035-02-01,2035-02-01,1808.43,723.66,1084.77,249171.80
1708,49,125,2035-03-01,2035-03-01,1808.43,720.52,1087.91,248083.89
1709,49,126,2035-04-01,2035-04-01,1808.43,717.38,1091.05,246992.84
1710,49,127,2035-05-01,2035-05-01,1808.43,714.22,1094.21,245898.63
1711,49,128,2035-06-01,2035-06-01,1808.43,711.06,1097.37,244801.26
1712,49,129,2035-07-01,2035-07-01,1808.43,707.88,1100.55,243700.71
1713,49,130,2035-08-01,,1808.43,704.70,1103.73,242596.98
1714,49,131,2035-09-01,,1808.43,701.51,1106.92,241490.06
1715,49,132,2035-10-01,,1808.43,698.31,1110.12,240379.94
1716,50,1,2021-08-01,2021-08-01,2751.25,942.67,1808.58,402191.42
1717,50,2,2021-09-01,2021-09-01,2751.25,938.45,1812.80,400378.62
1718,50,3,2021-10-01,2021-10-01,2751.25,934.22,1817.03,398561.59
1719,50,4,2021-11-01,2021-11-01,2751.25,929.98,1821.27,396740.32
1720,50,5,2021-12-01,2021-12-01,2751.25,925.73,1825.52,394914.80
1721,50,6,2022-01-01,2022-01-01,2751.25,921.47,1829.78,393085.02
1722,50,7,2022-02-01,2022-02-07,2751.25,917.20,1834.05,391250.97
1723,50,8,2022-03-01,2022-03-01,2751.25,912.92,1838.33,389412.64
1724,50,9,2022-04-01,2022-04-01,2751.25,908.63,1842.62,387570.02
1725,50,10,2022-05-01,2022-05-01,2751.25,904.33,1846.92,385723.10
1726,50,11,2022-06-01,2022-06-01,2751.25,900.02,1851.23,383871.87
1727,50,12,2022-07-01,2022-07-01,2751.25,895.70,1855.55,382016.32
1728,50,13,2022-08-01,2022-08-01,2751.25,891.37,1859.88,380156.44
1729,50,14,2022-09-01,2022-09-01,2751.25,887.03,1864.22,378292.22
1730,50,15,2022-10-01,2022-10-01,2751.25,882.68,1868.57,376423.65
1731,50,16,2022-11-01,2022-11-01,2751.25,878.32,1872.93,374550.72
1732,50,17,2022-12-01,2022-12-01,2751.25,873.95,1877.30,372673.42
1733,50,18,2023-01-01,2023-01-01,2751.25,869.57,1881.68,370791.74
1734,50,19,2023-02-01,2023-02-01,2751.25,865.18,1886.07,368905.67
1735,50,20,2023-03-01,2023-03-01,2751.25,860.78,1890.47,367015.20
1736,50,21,2023-04-01,2023-04-01,2751.25,856.37,1894.88,365120.32
1737,50,22,2023-05-01,2023-05-01,2751.25,851.95,1899.30,363221.02
1738,50,23,2023-06-01,2023-06-01,2751.25,847.52,1903.73,361317.29
1739,50,24,2023-07-01,2023-07-08,2751.25,843.07,1908.18,359409.11
1740,50,25,2023-08-01,2023-08-01,2751.25,838.62,1912.63,357496.48
1741,50,26,2023-09-01,2023-09-01,2751.25,834.16,1917.09,355579.39
1742,50,27,2023-10-01,2023-10-01,2751.25,829.69,1921.56,353657.83
1743,50,28,2023-11-01,2023-11-05,2751.25,825.20,1926.05,351731.78
1744,50,29,2023-12-01,2023-12-01,2751.25,820.71,1930.54,349801.24
1745,50,30,2024-01-01,2024-01-01,2751.25,816.20,1935.05,347866.19
1746,50,31,2024-02-01,2024-02-06,2751.25,811.69,1939.56,345926.63
1747,50,32,2024-03-01,2024-03-01,2751.25,807.16,1944.09,343982.54
1748,50,33,2024-04-01,2024-04-04,2751.25,802.63,1948.62,342033.92
1749,50,34,2024-05-01,2024-05-01,2751.25,798.08,1953.17,340080.75
1750,50,35,2024-06-01,2024-06-12,2751.25,793.52,1957.73,338123.02
1751,50,36,2024-07-01,2024-07-05,2751.25,788.95,1962.30,336160.72
1752,50,37,2024-08-01,2024-08-01,2751.25,784.38,1966.87,334193.85
1753,50,38,2024-09-01,2024-09-01,2751.25,779.79,1971.46,332222.39
1754,50,39,2024-10-01,2024-10-12,2751.25,775.19,1976.06,330246.33
1755,50,40,2024-11-01,2024-11-01,2751.25,770.57,1980.68,328265.65
1756,50,41,2024-12-01,2024-12-01,2751.25,765.95,1985.30,326280.35
1757,50,42,2025-01-01,2025-01-02,2751.25,761.32,1989.93,324290.42
1758,50,43,2025-02-01,2025-02-01,2751.25,756.68,1994.57,322295.85
1759,50,44,2025-03-01,2025-03-01,2751.25,752.02,1999.23,320296.62
1760,50,45,2025-04-01,2025-04-01,2751.25,747.36,2003.89,318292.73
1761,50,46,2025-05-01,2025-05-13,2751.25,742.68,2008.57,316284.16
1762,50,47,2025-06-01,2025-06-01,2751.25,738.00,2013.25,314270.91
1763,51,1,2019-04-01,2019-04-01,202.18,82.48,119.70,9280.30
1764,51,2,2019-05-01,2019-05-01,202.18,81.43,120.75,9159.55
1765,51,3,2019-06-01,2019-06-01,202.18,80.38,121.80,9037.75
1766,51,4,2019-07-01,2019-07-01,202.18,79.31,122.87,8914.88
1767,51,5,2019-08-01,2019-08-01,202.18,78.23,123.95,8790.93
1768,51,6,2019-09-01,2019-09-01,202.18,77.14,125.04,8665.89
1769,51,7,2019-10-01,2019-10-01,202.18,76.04,126.14,8539.75
1770,51,8,2019-11-01,2019-11-09,202.18,74.94,127.24,8412.51
1771,51,9,2019-12-01,2019-12-01,202.18,73.82,128.36,8284.15
1772,51,10,2020-01-01,2020-01-01,202.18,72.69,129.49,8154.66
1773,51,11,2020-02-01,2020-02-01,202.18,71.56,130.62,8024.04
1774,51,12,2020-03-01,2020-03-01,202.18,70.41,131.77,7892.27
1775,51,13,2020-04-01,2020-04-01,202.18,69.25,132.93,7759.34
1776,51,14,2020-05-01,2020-05-01,202.18,68.09,134.09,7625.25
1777,51,15,2020-06-01,2020-06-11,202.18,66.91,135.27,7489.98
1778,51,16,2020-07-01,2020-07-01,202.18,65.72,136.46,7353.52
1779,51,17,2020-08-01,2020-08-01,202.18,64.53,137.65,7215.87
1780,51,18,2020-09-01,2020-09-01,202.18,63.32,138.86,7077.01
1781,51,19,2020-10-01,2020-10-01,202.18,62.10,140.08,6936.93
1782,51,20,2020-11-01,2020-11-01,202.18,60.87,141.31,6795.62
1783,51,21,2020-12-01,2020-12-12,202.18,59.63,142.55,6653.07
1784,51,22,2021-01-01,2021-01-01,202.18,58.38,143.80,6509.27
1785,51,23,2021-02-01,2021-02-01,202.18,57.12,145.06,6364.21
1786,51,24,2021-03-01,2021-03-01,202.18,55.85,146.33,6217.88
1787,51,25,2021-04-01,2021-04-06,202.18,54.56,147.62,6070.26
1788,51,26,2021-05-01,2021-05-01,202.18,53.27,148.91,5921.35
1789,51,27,2021-06-01,2021-06-01,202.18,51.96,150.22,5771.13
1790,51,28,2021-07-01,2021-07-01,202.18,50.64,151.54,5619.59
1791,51,29,2021-08-01,2021-08-01,202.18,49.31,152.87,5466.72
1792,51,30,2021-09-01,2021-09-01,202.18,47.97,154.21,5312.51
1793,51,31,2021-10-01,2021-10-01,202.18,46.62,155.56,5156.95
1794,51,32,2021-11-01,2021-11-01,202.18,45.25,156.93,5000.02
1795,51,33,2021-12-01,2021-12-01,202.18,43.88,158.30,4841.72
1796,51,34,2022-01-01,2022-01-01,202.18,42.49,159.69,4682.03
1797,51,35,2022-02-01,2022-02-01,202.18,41.08,161.10,4520.93
1798,51,36,2022-03-01,2022-03-01,202.18,39.67,162.51,4358.42
1799,51,37,2022-04-01,2022-04-01,202.18,38.25,163.93,4194.49
1800,51,38,2022-05-01,2022-05-01,202.18,36.81,165.37,4029.12
1801,51,39,2022-06-01,2022-06-01,202.18,35.36,166.82,3862.30
1802,51,40,2022-07-01,2022-07-01,202.18,33.89,168.29,3694.01
1803,51,41,2022-08-01,2022-08-01,202.18,32.41,169.77,3524.24
1804,51,42,2022-09-01,2022-09-01,202.18,30.93,171.25,3352.99
1805,51,43,2022-10-01,2022-10-01,202.18,29.42,172.76,3180.23
1806,51,44,2022-11-01,2022-11-02,202.18,27.91,174.27,3005.96
1807,51,45,2022-12-01,2022-12-01,202.18,26.38,175.80,2830.16
1808,51,46,2023-01-01,2023-01-01,202.18,24.83,177.35,2652.81
1809,51,47,2023-02-01,2023-02-01,202.18,23.28,178.90,2473.91
1810,51,48,2023-03-01,2023-03-01,202.18,21.71,180.47,2293.44
1811,51,49,2023-04-01,2023-04-01,202.18,20.12,182.06,2111.38
1812,51,50,2023-05-01,2023-05-01,202.18,18.53,183.65,1927.73
1813,51,51,2023-06-01,2023-06-01,202.18,16.92,185.26,1742.47
1814,51,52,2023-07-01,2023-07-01,202.18,15.29,186.89,1555.58
1815,51,53,2023-08-01,2023-08-07,202.18,13.65,188.53,1367.05
1816,51,54,2023-09-01,2023-09-08,202.18,12.00,190.18,1176.87
1817,51,55,2023-10-01,2023-10-01,202.18,10.33,191.85,985.02
1818,51,56,2023-11-01,2023-11-01,202.18,8.64,193.54,791.48
1819,51,57,2023-12-01,2023-12-01,202.18,6.95,195.23,596.25
1820,51,58,2024-01-01,2024-01-01,202.18,5.23,196.95,399.30
1821,51,59,2024-02-01,2024-02-01,202.18,3.50,198.68,200.62
1822,51,60,2024-03-01,2024-03-01,202.38,1.76,200.62,0.00
1823,52,1,2024-09-01,2024-09-01,358.82,103.37,255.45,10644.55
1824,52,2,2024-10-01,2024-10-01,358.82,100.95,257.87,10386.68
1825,52,3,2024-11-01,2024-11-01,358.82,98.50,260.32,10126.36
1826,52,4,2024-12-01,2024-12-11,358.82,96.03,262.79,9863.57
1827,52,5,2025-01-01,2025-01-01,358.82,93.54,265.28,9598.29
1828,52,6,2025-02-01,2025-02-01,358.82,91.02,267.80,9330.49
1829,52,7,2025-03-01,2025-03-01,358.82,88.48,270.34,9060.15
1830,52,8,2025-04-01,2025-04-01,358.82,85.92,272.90,8787.25
1831,52,9,2025-05-01,2025-05-01,358.82,83.33,275.49,8511.76
1832,52,10,2025-06-01,2025-06-02,358.82,80.72,278.10,8233.66
1833,52,11,2025-07-01,2025-07-01,358.82,78.08,280.74,7952.92
1834,52,12,2025-08-01,2025-08-05,358.82,75.42,283.40,7669.52
1835,52,13,2025-09-01,2025-09-01,358.82,72.73,286.09,7383.43
1836,52,14,2025-10-01,2025-10-01,358.82,70.02,288.80,7094.63
1837,52,15,2025-11-01,,358.82,67.28,291.54,6803.09
1838,52,16,2025-12-01,,358.82,64.52,294.30,6508.79
1839,52,17,2026-01-01,,358.82,61.73,297.09,6211.70
1840,53,1,2019-02-01,2019-02-12,677.75,94.92,582.83,22017.17
1841,53,2,2019-03-01,2019-03-01,677.75,92.47,585.28,21431.89
1842,53,3,2019-04-01,2019-04-01,677.75,90.01,587.74,20844.15
1843,53,4,2019-05-01,2019-05-01,677.75,87.55,590.20,20253.95
1844,53,5,2019-06-01,2019-06-08,677.75,85.07,592.68,19661.27
1845,53,6,2019-07-01,2019-07-01,677.75,82.58,595.17,19066.10
1846,53,7,2019-08-01,2019-08-02,677.75,80.08,597.67,18468.43
1847,53,8,2019-09-01,2019-09-01,677.75,77.57,600.18,17868.25
1848,53,9,2019-10-01,2019-10-13,677.75,75.05,602.70,17265.55
1849,53,10,2019-11-01,2019-11-04,677.75,72.52,605.23,16660.32
1850,53,11,2019-12-01,2019-12-01,677.75,69.97,607.78,16052.54
1851,53,12,2020-01-01,2020-01-01,677.75,67.42,610.33,15442.21
1852,53,13,2020-02-01,2020-02-01,677.75,64.86,612.89,14829.32
1853,53,14,2020-03-01,2020-03-06,677.75,62.28,615.47,14213.85
1854,53,15,2020-04-01,2020-04-01,677.75,59.70,618.05,13595.80
1855,53,16,2020-05-01,2020-05-01,677.75,57.10,620.65,12975.15
1856,53,17,2020-06-01,2020-06-01,677.75,54.50,623.25,12351.90
1857,53,18,2020-07-01,2020-07-01,677.75,51.88,625.87,11726.03
1858,53,19,2020-08-01,2020-08-11,677.75,49.25,628.50,11097.53
1859,53,20,2020-09-01,2020-09-01,677.75,46.61,631.14,10466.39
1860,53,21,2020-10-01,2020-10-01,677.75,43.96,633.79,9832.60
1861,53,22,2020-11-01,2020-11-01,677.75,41.30,636.45,9196.15
1862,53,23,2020-12-01,2020-12-09,677.75,38.62,639.13,8557.02
1863,53,24,2021-01-01,2021-01-01,677.75,35.94,641.81,7915.21
1864,53,25,2021-02-01,2021-02-01,677.75,33.24,644.51,7270.70
1865,53,26,2021-03-01,2021-03-01,677.75,30.54,647.21,6623.49
1866,53,27,2021-04-01,2021-04-01,677.75,27.82,649.93,5973.56
1867,53,28,2021-05-01,2021-05-01,677.75,25.09,652.66,5320.90
1868,53,29,2021-06-01,2021-06-01,677.75,22.35,655.40,4665.50
1869,53,30,2021-07-01,2021-07-04,677.75,19.60,658.15,4007.35
1870,53,31,2021-08-01,2021-08-01,677.75,16.83,660.92,3346.43
1871,53,32,2021-09-01,2021-09-01,677.75,14.06,663.69,2682.74
1872,53,33,2021-10-01,2021-10-01,677.75,11.27,666.48,2016.26
1873,53,34,2021-11-01,2021-11-01,677.75,8.47,669.28,1346.98
1874,53,35,2021-12-01,2021-12-01,677.75,5.66,672.09,674.89
1875,53,36,2022-01-01,2022-01-01,677.72,2.83,674.89,0.00
1876,54,1,2024-01-01,2024-01-01,1398.57,148.65,1249.92,14550.08
1877,54,2,2024-02-01,2024-02-01,1398.57,136.89,1261.68,13288.40
1878,54,3,2024-03-01,2024-03-08,1398.57,125.02,1273.55,12014.85
