id,ticker,company_name,trade_date,open_price,high_price,low_price,close_price,volume
1557,OKVL,Oakvale Construcción,2024-11-25,8.21,8.32,7.87,8.03,332947
1558,PNFD,Pinefield Logística,2024-11-25,34.83,36.44,34.47,35.63,107466
1559,STNB,Stonebridge Seguros,2024-11-25,50.87,51.01,49.08,49.85,222449
1560,VGRE,Vega Renovables,2024-11-25,94.35,95.35,92.70,93.14,146367
1561,ARCD,Arcadia Telecom,2024-11-26,8.26,8.39,8.24,8.38,257304
1562,BLHB,Blue Harbour Naval,2024-11-26,32.51,32.96,31.84,31.93,224451
1563,CALDR,Caldera Energía,2024-11-26,11.58,11.72,11.53,11.64,147408
1564,LKVW,Lakeview Alimentación,2024-11-26,13.02,13.05,12.93,13.04,252135
1565,MRDN,Meridiano Industrial,2024-11-26,36.12,37.02,35.05,35.36,311442
1566,NRTH,Northwind Farmacéutica,2024-11-26,106.05,106.30,105.46,105.77,239174
1567,OKVL,Oakvale Construcción,2024-11-26,7.94,8.20,7.94,8.10,274946
1568,PNFD,Pinefield Logística,2024-11-26,35.19,35.94,34.75,35.78,120379
1569,STNB,Stonebridge Seguros,2024-11-26,49.87,52.20,48.97,51.16,408546
1570,VGRE,Vega Renovables,2024-11-26,92.21,92.82,90.83,91.75,378560
1571,ARCD,Arcadia Telecom,2024-11-27,8.42,8.60,8.19,8.23,301533
1572,BLHB,Blue Harbour Naval,2024-11-27,31.92,32.45,31.05,31.31,329287
1573,CALDR,Caldera Energía,2024-11-27,11.64,11.75,11.47,11.52,335709
1574,LKVW,Lakeview Alimentación,2024-11-27,13.09,13.35,12.58,12.78,322214
1575,MRDN,Meridiano Industrial,2024-11-27,35.12,36.36,35.10,35.62,338219
1576,NRTH,Northwind Farmacéutica,2024-11-27,105.31,105.53,104.95,105.12,100901
1577,OKVL,Oakvale Construcción,2024-11-27,8.07,8.31,7.97,8.22,515470
1578,PNFD,Pinefield Logística,2024-11-27,36.12,36.69,35.53,35.80,101420
1579,STNB,Stonebridge Seguros,2024-11-27,51.14,51.50,50.64,50.69,171553
1580,VGRE,Vega Renovables,2024-11-27,91.74,92.94,90.76,92.28,227289
1581,ARCD,Arcadia Telecom,2024-11-28,8.19,8.44,8.06,8.30,257575
1582,BLHB,Blue Harbour Naval,2024-11-28,31.40,31.66,31.19,31.66,359511
1583,CALDR,Caldera Energía,2024-11-28,11.51,12.07,11.37,11.74,265816
1584,LKVW,Lakeview Alimentación,2024-11-28,12.68,13.09,12.62,12.86,91691
1585,MRDN,Meridiano Industrial,2024-11-28,35.52,35.57,35.43,35.54,162562
1586,NRTH,Northwind Farmacéutica,2024-11-28,104.98,107.82,103.11,106.12,251880
1587,OKVL,Oakvale Construcción,2024-11-28,8.17,8.25,8.16,8.22,173533
1588,PNFD,Pinefield Logística,2024-11-28,35.51,36.46,35.16,36.26,285069
1589,STNB,Stonebridge Seguros,2024-11-28,50.41,52.30,47.69,48.66,677181
1590,VGRE,Vega Renovables,2024-11-28,93.28,98.72,86.40,88.32,676810
1591,ARCD,Arcadia Telecom,2024-11-29,8.30,8.37,8.14,8.21,341200
1592,BLHB,Blue Harbour Naval,2024-11-29,31.53,31.76,31.36,31.48,278251
1593,CALDR,Caldera Energía,2024-11-29,11.71,12.01,11.62,11.93,513114
1594,LKVW,Lakeview Alimentación,2024-11-29,12.83,12.86,12.82,12.85,200106
1595,MRDN,Meridiano Industrial,2024-11-29,35.41,36.07,35.41,35.96,264007
1596,NRTH,Northwind Farmacéutica,2024-11-29,106.34,107.21,106.14,106.78,82719
1597,OKVL,Oakvale Construcción,2024-11-29,8.24,8.24,8.08,8.12,338029
1598,PNFD,Pinefield Logística,2024-11-29,35.95,36.92,35.80,36.42,212344
1599,STNB,Stonebridge Seguros,2024-11-29,48.61,48.72,48.02,48.12,141742
1600,VGRE,Vega Renovables,2024-11-29,88.79,88.91,88.22,88.86,112690
1601,ARCD,Arcadia Telecom,2024-12-02,8.14,8.26,7.95,8.01,292457
1602,BLHB,Blue Harbour Naval,2024-12-02,31.56,32.07,30.98,31.23,277292
1603,CALDR,Caldera Energía,2024-12-02,11.86,11.91,11.69,11.72,486895
1604,LKVW,Lakeview Alimentación,2024-12-02,12.84,13.19,12.80,13.07,383778
1605,MRDN,Meridiano Industrial,2024-12-02,35.83,36.48,35.27,36.36,388077
1606,NRTH,Northwind Farmacéutica,2024-12-02,106.61,108.42,106.48,107.69,274406
1607,OKVL,Oakvale Construcción,2024-12-02,8.04,8.53,7.93,8.30,334700
1608,PNFD,Pinefield Logística,2024-12-02,36.40,36.59,34.35,35.23,601487
1609,STNB,Stonebridge Seguros,2024-12-02,47.80,48.03,47.69,47.80,314270
1610,VGRE,Vega Renovables,2024-12-02,87.43,89.29,85.30,88.85,53760
1611,ARCD,Arcadia Telecom,2024-12-03,8.00,8.01,7.78,7.88,358427
1612,BLHB,Blue Harbour Naval,2024-12-03,31.28,31.39,31.15,31.32,276333
1613,CALDR,Caldera Energía,2024-12-03,11.78,11.79,11.69,11.72,198324
1614,LKVW,Lakeview Alimentación,2024-12-03,13.07,13.19,13.04,13.15,283631
1615,MRDN,Meridiano Industrial,2024-12-03,36.32,36.89,35.95,36.67,352923
1616,NRTH,Northwind Farmacéutica,2024-12-03,107.14,108.61,105.47,106.14,370212
1617,OKVL,Oakvale Construcción,2024-12-03,8.30,8.56,8.23,8.43,408314
1618,PNFD,Pinefield Logística,2024-12-03,35.11,36.04,35.10,35.55,265454
1619,STNB,Stonebridge Seguros,2024-12-03,48.36,49.34,48.01,48.79,219721
1620,VGRE,Vega Renovables,2024-12-03,88.84,93.93,88.15,90.77,406720
1621,ARCD,Arcadia Telecom,2024-12-04,7.92,7.94,7.87,7.89,134963
1622,BLHB,Blue Harbour Naval,2024-12-04,31.33,32.46,30.85,32.00,452841
1623,CALDR,Caldera Energía,2024-12-04,11.72,11.89,11.59,11.84,245341
1624,LKVW,Lakeview Alimentación,2024-12-04,13.22,13.26,12.90,13.05,225688
1625,MRDN,Meridiano Industrial,2024-12-04,37.08,37.25,36.65,36.79,238994
1626,NRTH,Northwind Farmacéutica,2024-12-04,106.03,106.13,105.18,105.58,99012
1627,OKVL,Oakvale Construcción,2024-12-04,8.37,8.72,8.32,8.54,151812
1628,PNFD,Pinefield Logística,2024-12-04,35.54,37.70,35.01,36.72,469158
1629,STNB,Stonebridge Seguros,2024-12-04,48.52,49.57,48.17,49.11,273697
1630,VGRE,Vega Renovables,2024-12-04,90.80,93.73,89.57,93.38,406356
1631,ARCD,Arcadia Telecom,2024-12-05,7.90,7.95,7.83,7.86,120590
1632,BLHB,Blue Harbour Naval,2024-12-05,31.94,33.52,31.88,32.66,411693
1633,CALDR,Caldera Energía,2024-12-05,11.97,12.15,11.76,11.84,200165
1634,LKVW,Lakeview Alimentación,2024-12-05,13.00,13.41,12.74,13.09,253106
1635,MRDN,Meridiano Industrial,2024-12-05,36.84,37.47,36.15,36.52,175871
1636,NRTH,Northwind Farmacéutica,2024-12-05,106.00,107.84,103.66,104.10,304560
1637,OKVL,Oakvale Construcción,2024-12-05,8.58,8.65,8.35,8.40,368851
1638,PNFD,Pinefield Logística,2024-12-05,37.01,39.29,36.67,37.88,504389
1639,STNB,Stonebridge Seguros,2024-12-05,49.22,49.24,48.63,48.95,208347
1640,VGRE,Vega Renovables,2024-12-05,93.12,94.73,92.86,93.76,267860
1641,ARCD,Arcadia Telecom,2024-12-06,7.92,7.93,7.75,7.85,125433
1642,BLHB,Blue Harbour Naval,2024-12-06,32.85,33.05,32.84,32.97,256515
1643,CALDR,Caldera Energía,2024-12-06,11.87,11.93,11.78,11.82,153904
1644,LKVW,Lakeview Alimentación,2024-12-06,13.22,13.60,12.56,12.96,311541
1645,MRDN,Meridiano Industrial,2024-12-06,36.59,36.64,35.96,35.98,356641
1646,NRTH,Northwind Farmacéutica,2024-12-06,103.26,103.41,102.71,103.34,402390
1647,OKVL,Oakvale Construcción,2024-12-06,8.45,8.57,8.39,8.39,272534
1648,PNFD,Pinefield Logística,2024-12-06,38.54,39.98,35.81,36.93,704624
1649,STNB,Stonebridge Seguros,2024-12-06,48.90,49.58,48.10,48.27,461553
1650,VGRE,Vega Renovables,2024-12-06,94.10,95.29,94.02,95.03,382303
1651,ARCD,Arcadia Telecom,2024-12-09,7.87,8.15,7.81,8.06,421546
1652,BLHB,Blue Harbour Naval,2024-12-09,32.87,33.64,31.07,32.09,505709
1653,CALDR,Caldera Energía,2024-12-09,11.95,12.51,11.09,11.36,294813
1654,LKVW,Lakeview Alimentación,2024-12-09,13.02,13.15,12.99,12.99,209158
1655,MRDN,Meridiano Industrial,2024-12-09,35.92,36.11,35.83,35.99,253857
1656,NRTH,Northwind Farmacéutica,2024-12-09,103.46,103.74,103.20,103.65,130710
1657,OKVL,Oakvale Construcción,2024-12-09,8.45,8.46,8.35,8.40,77420
1658,PNFD,Pinefield Logística,2024-12-09,37.47,38.02,36.39,36.97,194485
1659,STNB,Stonebridge Seguros,2024-12-09,48.15,48.37,47.98,48.06,180690
1660,VGRE,Vega Renovables,2024-12-09,93.85,97.36,92.84,95.02,199872
1661,ARCD,Arcadia Telecom,2024-12-10,8.04,8.23,7.98,8.13,197940
1662,BLHB,Blue Harbour Naval,2024-12-10,31.97,32.15,31.81,32.13,160488
1663,CALDR,Caldera Energía,2024-12-10,11.36,11.61,10.93,11.10,378114
1664,LKVW,Lakeview Alimentación,2024-12-10,12.98,13.05,12.96,13.00,258809
1665,MRDN,Meridiano Industrial,2024-12-10,36.06,36.58,35.76,36.38,268924
1666,NRTH,Northwind Farmacéutica,2024-12-10,103.59,105.15,103.12,104.43,307568
1667,OKVL,Oakvale Construcción,2024-12-10,8.42,8.50,8.00,8.21,464732
1668,PNFD,Pinefield Logística,2024-12-10,37.29,38.75,35.73,36.78,354024
1669,STNB,Stonebridge Seguros,2024-12-10,47.72,48.41,47.70,48.38,283864
1670,VGRE,Vega Renovables,2024-12-10,95.99,97.85,94.13,94.39,342125
1671,ARCD,Arcadia Telecom,2024-12-11,8.10,8.18,8.07,8.13,219048
1672,BLHB,Blue Harbour Naval,2024-12-11,32.09,32.76,31.55,32.30,295625
1673,CALDR,Caldera Energía,2024-12-11,11.15,11.24,10.99,11.04,211731
1674,LKVW,Lakeview Alimentación,2024-12-11,13.02,13.14,12.92,12.96,163589
1675,MRDN,Meridiano Industrial,2024-12-11,36.33,36.42,35.12,35.74,366858
1676,NRTH,Northwind Farmacéutica,2024-12-11,103.86,104.06,101.81,103.33,316678
1677,OKVL,Oakvale Construcción,2024-12-11,8.18,8.35,8.08,8.34,361373
1678,PNFD,Pinefield Logística,2024-12-11,36.73,37.11,36.71,37.00,173612
1679,STNB,Stonebridge Seguros,2024-12-11,48.43,48.58,48.32,48.47,267766
1680,VGRE,Vega Renovables,2024-12-11,94.22,95.75,92.84,95.54,267867
1681,ARCD,Arcadia Telecom,2024-12-12,8.16,8.25,8.09,8.20,279961
1682,BLHB,Blue Harbour Naval,2024-12-12,32.19,32.88,31.98,32.34,163425
1683,CALDR,Caldera Energía,2024-12-12,11.00,11.28,10.76,11.21,307093
1684,LKVW,Lakeview Alimentación,2024-12-12,12.98,13.37,12.55,12.63,305338
1685,MRDN,Meridiano Industrial,2024-12-12,35.84,35.89,35.61,35.74,192574
1686,NRTH,Northwind Farmacéutica,2024-12-12,102.93,104.10,101.69,103.11,209244
1687,OKVL,Oakvale Construcción,2024-12-12,8.34,8.41,8.29,8.33,120757
1688,PNFD,Pinefield Logística,2024-12-12,37.55,37.92,36.22,36.99,162692
1689,STNB,Stonebridge Seguros,2024-12-12,48.61,48.90,46.23,47.04,284782
1690,VGRE,Vega Renovables,2024-12-12,95.33,96.50,93.68,94.57,225512
1691,ARCD,Arcadia Telecom,2024-12-13,8.16,8.33,8.16,8.23,186105
1692,BLHB,Blue Harbour Naval,2024-12-13,32.24,32.56,31.53,31.79,538253
1693,CALDR,Caldera Energía,2024-12-13,11.23,11.33,11.16,11.19,170449
1694,LKVW,Lakeview Alimentación,2024-12-13,12.68,12.77,12.50,12.61,164110
1695,MRDN,Meridiano Industrial,2024-12-13,35.79,36.96,35.07,36.42,487039
1696,NRTH,Northwind Farmacéutica,2024-12-13,102.71,103.38,102.30,103.01,280282
1697,OKVL,Oakvale Construcción,2024-12-13,8.40,8.67,7.91,8.07,100679
1698,PNFD,Pinefield Logística,2024-12-13,36.96,37.28,36.81,37.02,143916
1699,STNB,Stonebridge Seguros,2024-12-13,47.29,47.38,47.17,47.23,136786
1700,VGRE,Vega Renovables,2024-12-13,94.77,97.94,94.69,96.94,455102
1701,ARCD,Arcadia Telecom,2024-12-16,8.28,8.35,8.18,8.22,226387
1702,BLHB,Blue Harbour Naval,2024-12-16,31.75,31.81,31.65,31.67,172324
1703,CALDR,Caldera Energía,2024-12-16,11.21,11.24,11.02,11.06,452034
1704,LKVW,Lakeview Alimentación,2024-12-16,12.65,12.70,12.35,12.37,539266
1705,MRDN,Meridiano Industrial,2024-12-16,36.50,36.75,36.10,36.30,192832
1706,NRTH,Northwind Farmacéutica,2024-12-16,103.66,106.79,103.30,105.06,252498
1707,OKVL,Oakvale Construcción,2024-12-16,8.02,8.08,8.01,8.04,198706
1708,PNFD,Pinefield Logística,2024-12-16,36.89,38.58,35.91,37.44,205699
1709,STNB,Stonebridge Seguros,2024-12-16,47.71,48.29,46.34,46.89,193327
1710,VGRE,Vega Renovables,2024-12-16,97.36,100.03,94.03,99.79,664058
1711,ARCD,Arcadia Telecom,2024-12-17,8.22,8.24,8.14,8.18,91740
1712,BLHB,Blue Harbour Naval,2024-12-17,31.66,32.06,30.66,30.76,540413
1713,CALDR,Caldera Energía,2024-12-17,10.99,11.08,10.94,11.04,208933
1714,LKVW,Lakeview Alimentación,2024-12-17,12.45,12.49,12.25,12.35,170986
1715,MRDN,Meridiano Industrial,2024-12-17,36.43,36.47,36.07,36.17,270968
1716,NRTH,Northwind Farmacéutica,2024-12-17,105.00,107.37,104.29,107.16,547601
1717,OKVL,Oakvale Construcción,2024-12-17,8.04,8.11,8.00,8.08,274317
1718,PNFD,Pinefield Logística,2024-12-17,37.52,38.19,36.14,36.67,403641
1719,STNB,Stonebridge Seguros,2024-12-17,47.19,47.27,46.64,46.67,211604
1720,VGRE,Vega Renovables,2024-12-17,99.71,100.42,99.59,100.06,218022
1721,ARCD,Arcadia Telecom,2024-12-18,8.22,8.28,8.15,8.17,251380
1722,BLHB,Blue Harbour Naval,2024-12-18,30.80,31.38,30.46,31.19,205585
1723,CALDR,Caldera Energía,2024-12-18,10.98,11.51,10.89,11.48,546213
1724,LKVW,Lakeview Alimentación,2024-12-18,12.29,12.34,12.24,12.26,222672
1725,MRDN,Meridiano Industrial,2024-12-18,36.21,36.22,35.78,36.00,245765
1726,NRTH,Northwind Farmacéutica,2024-12-18,107.43,107.49,106.50,107.18,277199
1727,OKVL,Oakvale Construcción,2024-12-18,8.01,8.08,7.94,8.08,158929
1728,PNFD,Pinefield Logística,2024-12-18,36.55,37.46,36.03,36.43,259053
1729,STNB,Stonebridge Seguros,2024-12-18,46.56,47.41,46.13,47.18,265941
1730,VGRE,Vega Renovables,2024-12-18,100.72,102.48,100.29,101.46,326887
1731,ARCD,Arcadia Telecom,2024-12-19,8.17,8.23,8.10,8.11,57168
1732,BLHB,Blue Harbour Naval,2024-12-19,31.32,31.70,30.84,30.93,187020
1733,CALDR,Caldera Energía,2024-12-19,11.49,11.51,11.43,11.43,288998
1734,LKVW,Lakeview Alimentación,2024-12-19,12.29,12.36,12.21,12.24,233563
1735,MRDN,Meridiano Industrial,2024-12-19,36.13,36.26,36.11,36.22,376358
1736,NRTH,Northwind Farmacéutica,2024-12-19,107.74,108.02,107.13,107.48,157931
1737,OKVL,Oakvale Construcción,2024-12-19,8.05,8.05,8.03,8.04,122613
1738,PNFD,Pinefield Logística,2024-12-19,36.56,37.61,35.50,35.91,362568
1739,STNB,Stonebridge Seguros,2024-12-19,47.10,47.12,47.00,47.08,191303
1740,VGRE,Vega Renovables,2024-12-19,101.29,104.51,96.69,99.66,389321
1741,ARCD,Arcadia Telecom,2024-12-20,8.17,8.30,8.16,8.23,276819
1742,BLHB,Blue Harbour Naval,2024-12-20,30.80,32.77,29.82,31.79,339106
1743,CALDR,Caldera Energía,2024-12-20,11.40,11.87,10.98,11.60,327403
1744,LKVW,Lakeview Alimentación,2024-12-20,12.25,12.40,12.20,12.35,270319
1745,MRDN,Meridiano Industrial,2024-12-20,36.24,36.49,34.29,35.23,227129
1746,NRTH,Northwind Farmacéutica,2024-12-20,107.98,108.84,106.82,107.17,147117
1747,OKVL,Oakvale Construcción,2024-12-20,8.05,8.13,8.01,8.06,214725
1748,PNFD,Pinefield Logística,2024-12-20,36.21,37.95,35.37,37.72,866457
1749,STNB,Stonebridge Seguros,2024-12-20,47.18,47.44,45.44,46.59,389041
1750,VGRE,Vega Renovables,2024-12-20,100.54,105.96,89.30,93.18,630004
1751,ARCD,Arcadia Telecom,2024-12-23,8.28,8.34,8.11,8.20,160564
1752,BLHB,Blue Harbour Naval,2024-12-23,31.56,31.70,31.47,31.70,245045
1753,CALDR,Caldera Energía,2024-12-23,11.64,11.65,11.58,11.59,248620
1754,LKVW,Lakeview Alimentación,2024-12-23,12.36,13.03,11.97,12.67,277574
1755,MRDN,Meridiano Industrial,2024-12-23,35.29,35.74,35.18,35.42,243337
1756,NRTH,Northwind Farmacéutica,2024-12-23,107.83,108.36,106.89,107.20,200479
1757,OKVL,Oakvale Construcción,2024-12-23,8.07,8.21,8.03,8.16,237484
1758,PNFD,Pinefield Logística,2024-12-23,37.70,38.07,37.09,37.40,288414
1759,STNB,Stonebridge Seguros,2024-12-23,46.73,48.71,46.26,48.05,202565
1760,VGRE,Vega Renovables,2024-12-23,92.43,97.70,90.53,96.37,481223
1761,ARCD,Arcadia Telecom,2024-12-24,8.21,8.30,8.16,8.18,222254
1762,BLHB,Blue Harbour Naval,2024-12-24,31.67,33.29,31.35,32.43,657891
1763,CALDR,Caldera Energía,2024-12-24,11.68,11.73,11.56,11.61,216673
1764,LKVW,Lakeview Alimentación,2024-12-24,12.65,12.71,12.62,12.66,251189
1765,MRDN,Meridiano Industrial,2024-12-24,35.47,35.79,34.87,35.18,267806
1766,NRTH,Northwind Farmacéutica,2024-12-24,107.17,110.32,102.16,104.55,457282
1767,OKVL,Oakvale Construcción,2024-12-24,8.10,8.30,7.91,7.93,705794
1768,PNFD,Pinefield Logística,2024-12-24,37.58,37.65,36.26,36.69,443064
1769,STNB,Stonebridge Seguros,2024-12-24,48.19,48.27,47.61,48.16,184671
1770,VGRE,Vega Renovables,2024-12-24,96.33,98.28,94.60,95.11,180139
1771,ARCD,Arcadia Telecom,2024-12-25,8.15,8.44,7.99,8.35,511227
1772,BLHB,Blue Harbour Naval,2024-12-25,32.24,33.34,31.52,32.63,214527
1773,CALDR,Caldera Energía,2024-12-25,11.63,12.05,11.40,11.88,505356
1774,LKVW,Lakeview Alimentación,2024-12-25,12.67,12.78,12.23,12.39,183435
1775,MRDN,Meridiano Industrial,2024-12-25,35.21,35.58,34.49,34.73,275528
1776,NRTH,Northwind Farmacéutica,2024-12-25,105.09,105.18,102.66,103.91,241362
1777,OKVL,Oakvale Construcción,2024-12-25,7.93,7.99,7.92,7.96,312104
1778,PNFD,Pinefield Logística,2024-12-25,36.68,36.77,35.67,36.29,256314
1779,STNB,Stonebridge Seguros,2024-12-25,48.18,48.94,46.63,47.39,233358
1780,VGRE,Vega Renovables,2024-12-25,94.80,95.39,91.44,91.95,50888
1781,ARCD,Arcadia Telecom,2024-12-26,8.34,8.37,8.22,8.29,157479
1782,BLHB,Blue Harbour Naval,2024-12-26,32.71,32.86,32.28,32.45,154505
1783,CALDR,Caldera Energía,2024-12-26,11.93,11.94,11.88,11.88,176185
1784,LKVW,Lakeview Alimentación,2024-12-26,12.47,12.68,12.37,12.63,396713
1785,MRDN,Meridiano Industrial,2024-12-26,34.58,35.46,34.03,35.25,299270
1786,NRTH,Northwind Farmacéutica,2024-12-26,104.36,104.41,100.31,102.15,294543
1787,OKVL,Oakvale Construcción,2024-12-26,7.97,7.99,7.95,7.98,312136
1788,PNFD,Pinefield Logística,2024-12-26,36.26,36.80,36.08,36.60,259494
1789,STNB,Stonebridge Seguros,2024-12-26,47.28,47.43,46.88,47.13,153461
1790,VGRE,Vega Renovables,2024-12-26,93.06,93.36,92.08,92.84,378477
1791,ARCD,Arcadia Telecom,2024-12-27,8.28,8.43,8.02,8.13,473705
1792,BLHB,Blue Harbour Naval,2024-12-27,32.34,32.63,32.13,32.54,189327
1793,CALDR,Caldera Energía,2024-12-27,11.87,11.98,11.83,11.89,116012
1794,LKVW,Lakeview Alimentación,2024-12-27,12.61,12.75,12.52,12.68,248218
1795,MRDN,Meridiano Industrial,2024-12-27,35.56,35.60,35.48,35.52,230098
1796,NRTH,Northwind Farmacéutica,2024-12-27,102.04,104.08,100.77,103.06,290236
1797,OKVL,Oakvale Construcción,2024-12-27,7.96,8.10,7.95,8.02,168143
1798,PNFD,Pinefield Logística,2024-12-27,36.52,37.46,34.65,35.51,637894
1799,STNB,Stonebridge Seguros,2024-12-27,47.14,47.17,47.04,47.09,222240
1800,VGRE,Vega Renovables,2024-12-27,92.94,93.54,91.55,93.03,291032
1801,ARCD,Arcadia Telecom,2024-12-30,8.11,8.13,8.09,8.09,189160
1802,BLHB,Blue Harbour Naval,2024-12-30,32.43,33.90,32.01,33.19,287647
1803,CALDR,Caldera Energía,2024-12-30,11.83,12.22,11.50,12.09,418723
1804,LKVW,Lakeview Alimentación,2024-12-30,12.70,12.81,12.68,12.75,188741
1805,MRDN,Meridiano Industrial,2024-12-30,35.58,35.76,35.50,35.50,194658
1806,NRTH,Northwind Farmacéutica,2024-12-30,103.11,104.85,103.06,104.64,327138
1807,OKVL,Oakvale Construcción,2024-12-30,8.04,8.17,7.95,7.96,260293
1808,PNFD,Pinefield Logística,2024-12-30,35.33,35.58,35.09,35.58,126600
1809,STNB,Stonebridge Seguros,2024-12-30,47.09,48.23,46.51,47.65,115277
1810,VGRE,Vega Renovables,2024-12-30,92.52,97.21,89.95,94.91,315716
1811,ARCD,Arcadia Telecom,2024-12-31,8.08,8.09,8.04,8.05,232192
1812,BLHB,Blue Harbour Naval,2024-12-31,33.33,33.47,33.02,33.21,175211
1813,CALDR,Caldera Energía,2024-12-31,12.14,12.17,12.12,12.12,163047
1814,LKVW,Lakeview Alimentación,2024-12-31,12.85,12.97,12.73,12.87,285058
1815,MRDN,Meridiano Industrial,2024-12-31,35.57,35.84,35.06,35.35,167583
1816,NRTH,Northwind Farmacéutica,2024-12-31,105.12,105.28,103.73,103.78,325097
1817,OKVL,Oakvale Construcción,2024-12-31,7.98,7.99,7.81,7.90,318938
1818,PNFD,Pinefield Logística,2024-12-31,35.48,36.75,34.62,36.23,380133
1819,STNB,Stonebridge Seguros,2024-12-31,47.15,47.87,46.28,46.64,259610
1820,VGRE,Vega Renovables,2024-12-31,96.00,98.07,94.98,97.18,431033
1821,ARCD,Arcadia Telecom,2025-01-01,8.11,8.14,7.97,7.99,259797
1822,BLHB,Blue Harbour Naval,2025-01-01,33.48,33.57,32.99,33.22,229419
1823,CALDR,Caldera Energía,2025-01-01,12.19,12.47,11.86,12.02,266660
1824,LKVW,Lakeview Alimentación,2025-01-01,12.78,12.86,12.75,12.76,361789
1825,MRDN,Meridiano Industrial,2025-01-01,35.38,35.56,35.02,35.18,215844
1826,NRTH,Northwind Farmacéutica,2025-01-01,103.91,103.91,103.75,103.90,2847
1827,OKVL,Oakvale Construcción,2025-01-01,7.92,7.99,7.88,7.96,286874
1828,PNFD,Pinefield Logística,2025-01-01,36.14,36.61,36.06,36.15,249914
1829,STNB,Stonebridge Seguros,2025-01-01,46.33,46.78,45.56,46.05,359370
1830,VGRE,Vega Renovables,2025-01-01,97.18,103.44,96.82,99.55,287770
1831,ARCD,Arcadia Telecom,2025-01-02,8.01,8.01,7.95,7.96,317826
1832,BLHB,Blue Harbour Naval,2025-01-02,33.28,33.38,32.61,33.01,118751
1833,CALDR,Caldera Energía,2025-01-02,12.05,12.39,12.03,12.32,502884
1834,LKVW,Lakeview Alimentación,2025-01-02,12.72,12.79,12.49,12.63,274581
1835,MRDN,Meridiano Industrial,2025-01-02,35.26,35.75,35.07,35.55,409236
1836,NRTH,Northwind Farmacéutica,2025-01-02,103.95,104.19,102.79,103.02,187095
1837,OKVL,Oakvale Construcción,2025-01-02,7.97,8.35,7.89,8.18,499277
1838,PNFD,Pinefield Logística,2025-01-02,36.24,36.90,35.71,36.46,356385
1839,STNB,Stonebridge Seguros,2025-01-02,46.08,47.01,45.94,46.81,370445
1840,VGRE,Vega Renovables,2025-01-02,99.36,103.03,98.52,101.79,266328
1841,ARCD,Arcadia Telecom,2025-01-03,7.96,8.18,7.85,8.03,225553
1842,BLHB,Blue Harbour Naval,2025-01-03,33.11,33.57,32.77,33.31,198075
1843,CALDR,Caldera Energía,2025-01-03,12.21,12.71,12.15,12.55,569657
1844,LKVW,Lakeview Alimentación,2025-01-03,12.71,12.78,12.58,12.63,208429
1845,MRDN,Meridiano Industrial,2025-01-03,35.67,36.02,35.57,35.90,297098
1846,NRTH,Northwind Farmacéutica,2025-01-03,103.43,103.69,102.95,103.19,195250
1847,OKVL,Oakvale Construcción,2025-01-03,8.20,8.28,8.11,8.16,219287
1848,PNFD,Pinefield Logística,2025-01-03,36.95,38.95,35.99,37.94,402912
1849,STNB,Stonebridge Seguros,2025-01-03,46.63,46.93,46.15,46.30,242743
1850,VGRE,Vega Renovables,2025-01-03,101.97,102.50,95.23,98.48,448045
1851,ARCD,Arcadia Telecom,2025-01-06,8.03,8.05,8.01,8.03,227742
1852,BLHB,Blue Harbour Naval,2025-01-06,33.49,33.71,32.54,33.05,252356
1853,CALDR,Caldera Energía,2025-01-06,12.56,13.08,12.43,12.81,373702
1854,LKVW,Lakeview Alimentación,2025-01-06,12.57,12.71,12.48,12.66,190476
1855,MRDN,Meridiano Industrial,2025-01-06,35.92,36.28,35.69,36.11,269693
1856,NRTH,Northwind Farmacéutica,2025-01-06,103.25,103.54,103.05,103.13,190797
1857,OKVL,Oakvale Construcción,2025-01-06,8.08,8.47,7.88,8.27,340773
1858,PNFD,Pinefield Logística,2025-01-06,37.69,39.07,37.31,39.06,552750
1859,STNB,Stonebridge Seguros,2025-01-06,46.39,46.67,46.25,46.50,234954
1860,VGRE,Vega Renovables,2025-01-06,99.08,102.49,98.79,101.58,219552
1861,ARCD,Arcadia Telecom,2025-01-07,8.02,8.04,8.01,8.03,222902
1862,BLHB,Blue Harbour Naval,2025-01-07,33.30,33.32,33.04,33.14,225751
1863,CALDR,Caldera Energía,2025-01-07,12.77,13.34,12.38,13.32,662097
1864,LKVW,Lakeview Alimentación,2025-01-07,12.55,12.82,12.30,12.80,336750
1865,MRDN,Meridiano Industrial,2025-01-07,36.28,36.63,35.03,35.70,204367
1866,NRTH,Northwind Farmacéutica,2025-01-07,102.96,104.70,101.33,103.95,350643
1867,OKVL,Oakvale Construcción,2025-01-07,8.26,8.30,8.22,8.26,273429
1868,PNFD,Pinefield Logística,2025-01-07,39.56,39.64,39.21,39.25,234898
1869,STNB,Stonebridge Seguros,2025-01-07,46.90,47.55,46.42,46.62,222185
1870,VGRE,Vega Renovables,2025-01-07,101.71,105.10,99.87,103.76,334103
1871,ARCD,Arcadia Telecom,2025-01-08,8.06,8.09,7.89,7.94,371774
1872,BLHB,Blue Harbour Naval,2025-01-08,33.19,33.65,32.43,32.80,392836
1873,CALDR,Caldera Energía,2025-01-08,13.43,14.52,12.91,13.90,669505
1874,LKVW,Lakeview Alimentación,2025-01-08,12.79,12.99,12.20,12.49,434223
