id,base_currency,quote_currency,rate_date,rate
1328,EUR,JPY,2025-04-28,160.88
1329,EUR,MXN,2025-04-28,19.42
1330,EUR,USD,2025-04-28,1.07
1331,EUR,CHF,2025-04-29,0.95
1332,EUR,GBP,2025-04-29,0.88
1333,EUR,JPY,2025-04-29,161.15
1334,EUR,MXN,2025-04-29,19.35
1335,EUR,USD,2025-04-29,1.07
1336,EUR,CHF,2025-04-30,0.95
1337,EUR,GBP,2025-04-30,0.88
1338,EUR,JPY,2025-04-30,161.20
1339,EUR,MXN,2025-04-30,19.31
1340,EUR,USD,2025-04-30,1.06
1341,EUR,CHF,2025-05-01,0.95
1342,EUR,GBP,2025-05-01,0.89
1343,EUR,JPY,2025-05-01,161.30
1344,EUR,MXN,2025-05-01,19.22
1345,EUR,USD,2025-05-01,1.06
1346,EUR,CHF,2025-05-02,0.95
1347,EUR,GBP,2025-05-02,0.89
1348,EUR,JPY,2025-05-02,161.37
1349,EUR,MXN,2025-05-02,19.21
1350,EUR,USD,2025-05-02,1.06
1351,EUR,CHF,2025-05-05,0.95
1352,EUR,GBP,2025-05-05,0.89
1353,EUR,JPY,2025-05-05,160.54
1354,EUR,MXN,2025-05-05,19.28
1355,EUR,USD,2025-05-05,1.06
1356,EUR,CHF,2025-05-06,0.96
1357,EUR,GBP,2025-05-06,0.90
1358,EUR,JPY,2025-05-06,161.61
1359,EUR,MXN,2025-05-06,19.24
1360,EUR,USD,2025-05-06,1.06
1361,EUR,CHF,2025-05-07,0.96
1362,EUR,GBP,2025-05-07,0.89
1363,EUR,JPY,2025-05-07,160.99
1364,EUR,MXN,2025-05-07,19.21
1365,EUR,USD,2025-05-07,1.06
1366,EUR,CHF,2025-05-08,0.96
1367,EUR,GBP,2025-05-08,0.89
1368,EUR,JPY,2025-05-08,160.93
1369,EUR,MXN,2025-05-08,19.19
1370,EUR,USD,2025-05-08,1.06
1371,EUR,CHF,2025-05-09,0.96
1372,EUR,GBP,2025-05-09,0.90
1373,EUR,JPY,2025-05-09,161.25
1374,EUR,MXN,2025-05-09,19.30
1375,EUR,USD,2025-05-09,1.06
1376,EUR,CHF,2025-05-12,0.96
1377,EUR,GBP,2025-05-12,0.90
1378,EUR,JPY,2025-05-12,161.19
1379,EUR,MXN,2025-05-12,19.37
1380,EUR,USD,2025-05-12,1.06
1381,EUR,CHF,2025-05-13,0.96
1382,EUR,GBP,2025-05-13,0.89
1383,EUR,JPY,2025-05-13,161.55
1384,EUR,MXN,2025-05-13,19.33
1385,EUR,USD,2025-05-13,1.06
1386,EUR,CHF,2025-05-14,0.96
1387,EUR,GBP,2025-05-14,0.90
1388,EUR,JPY,2025-05-14,161.32
1389,EUR,MXN,2025-05-14,19.16
1390,EUR,USD,2025-05-14,1.06
1391,EUR,CHF,2025-05-15,0.97
1392,EUR,GBP,2025-05-15,0.89
1393,EUR,JPY,2025-05-15,163.03
1394,EUR,MXN,2025-05-15,19.12
1395,EUR,USD,2025-05-15,1.06
1396,EUR,CHF,2025-05-16,0.97
1397,EUR,GBP,2025-05-16,0.89
1398,EUR,JPY,2025-05-16,163.80
1399,EUR,MXN,2025-05-16,19.13
1400,EUR,USD,2025-05-16,1.06
1401,EUR,CHF,2025-05-19,0.97
1402,EUR,GBP,2025-05-19,0.89
1403,EUR,JPY,2025-05-19,163.39
1404,EUR,MXN,2025-05-19,19.14
1405,EUR,USD,2025-05-19,1.07
1406,EUR,CHF,2025-05-20,0.97
1407,EUR,GBP,2025-05-20,0.89
1408,EUR,JPY,2025-05-20,163.89
1409,EUR,MXN,2025-05-20,19.04
1410,EUR,USD,2025-05-20,1.07
1411,EUR,CHF,2025-05-21,0.97
1412,EUR,GBP,2025-05-21,0.89
1413,EUR,JPY,2025-05-21,164.70
1414,EUR,MXN,2025-05-21,19.17
1415,EUR,USD,2025-05-21,1.07
1416,EUR,CHF,2025-05-22,0.97
1417,EUR,GBP,2025-05-22,0.90
1418,EUR,JPY,2025-05-22,164.44
1419,EUR,MXN,2025-05-22,19.13
1420,EUR,USD,2025-05-22,1.07
1421,EUR,CHF,2025-05-23,0.97
1422,EUR,GBP,2025-05-23,0.90
1423,EUR,JPY,2025-05-23,163.85
1424,EUR,MXN,2025-05-23,19.12
1425,EUR,USD,2025-05-23,1.07
1426,EUR,CHF,2025-05-26,0.97
1427,EUR,GBP,2025-05-26,0.90
1428,EUR,JPY,2025-05-26,163.80
1429,EUR,MXN,2025-05-26,19.01
1430,EUR,USD,2025-05-26,1.08
1431,EUR,CHF,2025-05-27,0.97
1432,EUR,GBP,2025-05-27,0.90
1433,EUR,JPY,2025-05-27,164.10
1434,EUR,MXN,2025-05-27,19.05
1435,EUR,USD,2025-05-27,1.08
1436,EUR,CHF,2025-05-28,0.97
1437,EUR,GBP,2025-05-28,0.90
1438,EUR,JPY,2025-05-28,163.27
1439,EUR,MXN,2025-05-28,19.03
1440,EUR,USD,2025-05-28,1.09
1441,EUR,CHF,2025-05-29,0.97
1442,EUR,GBP,2025-05-29,0.89
1443,EUR,JPY,2025-05-29,164.14
1444,EUR,MXN,2025-05-29,19.07
1445,EUR,USD,2025-05-29,1.09
1446,EUR,CHF,2025-05-30,0.97
1447,EUR,GBP,2025-05-30,0.90
1448,EUR,JPY,2025-05-30,164.35
1449,EUR,MXN,2025-05-30,19.11
1450,EUR,USD,2025-05-30,1.09
1451,EUR,CHF,2025-06-02,0.96
1452,EUR,GBP,2025-06-02,0.89
1453,EUR,JPY,2025-06-02,163.78
1454,EUR,MXN,2025-06-02,18.97
1455,EUR,USD,2025-06-02,1.08
1456,EUR,CHF,2025-06-03,0.96
1457,EUR,GBP,2025-06-03,0.89
1458,EUR,JPY,2025-06-03,163.42
1459,EUR,MXN,2025-06-03,18.94
1460,EUR,USD,2025-06-03,1.08
1461,EUR,CHF,2025-06-04,0.96
1462,EUR,GBP,2025-06-04,0.89
1463,EUR,JPY,2025-06-04,162.27
1464,EUR,MXN,2025-06-04,18.82
1465,EUR,USD,2025-06-04,1.08
1466,EUR,CHF,2025-06-05,0.96
1467,EUR,GBP,2025-06-05,0.89
1468,EUR,JPY,2025-06-05,163.36
1469,EUR,MXN,2025-06-05,18.88
1470,EUR,USD,2025-06-05,1.09
1471,EUR,CHF,2025-06-06,0.96
1472,EUR,GBP,2025-06-06,0.89
1473,EUR,JPY,2025-06-06,164.01
1474,EUR,MXN,2025-06-06,18.92
1475,EUR,USD,2025-06-06,1.08
1476,EUR,CHF,2025-06-09,0.96
1477,EUR,GBP,2025-06-09,0.88
1478,EUR,JPY,2025-06-09,163.98
1479,EUR,MXN,2025-06-09,18.94
1480,EUR,USD,2025-06-09,1.09
1481,EUR,CHF,2025-06-10,0.95
1482,EUR,GBP,2025-06-10,0.88
1483,EUR,JPY,2025-06-10,164.79
1484,EUR,MXN,2025-06-10,19.07
1485,EUR,USD,2025-06-10,1.10
1486,EUR,CHF,2025-06-11,0.95
1487,EUR,GBP,2025-06-11,0.88
1488,EUR,JPY,2025-06-11,164.21
1489,EUR,MXN,2025-06-11,19.11
1490,EUR,USD,2025-06-11,1.11
1491,EUR,CHF,2025-06-12,0.95
1492,EUR,GBP,2025-06-12,0.88
1493,EUR,JPY,2025-06-12,163.72
1494,EUR,MXN,2025-06-12,19.16
1495,EUR,USD,2025-06-12,1.10
1496,EUR,CHF,2025-06-13,0.95
1497,EUR,GBP,2025-06-13,0.89
1498,EUR,JPY,2025-06-13,164.59
1499,EUR,MXN,2025-06-13,19.13
1500,EUR,USD,2025-06-13,1.10
