id,enrollment_id,assessment_type,title,score,weight,graded_on
2794,929,participation,Trabajo 3º trimestre,7.80,0.10,2023-06-09
2795,930,exam,Examen 1º trimestre,7.20,0.40,2023-10-22
2796,930,practical,Trabajo 2º trimestre,8.10,0.25,2024-04-29
2797,930,coursework,Trabajo 3º trimestre,8.40,0.25,2024-01-31
2798,930,participation,Trabajo 1º trimestre,8.30,0.10,2023-10-03
2799,931,exam,Examen 1º trimestre,5.20,0.60,2023-01-06
2800,931,coursework,Trabajo 2º trimestre,5.60,0.30,2022-12-12
2801,931,participation,Trabajo 3º trimestre,6.20,0.10,2023-05-04
2802,932,exam,Examen 1º trimestre,5.30,0.35,2024-10-31
2803,932,exam,Examen 2º trimestre,3.40,0.35,2024-10-25
2804,932,coursework,Trabajo 3º trimestre,3.90,0.30,2025-01-05
2805,933,exam,Examen 1º trimestre,5.90,0.40,2022-12-19
2806,933,practical,Trabajo 2º trimestre,4.40,0.25,2022-11-16
2807,933,coursework,Trabajo 3º trimestre,4.90,0.25,2022-12-04
2808,933,participation,Trabajo 1º trimestre,5.30,0.10,2022-12-12
2809,934,exam,Examen 1º trimestre,4.70,0.35,2024-04-05
2810,934,exam,Examen 2º trimestre,5.40,0.35,2023-11-30
2811,934,coursework,Trabajo 3º trimestre,4.30,0.30,2023-10-11
2812,935,exam,Examen 1º trimestre,5.40,0.40,2023-06-07
2813,935,practical,Trabajo 2º trimestre,5.50,0.25,2023-06-09
2814,935,coursework,Trabajo 3º trimestre,1.60,0.25,2023-06-16
2815,935,participation,Trabajo 1º trimestre,6.60,0.10,2023-06-08
2816,936,exam,Examen 1º trimestre,4.90,0.40,2022-12-27
2817,936,practical,Trabajo 2º trimestre,4.60,0.25,2022-12-08
2818,936,coursework,Trabajo 3º trimestre,4.80,0.25,2023-06-04
2819,936,participation,Trabajo 1º trimestre,4.50,0.10,2023-01-26
2820,937,exam,Examen 1º trimestre,6.00,0.70,2023-06-06
2821,937,coursework,Trabajo 2º trimestre,5.60,0.30,2023-05-31
2822,938,exam,Examen 1º trimestre,5.50,0.70,2024-06-01
2823,938,coursework,Trabajo 2º trimestre,5.10,0.30,2023-11-15
2824,939,exam,Examen 1º trimestre,1.40,0.60,2023-03-30
2825,939,coursework,Trabajo 2º trimestre,7.50,0.30,2022-11-06
2826,939,participation,Trabajo 3º trimestre,4.00,0.10,2023-05-29
2827,940,exam,Examen 1º trimestre,5.30,0.35,2023-12-03
2828,940,exam,Examen 2º trimestre,5.00,0.35,2023-11-17
2829,940,coursework,Trabajo 3º trimestre,5.00,0.30,2024-02-29
2830,941,exam,Examen 1º trimestre,4.50,0.40,2025-06-11
2831,941,practical,Trabajo 2º trimestre,3.00,0.25,2025-04-24
2832,941,coursework,Trabajo 3º trimestre,3.30,0.25,2024-11-10
2833,941,participation,Trabajo 1º trimestre,6.40,0.10,2025-01-22
2834,942,exam,Examen 1º trimestre,2.00,0.35,2023-04-20
2835,942,exam,Examen 2º trimestre,6.10,0.35,2023-04-17
2836,942,coursework,Trabajo 3º trimestre,8.10,0.30,2023-05-05
2837,943,exam,Examen 1º trimestre,2.40,0.35,2022-11-29
2838,943,exam,Examen 2º trimestre,5.50,0.35,2023-04-29
2839,943,coursework,Trabajo 3º trimestre,6.10,0.30,2022-11-17
2840,944,exam,Examen 1º trimestre,7.00,0.70,2024-09-27
2841,944,coursework,Trabajo 2º trimestre,2.30,0.30,2025-04-04
2842,945,exam,Examen 1º trimestre,5.40,0.40,2024-01-19
2843,945,practical,Trabajo 2º trimestre,5.40,0.25,2023-12-29
2844,945,coursework,Trabajo 3º trimestre,7.70,0.25,2023-10-24
2845,945,participation,Trabajo 1º trimestre,2.00,0.10,2024-05-14
2846,946,exam,Examen 1º trimestre,7.50,0.60,2024-11-24
2847,946,coursework,Trabajo 2º trimestre,5.90,0.30,2025-04-09
2848,946,participation,Trabajo 3º trimestre,5.90,0.10,2025-01-11
2849,947,exam,Examen 1º trimestre,7.00,0.40,2023-10-25
2850,947,practical,Trabajo 2º trimestre,4.40,0.25,2024-06-11
2851,947,coursework,Trabajo 3º trimestre,5.90,0.25,2024-03-28
2852,947,participation,Trabajo 1º trimestre,6.40,0.10,2023-10-18
2853,948,exam,Examen 1º trimestre,5.10,0.60,2025-04-15
2854,948,coursework,Trabajo 2º trimestre,4.90,0.30,2025-01-22
2855,948,participation,Trabajo 3º trimestre,4.90,0.10,2024-12-16
2856,949,exam,Examen 1º trimestre,6.50,0.40,2025-02-15
2857,949,practical,Trabajo 2º trimestre,7.40,0.25,2024-09-14
2858,949,coursework,Trabajo 3º trimestre,5.00,0.25,2025-04-19
2859,949,participation,Trabajo 1º trimestre,3.90,0.10,2025-04-22
2860,950,exam,Examen 1º trimestre,7.80,0.70,2025-05-10
2861,950,coursework,Trabajo 2º trimestre,9.30,0.30,2024-12-25
2862,951,exam,Examen 1º trimestre,8.90,0.60,2024-11-22
2863,951,coursework,Trabajo 2º trimestre,9.20,0.30,2025-04-03
2864,951,participation,Trabajo 3º trimestre,4.60,0.10,2024-12-15
2865,952,exam,Examen 1º trimestre,8.70,0.40,2024-03-17
2866,952,practical,Trabajo 2º trimestre,7.00,0.25,2023-10-22
2867,952,coursework,Trabajo 3º trimestre,10.00,0.25,2024-01-23
2868,952,participation,Trabajo 1º trimestre,4.80,0.10,2024-03-23
2869,953,exam,Examen 1º trimestre,9.40,0.40,2023-03-29
2870,953,practical,Trabajo 2º trimestre,6.60,0.25,2023-02-20
2871,953,coursework,Trabajo 3º trimestre,5.60,0.25,2022-11-05
2872,953,participation,Trabajo 1º trimestre,7.20,0.10,2022-11-27
2873,954,exam,Examen 1º trimestre,6.90,0.70,2024-10-20
2874,954,coursework,Trabajo 2º trimestre,5.80,0.30,2024-10-13
2875,955,exam,Examen 1º trimestre,6.40,0.60,2024-11-21
2876,955,coursework,Trabajo 2º trimestre,7.10,0.30,2024-12-18
2877,955,participation,Trabajo 3º trimestre,8.40,0.10,2024-09-27
2878,956,exam,Examen 1º trimestre,6.40,0.40,2024-04-05
2879,956,practical,Trabajo 2º trimestre,9.30,0.25,2024-03-08
2880,956,coursework,Trabajo 3º trimestre,9.30,0.25,2024-01-10
2881,956,participation,Trabajo 1º trimestre,6.80,0.10,2024-02-01
2882,957,exam,Examen 1º trimestre,7.50,0.40,2023-01-26
2883,957,practical,Trabajo 2º trimestre,6.80,0.25,2023-06-05
2884,957,coursework,Trabajo 3º trimestre,4.40,0.25,2023-05-13
2885,957,participation,Trabajo 1º trimestre,6.90,0.10,2022-10-30
2886,958,exam,Examen 1º trimestre,6.50,0.60,2022-12-21
2887,958,coursework,Trabajo 2º trimestre,6.30,0.30,2022-10-14
2888,958,participation,Trabajo 3º trimestre,4.50,0.10,2022-10-29
2889,959,exam,Examen 1º trimestre,5.30,0.60,2025-05-16
2890,959,coursework,Trabajo 2º trimestre,5.50,0.30,2024-10-30
2891,959,participation,Trabajo 3º trimestre,8.00,0.10,2024-10-24
2892,960,exam,Examen 1º trimestre,4.50,0.60,2024-01-03
2893,960,coursework,Trabajo 2º trimestre,7.20,0.30,2023-10-05
2894,960,participation,Trabajo 3º trimestre,7.80,0.10,2023-10-17
2895,961,exam,Examen 1º trimestre,4.40,0.35,2023-06-15
2896,961,exam,Examen 2º trimestre,6.50,0.35,2022-09-19
2897,961,coursework,Trabajo 3º trimestre,6.20,0.30,2022-11-22
2898,962,exam,Examen 1º trimestre,6.20,0.35,2024-04-08
2899,962,exam,Examen 2º trimestre,9.20,0.35,2023-09-15
2900,962,coursework,Trabajo 3º trimestre,5.80,0.30,2023-12-18
2901,963,exam,Examen 1º trimestre,6.10,0.60,2023-03-11
2902,963,coursework,Trabajo 2º trimestre,5.30,0.30,2022-11-28
2903,963,participation,Trabajo 3º trimestre,5.80,0.10,2022-12-19
2904,964,exam,Examen 1º trimestre,4.40,0.35,2024-09-20
2905,964,exam,Examen 2º trimestre,4.50,0.35,2025-02-04
2906,964,coursework,Trabajo 3º trimestre,5.50,0.30,2025-03-11
2907,965,exam,Examen 1º trimestre,7.10,0.35,2023-03-21
2908,965,exam,Examen 2º trimestre,7.00,0.35,2023-03-13
2909,965,coursework,Trabajo 3º trimestre,8.10,0.30,2023-02-01
2910,966,exam,Examen 1º trimestre,6.00,0.70,2023-02-14
2911,966,coursework,Trabajo 2º trimestre,7.40,0.30,2022-09-23
2912,967,exam,Examen 1º trimestre,9.00,0.40,2025-02-08
2913,967,practical,Trabajo 2º trimestre,8.50,0.25,2025-05-24
2914,967,coursework,Trabajo 3º trimestre,6.70,0.25,2025-05-09
2915,967,participation,Trabajo 1º trimestre,8.50,0.10,2025-05-08
2916,968,exam,Examen 1º trimestre,6.50,0.40,2022-12-03
2917,968,practical,Trabajo 2º trimestre,9.80,0.25,2023-04-10
2918,968,coursework,Trabajo 3º trimestre,4.80,0.25,2022-10-09
2919,968,participation,Trabajo 1º trimestre,8.00,0.10,2022-10-11
2920,969,exam,Examen 1º trimestre,6.70,0.40,2023-06-13
2921,969,practical,Trabajo 2º trimestre,6.60,0.25,2022-09-12
2922,969,coursework,Trabajo 3º trimestre,7.70,0.25,2023-04-21
2923,969,participation,Trabajo 1º trimestre,10.00,0.10,2023-03-14
2924,970,exam,Examen 1º trimestre,5.20,0.35,2023-09-10
2925,970,exam,Examen 2º trimestre,10.00,0.35,2023-09-11
2926,970,coursework,Trabajo 3º trimestre,6.90,0.30,2023-09-26
2927,971,exam,Examen 1º trimestre,7.80,0.40,2024-01-20
2928,971,practical,Trabajo 2º trimestre,10.00,0.25,2023-11-07
2929,971,coursework,Trabajo 3º trimestre,9.90,0.25,2024-03-01
2930,971,participation,Trabajo 1º trimestre,8.60,0.10,2024-01-13
2931,972,exam,Examen 1º trimestre,10.00,0.40,2024-12-11
2932,972,practical,Trabajo 2º trimestre,5.40,0.25,2024-10-13
2933,972,coursework,Trabajo 3º trimestre,8.00,0.25,2024-12-20
2934,972,participation,Trabajo 1º trimestre,5.40,0.10,2025-03-19
2935,973,exam,Examen 1º trimestre,7.50,0.60,2025-03-24
2936,973,coursework,Trabajo 2º trimestre,7.00,0.30,2024-11-10
2937,973,participation,Trabajo 3º trimestre,4.80,0.10,2025-04-10
2938,974,exam,Examen 1º trimestre,6.20,0.70,2025-01-12
2939,974,coursework,Trabajo 2º trimestre,5.60,0.30,2025-02-08
2940,975,exam,Examen 1º trimestre,8.40,0.35,2022-11-03
2941,975,exam,Examen 2º trimestre,9.80,0.35,2023-04-03
2942,975,coursework,Trabajo 3º trimestre,7.10,0.30,2022-10-07
2943,976,exam,Examen 1º trimestre,4.80,0.35,2024-10-22
2944,976,exam,Examen 2º trimestre,6.50,0.35,2025-02-21
2945,976,coursework,Trabajo 3º trimestre,5.90,0.30,2025-03-06
2946,977,exam,Examen 1º trimestre,8.10,0.40,2025-05-16
2947,977,practical,Trabajo 2º trimestre,3.20,0.25,2025-03-30
2948,977,coursework,Trabajo 3º trimestre,5.20,0.25,2025-05-26
2949,977,participation,Trabajo 1º trimestre,6.50,0.10,2024-11-17
2950,978,exam,Examen 1º trimestre,7.30,0.35,2024-09-16
2951,978,exam,Examen 2º trimestre,4.10,0.35,2025-04-05
2952,978,coursework,Trabajo 3º trimestre,7.20,0.30,2025-04-12
2953,979,exam,Examen 1º trimestre,4.40,0.70,2023-02-24
2954,979,coursework,Trabajo 2º trimestre,2.50,0.30,2022-09-18
2955,980,exam,Examen 1º trimestre,4.20,0.60,2025-06-05
2956,980,coursework,Trabajo 2º trimestre,4.00,0.30,2025-02-15
2957,980,participation,Trabajo 3º trimestre,7.30,0.10,2024-10-09
2958,981,exam,Examen 1º trimestre,6.00,0.60,2023-10-07
2959,981,coursework,Trabajo 2º trimestre,6.90,0.30,2024-03-31
2960,981,participation,Trabajo 3º trimestre,5.00,0.10,2024-04-29
2961,982,exam,Examen 1º trimestre,5.60,0.70,2025-02-12
2962,982,coursework,Trabajo 2º trimestre,4.80,0.30,2025-03-06
2963,983,exam,Examen 1º trimestre,7.10,0.35,2023-02-03
2964,983,exam,Examen 2º trimestre,5.80,0.35,2023-01-27
2965,983,coursework,Trabajo 3º trimestre,7.80,0.30,2023-02-19
2966,984,exam,Examen 1º trimestre,7.70,0.60,2023-12-14
2967,984,coursework,Trabajo 2º trimestre,6.30,0.30,2024-02-15
2968,984,participation,Trabajo 3º trimestre,4.30,0.10,2024-06-10
2969,985,exam,Examen 1º trimestre,7.40,0.70,2024-02-16
2970,985,coursework,Trabajo 2º trimestre,6.20,0.30,2024-01-07
2971,986,exam,Examen 1º trimestre,7.20,0.70,2023-10-18
2972,986,coursework,Trabajo 2º trimestre,8.50,0.30,2023-12-02
2973,987,exam,Examen 1º trimestre,8.40,0.40,2024-02-09
2974,987,practical,Trabajo 2º trimestre,5.20,0.25,2024-04-22
2975,987,coursework,Trabajo 3º trimestre,5.00,0.25,2024-03-04
2976,987,participation,Trabajo 1º trimestre,6.50,0.10,2023-10-13
2977,988,exam,Examen 1º trimestre,4.30,0.40,2025-05-28
2978,988,practical,Trabajo 2º trimestre,6.40,0.25,2025-05-10
2979,988,coursework,Trabajo 3º trimestre,4.90,0.25,2024-09-26
2980,988,participation,Trabajo 1º trimestre,7.90,0.10,2024-10-04
2981,989,exam,Examen 1º trimestre,5.30,0.40,2022-11-14
2982,989,practical,Trabajo 2º trimestre,10.00,0.25,2023-05-21
2983,989,coursework,Trabajo 3º trimestre,6.70,0.25,2023-04-29
2984,989,participation,Trabajo 1º trimestre,3.20,0.10,2023-05-20
2985,990,exam,Examen 1º trimestre,4.90,0.35,2024-12-21
2986,990,exam,Examen 2º trimestre,4.90,0.35,2025-05-17
2987,990,coursework,Trabajo 3º trimestre,5.20,0.30,2024-10-31
2988,991,exam,Examen 1º trimestre,6.30,0.60,2024-10-28
2989,991,coursework,Trabajo 2º trimestre,4.50,0.30,2025-03-21
2990,991,participation,Trabajo 3º trimestre,6.10,0.10,2025-06-02
2991,992,exam,Examen 1º trimestre,5.40,0.70,2024-10-17
2992,992,coursework,Trabajo 2º trimestre,7.70,0.30,2025-04-19
2993,993,exam,Examen 1º trimestre,8.10,0.35,2025-01-22
2994,993,exam,Examen 2º trimestre,5.20,0.35,2025-03-03
2995,993,coursework,Trabajo 3º trimestre,4.70,0.30,2025-02-04
2996,994,exam,Examen 1º trimestre,4.20,0.60,2023-01-09
2997,994,coursework,Trabajo 2º trimestre,6.30,0.30,2023-03-30
2998,994,participation,Trabajo 3º trimestre,4.50,0.10,2023-01-05
2999,995,exam,Examen 1º trimestre,1.20,0.70,2023-11-20
3000,995,coursework,Trabajo 2º trimestre,7.80,0.30,2024-02-08
3001,996,exam,Examen 1º trimestre,8.90,0.70,2025-03-29
3002,996,coursework,Trabajo 2º trimestre,3.00,0.30,2025-02-11
3003,997,exam,Examen 1º trimestre,5.70,0.70,2022-12-10
3004,997,coursework,Trabajo 2º trimestre,5.90,0.30,2022-12-15
3005,998,exam,Examen 1º trimestre,6.20,0.35,2025-03-23
3006,998,exam,Examen 2º trimestre,6.30,0.35,2025-04-14
3007,998,coursework,Trabajo 3º trimestre,7.20,0.30,2024-11-03
3008,999,exam,Examen 1º trimestre,5.40,0.40,2023-06-13
3009,999,practical,Trabajo 2º trimestre,6.20,0.25,2023-01-26
3010,999,coursework,Trabajo 3º trimestre,5.60,0.25,2023-04-27
3011,999,participation,Trabajo 1º trimestre,4.50,0.10,2022-11-14
3012,1000,exam,Examen 1º trimestre,4.40,0.35,2024-06-18
3013,1000,exam,Examen 2º trimestre,3.70,0.35,2024-03-24
3014,1000,coursework,Trabajo 3º trimestre,7.50,0.30,2024-03-19
3015,1001,exam,Examen 1º trimestre,6.60,0.70,2024-09-27
3016,1001,coursework,Trabajo 2º trimestre,8.00,0.30,2025-03-13
3017,1002,exam,Examen 1º trimestre,5.40,0.35,2024-12-23
3018,1002,exam,Examen 2º trimestre,6.10,0.35,2025-01-31
3019,1002,coursework,Trabajo 3º trimestre,6.60,0.30,2025-04-25
3020,1003,exam,Examen 1º trimestre,6.30,0.40,2025-01-01
3021,1003,practical,Trabajo 2º trimestre,7.50,0.25,2025-05-17
3022,1003,coursework,Trabajo 3º trimestre,7.80,0.25,2024-10-28
3023,1003,participation,Trabajo 1º trimestre,6.00,0.10,2024-11-22
3024,1004,exam,Examen 1º trimestre,6.80,0.60,2022-11-22
3025,1004,coursework,Trabajo 2º trimestre,6.30,0.30,2023-01-26
3026,1004,participation,Trabajo 3º trimestre,8.10,0.10,2023-02-16
3027,1005,exam,Examen 1º trimestre,6.20,0.35,2025-04-10
3028,1005,exam,Examen 2º trimestre,6.50,0.35,2025-05-19
3029,1005,coursework,Trabajo 3º trimestre,7.80,0.30,2025-03-25
3030,1006,exam,Examen 1º trimestre,3.10,0.40,2023-05-27
3031,1006,practical,Trabajo 2º trimestre,8.20,0.25,2022-09-14
3032,1006,coursework,Trabajo 3º trimestre,6.30,0.25,2023-01-25
3033,1006,participation,Trabajo 1º trimestre,7.30,0.10,2023-02-15
3034,1007,exam,Examen 1º trimestre,4.40,0.40,2024-09-23
3035,1007,practical,Trabajo 2º trimestre,8.50,0.25,2024-10-18
3036,1007,coursework,Trabajo 3º trimestre,7.60,0.25,2024-10-01
3037,1007,participation,Trabajo 1º trimestre,9.70,0.10,2025-01-05
3038,1008,exam,Examen 1º trimestre,8.50,0.40,2022-12-05
3039,1008,practical,Trabajo 2º trimestre,8.40,0.25,2022-09-29
3040,1008,coursework,Trabajo 3º trimestre,8.20,0.25,2022-12-15
3041,1008,participation,Trabajo 1º trimestre,6.80,0.10,2023-02-10
3042,1009,exam,Examen 1º trimestre,6.70,0.35,2024-06-17
3043,1009,exam,Examen 2º trimestre,7.60,0.35,2023-10-28
3044,1009,coursework,Trabajo 3º trimestre,7.50,0.30,2024-03-11
3045,1010,exam,Examen 1º trimestre,9.60,0.60,2023-05-21
3046,1010,coursework,Trabajo 2º trimestre,6.20,0.30,2023-05-17
3047,1010,participation,Trabajo 3º trimestre,8.20,0.10,2022-10-13
3048,1011,exam,Examen 1º trimestre,8.00,0.35,2025-01-07
3049,1011,exam,Examen 2º trimestre,8.50,0.35,2025-04-13
3050,1011,coursework,Trabajo 3º trimestre,7.70,0.30,2024-12-07
3051,1012,exam,Examen 1º trimestre,2.60,0.70,2025-05-22
3052,1012,coursework,Trabajo 2º trimestre,6.60,0.30,2025-04-30
3053,1013,exam,Examen 1º trimestre,7.80,0.70,2023-02-12
3054,1013,coursework,Trabajo 2º trimestre,4.20,0.30,2023-05-26
3055,1014,exam,Examen 1º trimestre,4.90,0.40,2023-12-20
3056,1014,practical,Trabajo 2º trimestre,3.60,0.25,2024-03-16
3057,1014,coursework,Trabajo 3º trimestre,6.80,0.25,2023-10-20
3058,1014,participation,Trabajo 1º trimestre,4.10,0.10,2024-04-25
3059,1015,exam,Examen 1º trimestre,3.20,0.70,2023-09-20
3060,1015,coursework,Trabajo 2º trimestre,5.00,0.30,2024-02-02
3061,1016,exam,Examen 1º trimestre,5.70,0.40,2025-05-08
3062,1016,practical,Trabajo 2º trimestre,4.70,0.25,2025-02-20
3063,1016,coursework,Trabajo 3º trimestre,5.80,0.25,2024-11-26
3064,1016,participation,Trabajo 1º trimestre,5.80,0.10,2025-05-13
3065,1017,exam,Examen 1º trimestre,9.40,0.70,2024-04-04
3066,1017,coursework,Trabajo 2º trimestre,8.30,0.30,2024-02-25
3067,1018,exam,Examen 1º trimestre,8.00,0.35,2024-12-27
3068,1018,exam,Examen 2º trimestre,6.30,0.35,2024-10-17
3069,1018,coursework,Trabajo 3º trimestre,7.50,0.30,2024-09-21
3070,1019,exam,Examen 1º trimestre,6.50,0.35,2024-06-15
3071,1019,exam,Examen 2º trimestre,5.90,0.35,2023-09-10
3072,1019,coursework,Trabajo 3º trimestre,5.50,0.30,2023-10-10
3073,1020,exam,Examen 1º trimestre,4.10,0.60,2025-01-17
3074,1020,coursework,Trabajo 2º trimestre,6.30,0.30,2025-04-30
3075,1020,participation,Trabajo 3º trimestre,3.10,0.10,2024-10-07
3076,1021,exam,Examen 1º trimestre,6.40,0.40,2024-02-13
3077,1021,practical,Trabajo 2º trimestre,5.00,0.25,2023-12-10
3078,1021,coursework,Trabajo 3º trimestre,6.10,0.25,2023-12-03
3079,1021,participation,Trabajo 1º trimestre,5.40,0.10,2023-11-26
3080,1022,exam,Examen 1º trimestre,5.30,0.60,2025-01-08
3081,1022,coursework,Trabajo 2º trimestre,4.90,0.30,2024-10-13
3082,1022,participation,Trabajo 3º trimestre,4.70,0.10,2024-12-20
3083,1023,exam,Examen 1º trimestre,7.00,0.60,2024-10-03
3084,1023,coursework,Trabajo 2º trimestre,7.30,0.30,2024-11-25
3085,1023,participation,Trabajo 3º trimestre,7.70,0.10,2025-01-28
3086,1024,exam,Examen 1º trimestre,3.70,0.70,2025-01-16
3087,1024,coursework,Trabajo 2º trimestre,7.90,0.30,2024-11-25
3088,1025,exam,Examen 1º trimestre,5.70,0.35,2025-03-02
3089,1025,exam,Examen 2º trimestre,5.70,0.35,2024-09-09
3090,1025,coursework,Trabajo 3º trimestre,4.60,0.30,2025-04-01
3091,1026,exam,Examen 1º trimestre,6.40,0.35,2023-05-18
3092,1026,exam,Examen 2º trimestre,2.20,0.35,2023-01-18
3093,1026,coursework,Trabajo 3º trimestre,8.90,0.30,2022-09-27
3094,1027,exam,Examen 1º trimestre,5.00,0.40,2025-01-25
3095,1027,practical,Trabajo 2º trimestre,5.60,0.25,2025-05-05
3096,1027,coursework,Trabajo 3º trimestre,2.50,0.25,2025-02-23
3097,1027,participation,Trabajo 1º trimestre,4.10,0.10,2025-05-13
3098,1028,exam,Examen 1º trimestre,5.80,0.40,2024-01-24
3099,1028,practical,Trabajo 2º trimestre,5.50,0.25,2023-12-14
3100,1028,coursework,Trabajo 3º trimestre,6.30,0.25,2024-04-17
3101,1028,participation,Trabajo 1º trimestre,7.80,0.10,2023-12-31
3102,1029,exam,Examen 1º trimestre,8.10,0.40,2024-04-17
3103,1029,practical,Trabajo 2º trimestre,6.00,0.25,2024-05-12
3104,1029,coursework,Trabajo 3º trimestre,7.00,0.25,2024-04-02
3105,1029,participation,Trabajo 1º trimestre,6.60,0.10,2024-04-19
3106,1030,exam,Examen 1º trimestre,4.70,0.70,2023-11-16
3107,1030,coursework,Trabajo 2º trimestre,9.00,0.30,2024-04-28
3108,1031,exam,Examen 1º trimestre,6.60,0.60,2022-12-03
3109,1031,coursework,Trabajo 2º trimestre,1.20,0.30,2022-11-19
3110,1031,participation,Trabajo 3º trimestre,4.80,0.10,2023-05-02
3111,1032,exam,Examen 1º trimestre,7.00,0.70,2023-06-01
3112,1032,coursework,Trabajo 2º trimestre,2.80,0.30,2022-10-08
3113,1033,exam,Examen 1º trimestre,2.60,0.70,2025-04-22
3114,1033,coursework,Trabajo 2º trimestre,4.80,0.30,2024-11-05
3115,1034,exam,Examen 1º trimestre,4.10,0.70,2025-05-20
3116,1034,coursework,Trabajo 2º trimestre,6.40,0.30,2025-01-05
3117,1035,exam,Examen 1º trimestre,5.10,0.40,2025-05-07
3118,1035,practical,Trabajo 2º trimestre,5.00,0.25,2025-04-12
3119,1035,coursework,Trabajo 3º trimestre,5.20,0.25,2024-10-20
3120,1035,participation,Trabajo 1º trimestre,6.80,0.10,2024-09-20
3121,1036,exam,Examen 1º trimestre,9.30,0.70,2023-12-18
3122,1036,coursework,Trabajo 2º trimestre,5.90,0.30,2023-10-08
3123,1037,exam,Examen 1º trimestre,9.10,0.35,2022-12-26
3124,1037,exam,Examen 2º trimestre,9.10,0.35,2023-04-22
3125,1037,coursework,Trabajo 3º trimestre,7.80,0.30,2022-12-17
3126,1038,exam,Examen 1º trimestre,5.70,0.60,2024-09-15
3127,1038,coursework,Trabajo 2º trimestre,7.10,0.30,2025-03-27
3128,1038,participation,Trabajo 3º trimestre,6.00,0.10,2025-03-20
3129,1039,exam,Examen 1º trimestre,9.30,0.70,2024-01-29
3130,1039,coursework,Trabajo 2º trimestre,7.80,0.30,2024-03-23
3131,1040,exam,Examen 1º trimestre,8.40,0.40,2025-06-09
3132,1040,practical,Trabajo 2º trimestre,9.60,0.25,2025-03-18
3133,1040,coursework,Trabajo 3º trimestre,9.30,0.25,2025-02-23
3134,1040,participation,Trabajo 1º trimestre,9.90,0.10,2024-12-25
3135,1041,exam,Examen 1º trimestre,6.80,0.60,2023-04-13
3136,1041,coursework,Trabajo 2º trimestre,10.00,0.30,2023-06-06
3137,1041,participation,Trabajo 3º trimestre,7.20,0.10,2022-09-11
3138,1042,exam,Examen 1º trimestre,4.20,0.60,2023-09-18
3139,1042,coursework,Trabajo 2º trimestre,4.40,0.30,2024-02-25
3140,1042,participation,Trabajo 3º trimestre,4.20,0.10,2023-12-05
3141,1043,exam,Examen 1º trimestre,4.20,0.40,2023-01-05
3142,1043,practical,Trabajo 2º trimestre,3.60,0.25,2022-09-17
3143,1043,coursework,Trabajo 3º trimestre,4.80,0.25,2022-10-04
3144,1043,participation,Trabajo 1º trimestre,9.50,0.10,2022-11-04
3145,1044,exam,Examen 1º trimestre,3.90,0.35,2025-04-23
3146,1044,exam,Examen 2º trimestre,3.90,0.35,2024-09-25
3147,1044,coursework,Trabajo 3º trimestre,7.90,0.30,2025-02-07
3148,1045,exam,Examen 1º trimestre,5.80,0.60,2024-02-25
3149,1045,coursework,Trabajo 2º trimestre,3.30,0.30,2024-06-08
3150,1045,participation,Trabajo 3º trimestre,4.30,0.10,2024-05-15
3151,1046,exam,Examen 1º trimestre,1.10,0.35,2024-02-20
3152,1046,exam,Examen 2º trimestre,0.00,0.35,2023-11-04
3153,1046,coursework,Trabajo 3º trimestre,1.50,0.30,2023-09-17
3154,1047,exam,Examen 1º trimestre,3.70,0.35,2025-03-17
3155,1047,exam,Examen 2º trimestre,0.30,0.35,2024-12-12
3156,1047,coursework,Trabajo 3º trimestre,3.00,0.30,2025-04-12
3157,1048,exam,Examen 1º trimestre,3.60,0.35,2024-05-03
3158,1048,exam,Examen 2º trimestre,1.10,0.35,2023-09-18
3159,1048,coursework,Trabajo 3º trimestre,1.90,0.30,2024-05-09
3160,1049,exam,Examen 1º trimestre,0.80,0.60,2025-02-05
3161,1049,coursework,Trabajo 2º trimestre,1.90,0.30,2024-11-06
3162,1049,participation,Trabajo 3º trimestre,4.00,0.10,2025-02-12
3163,1050,exam,Examen 1º trimestre,3.10,0.40,2022-11-06
3164,1050,practical,Trabajo 2º trimestre,2.60,0.25,2022-12-12
3165,1050,coursework,Trabajo 3º trimestre,2.20,0.25,2023-06-10
3166,1050,participation,Trabajo 1º trimestre,2.50,0.10,2022-11-21
3167,1051,exam,Examen 1º trimestre,6.70,0.40,2025-03-02
3168,1051,practical,Trabajo 2º trimestre,8.30,0.25,2024-12-13
3169,1051,coursework,Trabajo 3º trimestre,8.30,0.25,2025-02-02
3170,1051,participation,Trabajo 1º trimestre,10.00,0.10,2024-11-28
3171,1052,exam,Examen 1º trimestre,6.90,0.60,2024-12-27
3172,1052,coursework,Trabajo 2º trimestre,8.00,0.30,2025-04-22
3173,1052,participation,Trabajo 3º trimestre,9.30,0.10,2024-11-14
3174,1053,exam,Examen 1º trimestre,4.00,0.60,2024-04-22
3175,1053,coursework,Trabajo 2º trimestre,7.60,0.30,2023-11-14
3176,1053,participation,Trabajo 3º trimestre,7.40,0.10,2023-10-06
3177,1054,exam,Examen 1º trimestre,8.70,0.70,2023-06-06
3178,1054,coursework,Trabajo 2º trimestre,8.80,0.30,2023-02-14
3179,1055,exam,Examen 1º trimestre,9.50,0.70,2023-01-17
3180,1055,coursework,Trabajo 2º trimestre,6.30,0.30,2023-03-20
3181,1056,exam,Examen 1º trimestre,10.00,0.60,2023-04-15
