id,vehicle_id,dealership_id,service_date,mileage_km,service_type,parts_cost,labour_cost,total_cost
2132,360,,2023-10-13,61143,Oil and filter change,62.44,33.12,95.56
2133,360,21,2024-02-25,67838,Oil and filter change,63.46,37.44,100.90
2134,361,7,2020-02-27,1549,Suspension repair,195.67,124.80,320.47
2135,361,14,2021-01-31,5050,Tyre replacement,512.00,54.72,566.72
2136,361,8,2022-06-15,10214,Routine service,162.25,75.36,237.61
2137,361,23,2024-03-20,16866,Oil and filter change,80.83,46.08,126.91
2138,361,15,2025-03-18,20615,Tyre replacement,590.22,54.72,644.94
2139,361,,2025-05-17,21465,Tyre replacement,612.45,56.64,669.09
2140,362,9,2016-08-23,25589,Routine service,177.68,73.44,251.12
2141,362,3,2017-01-31,33731,Routine service,160.49,67.20,227.69
2142,362,4,2018-01-21,51683,Tyre replacement,221.95,48.48,270.43
2143,362,,2019-08-27,81166,Oil and filter change,37.48,39.36,76.84
2144,362,,2019-09-19,82330,Oil and filter change,52.90,39.84,92.74
2145,362,24,2019-09-25,82633,Routine service,147.54,87.84,235.38
2146,362,,2023-07-26,153433,Oil and filter change,84.95,35.04,119.99
2147,362,,2024-07-01,170678,Tyre replacement,602.91,56.16,659.07
2148,362,,2024-11-04,177050,Oil and filter change,85.48,39.36,124.84
2149,362,27,2024-12-07,178718,Routine service,77.33,86.88,164.21
2150,363,19,2017-04-25,21402,Routine service,158.42,80.16,238.58
2151,363,26,2018-01-25,35757,Routine service,89.15,62.40,151.55
2152,363,30,2019-10-20,68800,Oil and filter change,70.70,36.00,106.70
2153,363,,2020-01-21,73655,Clutch repair,593.64,325.92,919.56
2154,363,,2020-05-17,79762,Battery replacement,157.46,28.32,185.78
2155,363,16,2020-12-23,91246,Oil and filter change,64.93,38.88,103.81
2156,363,,2021-09-21,105445,Routine service,164.75,65.28,230.03
2157,363,24,2022-11-02,126691,Oil and filter change,61.56,43.20,104.76
2158,363,,2023-04-03,134625,Suspension repair,146.83,136.32,283.15
2159,363,,2023-07-11,139793,Oil and filter change,44.65,36.00,80.65
2160,364,25,2024-01-23,2012,Oil and filter change,86.04,33.60,119.64
2161,365,14,2023-08-07,27799,Air conditioning service,78.27,66.72,144.99
2162,365,,2025-05-10,47695,Brake replacement,117.32,102.72,220.04
2163,365,,2025-06-25,49121,Oil and filter change,88.35,44.16,132.51
2164,366,17,2021-03-23,280,Clutch repair,339.84,317.76,657.60
2165,366,29,2023-09-06,26797,Routine service,130.23,77.76,207.99
2166,366,30,2023-09-13,27166,Oil and filter change,53.39,35.04,88.43
2167,366,19,2023-10-18,28041,Oil and filter change,47.45,44.64,92.09
2168,366,5,2025-06-20,46133,Routine service,76.90,84.48,161.38
2169,367,3,2017-07-31,4513,Routine service,69.96,66.72,136.68
2170,367,16,2018-09-27,11235,Air conditioning service,93.67,65.28,158.95
2171,367,25,2018-11-13,11982,Oil and filter change,48.65,37.44,86.09
2172,367,20,2019-01-27,13174,Oil and filter change,75.86,37.44,113.30
2173,367,,2020-02-17,19308,Routine service,171.70,68.64,240.34
2174,367,,2020-03-18,19785,Routine service,74.10,88.32,162.42
2175,367,,2020-08-15,22168,Brake replacement,93.61,96.48,190.09
2176,367,,2023-08-07,39443,Brake replacement,112.91,96.48,209.39
2177,367,6,2024-03-20,43034,Clutch repair,502.61,278.40,781.01
2178,367,,2025-01-29,48040,Oil and filter change,40.11,37.44,77.55
2179,369,15,2020-02-25,19967,Routine service,109.08,71.04,180.12
2180,369,13,2022-01-19,52727,Air conditioning service,76.05,61.92,137.97
2181,369,,2022-04-07,56409,Tyre replacement,576.46,58.56,635.02
2182,369,,2023-11-09,83835,Clutch repair,582.89,264.00,846.89
2183,369,16,2024-01-26,87517,Timing belt replacement,437.96,205.92,643.88
2184,369,,2024-07-04,95070,Battery replacement,163.06,24.96,188.02
2185,370,4,2017-03-28,21022,Oil and filter change,41.62,35.52,77.14
2186,370,1,2018-03-29,33595,Tyre replacement,350.01,59.04,409.05
2187,370,,2018-09-23,39709,Oil and filter change,64.72,35.52,100.24
2188,370,18,2020-11-30,67156,Routine service,100.22,75.36,175.58
2189,370,,2020-12-06,67362,Brake replacement,195.52,92.16,287.68
2190,370,,2021-03-06,70454,Routine service,126.16,67.68,193.84
2191,370,,2022-03-26,83679,Routine service,81.17,70.08,151.25
2192,370,,2022-12-13,92679,Brake replacement,210.63,101.76,312.39
2193,370,30,2023-03-10,95667,Clutch repair,298.82,268.32,567.14
2194,370,12,2024-08-11,113530,Oil and filter change,47.10,41.76,88.86
2195,371,7,2017-04-16,16519,Routine service,176.54,86.88,263.42
2196,371,26,2018-01-22,29343,Routine service,79.83,65.28,145.11
2197,371,,2019-08-22,55674,Routine service,75.69,80.16,155.85
2198,371,,2019-11-26,60055,Oil and filter change,50.43,38.88,89.31
2199,371,,2020-04-27,67037,Tyre replacement,173.71,43.20,216.91
2200,371,21,2020-06-13,69182,Routine service,78.55,82.56,161.11
2201,371,,2022-04-24,100214,Battery replacement,88.48,25.44,113.92
2202,371,1,2023-03-12,114908,Brake replacement,99.86,113.76,213.62
2203,371,,2024-02-14,130379,Oil and filter change,43.25,46.08,89.33
2204,371,,2024-12-04,143795,Routine service,152.23,71.04,223.27
2205,373,5,2019-12-29,13343,Brake replacement,224.06,96.96,321.02
2206,373,29,2020-09-19,24257,Battery replacement,123.50,29.28,152.78
2207,373,17,2020-11-17,26686,Oil and filter change,84.54,46.56,131.10
2208,373,10,2021-12-01,42295,Tyre replacement,367.68,53.28,420.96
2209,373,25,2023-10-28,70958,Air conditioning service,68.16,53.76,121.92
2210,373,,2024-04-22,78248,Oil and filter change,38.27,38.40,76.67
2211,373,9,2024-08-09,82737,Battery replacement,121.31,24.96,146.27
2212,374,6,2020-02-06,3079,Oil and filter change,74.74,38.88,113.62
2213,374,3,2020-03-31,5719,Oil and filter change,73.72,39.36,113.08
2214,374,7,2020-11-04,16376,Brake replacement,147.89,98.88,246.77
2215,374,6,2022-03-15,40622,Oil and filter change,60.57,41.76,102.33
2216,374,18,2022-11-13,52501,Clutch repair,439.42,252.96,692.38
2217,374,24,2023-10-03,68339,Battery replacement,188.93,26.40,215.33
2218,375,29,2020-10-21,1890,Oil and filter change,35.99,38.88,74.87
2219,375,19,2021-04-23,5713,Oil and filter change,67.95,38.40,106.35
2220,375,2,2021-12-29,10908,Oil and filter change,77.09,44.16,121.25
2221,375,,2024-01-27,26677,Routine service,125.95,84.00,209.95
2222,375,,2025-04-09,35778,Routine service,64.33,69.12,133.45
2223,376,18,2022-01-22,10806,Routine service,135.27,68.16,203.43
2224,376,22,2022-05-19,16798,Routine service,137.74,73.92,211.66
2225,376,3,2023-07-14,38359,Routine service,122.21,73.92,196.13
2226,376,29,2025-04-02,70521,Tyre replacement,163.26,58.08,221.34
2227,378,2,2015-10-20,2876,Routine service,172.30,82.08,254.38
2228,378,2,2015-12-02,5210,Tyre replacement,296.12,45.12,341.24
2229,378,26,2016-01-29,8358,Oil and filter change,70.23,46.56,116.79
2230,378,24,2016-10-22,22849,Routine service,103.84,85.92,189.76
2231,378,,2019-01-16,67136,Timing belt replacement,222.05,267.36,489.41
2232,378,29,2019-05-08,73214,Oil and filter change,83.64,35.52,119.16
2233,378,4,2019-12-08,84829,Clutch repair,604.85,239.52,844.37
2234,378,,2020-01-03,86240,Oil and filter change,87.63,42.72,130.35
2235,378,10,2022-06-01,134001,Oil and filter change,46.69,33.60,80.29
2236,378,,2024-10-31,181924,Oil and filter change,48.66,37.44,86.10
2237,378,,2025-01-29,186809,Brake replacement,219.32,97.44,316.76
2238,379,14,2022-12-31,10240,Air conditioning service,104.84,70.56,175.40
2239,379,12,2024-04-21,27812,Battery replacement,176.55,21.12,197.67
2240,380,9,2023-04-16,2365,Brake replacement,97.67,115.68,213.35
2241,380,7,2023-06-15,3742,Routine service,111.40,77.76,189.16
2242,380,18,2025-06-26,20781,Oil and filter change,76.22,33.12,109.34
2243,382,3,2022-01-30,861,Timing belt replacement,556.71,192.96,749.67
2244,382,3,2022-06-18,5211,Routine service,143.65,77.28,220.93
2245,382,28,2022-10-31,10237,Tyre replacement,506.72,55.20,561.92
2246,384,23,2014-09-16,12143,Battery replacement,146.04,24.00,170.04
2247,384,14,2015-09-01,26850,Routine service,87.77,80.16,167.93
2248,384,,2017-11-09,60466,Timing belt replacement,540.92,189.12,730.04
2249,384,,2018-01-21,63534,Routine service,175.70,77.76,253.46
2250,384,,2022-08-19,133749,Oil and filter change,89.11,41.76,130.87
2251,384,,2022-12-04,138246,Brake replacement,308.97,98.88,407.85
2252,384,,2023-01-23,140347,Suspension repair,279.41,163.20,442.61
2253,384,26,2023-03-06,142111,Routine service,102.38,71.04,173.42
2254,384,7,2023-10-10,151272,Tyre replacement,506.14,44.64,550.78
2255,384,,2023-10-27,152031,Routine service,161.12,81.60,242.72
2256,384,,2024-02-11,156482,Bodywork repair,691.45,332.64,1024.09
2257,384,,2024-03-25,158289,Routine service,73.07,84.96,158.03
2258,385,6,2025-06-23,909,Routine service,107.47,74.88,182.35
2259,386,4,2023-10-06,675,Brake replacement,224.29,115.68,339.97
2260,386,28,2024-07-16,3992,Timing belt replacement,405.95,259.68,665.63
2261,386,15,2025-03-04,6721,Routine service,72.03,70.56,142.59
2262,388,24,2020-05-08,3285,Oil and filter change,74.41,46.56,120.97
2263,388,26,2021-08-13,5815,Brake replacement,244.23,109.44,353.67
2264,388,,2022-02-19,6855,Oil and filter change,69.79,46.56,116.35
2265,388,8,2022-08-02,7753,Oil and filter change,76.52,47.52,124.04
2266,388,16,2023-11-27,10392,Tyre replacement,214.95,56.16,271.11
2267,388,,2023-12-05,10487,Routine service,150.27,86.40,236.67
2268,388,16,2024-01-05,11012,Air conditioning service,95.45,51.36,146.81
2269,389,30,2025-06-16,589,Bodywork repair,745.38,302.40,1047.78
2270,391,16,2016-07-28,5336,Routine service,95.39,71.52,166.91
2271,391,6,2017-04-20,14098,Tyre replacement,516.44,45.60,562.04
2272,391,13,2019-01-05,34686,Brake replacement,187.43,91.20,278.63
2273,391,,2019-11-28,45458,Routine service,133.00,76.80,209.80
2274,391,,2022-07-04,76719,Brake replacement,138.83,105.12,243.95
2275,391,,2022-10-09,79914,Suspension repair,392.51,135.36,527.87
2276,391,,2024-04-06,97867,Oil and filter change,73.91,43.20,117.11
2277,391,,2024-09-02,102775,Routine service,128.43,80.64,209.07
2278,391,28,2024-11-19,105345,Routine service,110.73,89.28,200.01
2279,391,,2024-11-30,105769,Brake replacement,319.99,109.92,429.91
2280,392,28,2018-07-18,5551,Oil and filter change,80.96,38.40,119.36
2281,392,12,2019-01-17,11356,Oil and filter change,64.93,46.08,111.01
2282,392,30,2019-09-15,19000,Timing belt replacement,492.77,230.88,723.65
2283,392,,2021-04-23,37589,Timing belt replacement,509.12,188.16,697.28
2284,392,,2023-06-14,62395,Routine service,110.66,83.04,193.70
2285,392,26,2023-09-25,65662,Routine service,99.23,66.72,165.95
2286,392,,2024-01-28,69627,Routine service,119.07,83.04,202.11
2287,392,24,2024-02-20,70410,Oil and filter change,60.56,34.08,94.64
2288,392,,2024-10-22,78129,Routine service,128.00,61.92,189.92
2289,395,20,2021-04-04,8396,Routine service,72.44,68.64,141.08
2290,395,5,2021-05-21,9641,Clutch repair,749.70,324.00,1073.70
2291,395,26,2022-02-17,16845,Tyre replacement,506.77,48.00,554.77
2292,395,25,2022-07-04,20474,Brake replacement,209.61,115.68,325.29
2293,395,17,2023-03-12,27122,Routine service,131.76,72.48,204.24
2294,396,8,2023-03-16,10699,Clutch repair,762.48,288.00,1050.48
2295,396,11,2023-08-21,14793,Routine service,98.34,81.12,179.46
2296,396,29,2023-09-04,15155,Oil and filter change,40.25,39.84,80.09
2297,396,4,2023-09-17,15499,Timing belt replacement,428.93,190.56,619.49
2298,397,20,2022-09-17,16949,Oil and filter change,36.00,34.08,70.08
2299,397,5,2023-10-12,33684,Timing belt replacement,307.49,249.60,557.09
2300,397,,2025-01-26,53937,Tyre replacement,215.49,49.44,264.93
2301,397,,2025-02-20,55010,Brake replacement,244.20,110.88,355.08
2302,398,22,2021-12-01,7386,Tyre replacement,286.56,50.88,337.44
2303,398,30,2022-03-30,12242,Oil and filter change,36.20,48.00,84.20
2304,398,24,2022-04-19,13058,Air conditioning service,52.17,69.12,121.29
2305,398,12,2024-02-29,40847,Battery replacement,192.96,22.08,215.04
2306,399,11,2022-03-01,5712,Routine service,145.95,87.36,233.31
2307,399,12,2024-01-30,17794,Battery replacement,104.75,26.88,131.63
2308,399,,2024-08-25,21384,Tyre replacement,166.40,42.72,209.12
2309,399,,2025-01-09,23749,Clutch repair,427.12,295.20,722.32
2310,400,5,2013-06-06,4071,Air conditioning service,71.61,66.72,138.33
2311,400,25,2014-12-10,13434,Oil and filter change,58.66,47.52,106.18
2312,400,23,2015-06-24,16759,Oil and filter change,43.80,41.76,85.56
2313,400,,2018-04-10,34077,Suspension repair,236.47,153.12,389.59
2314,400,23,2018-07-15,35706,Oil and filter change,40.81,48.00,88.81
2315,400,,2018-07-20,36034,Clutch repair,574.47,329.76,904.23
2316,400,,2019-02-06,39200,Tyre replacement,295.93,46.08,342.01
2317,400,,2019-03-31,40099,Timing belt replacement,526.71,238.56,765.27
2318,400,,2019-09-21,43050,Brake replacement,298.72,118.08,416.80
2319,400,,2020-11-15,50192,Brake replacement,291.25,81.60,372.85
2320,400,,2020-12-08,50582,Oil and filter change,48.27,38.88,87.15
2321,400,,2021-07-22,54415,Routine service,173.30,86.88,260.18
2322,400,30,2022-07-30,60742,Routine service,66.49,83.52,150.01
2323,400,27,2022-10-09,61947,Oil and filter change,73.52,33.60,107.12
2324,400,5,2023-02-27,64338,Routine service,95.00,66.72,161.72
2325,401,18,2023-01-07,1431,Routine service,146.55,72.48,219.03
2326,401,1,2024-03-01,7742,Routine service,115.66,65.28,180.94
2327,401,10,2025-02-09,12939,Timing belt replacement,285.80,240.96,526.76
2328,402,26,2020-08-06,11745,Routine service,62.36,61.44,123.80
2329,402,3,2022-01-14,26386,Routine service,158.65,80.16,238.81
2330,402,4,2022-05-10,29615,Brake replacement,215.21,102.72,317.93
2331,402,22,2025-01-17,56976,Oil and filter change,83.47,33.12,116.59
2332,402,,2025-06-20,61262,Air conditioning service,112.97,54.72,167.69
2333,403,21,2020-02-23,565,Oil and filter change,46.17,42.24,88.41
2334,403,29,2020-06-24,4198,Brake replacement,305.51,103.68,409.19
2335,403,21,2020-10-18,7653,Tyre replacement,443.11,43.68,486.79
2336,403,12,2021-08-14,16587,Oil and filter change,38.22,44.16,82.38
2337,403,,2024-06-13,47379,Tyre replacement,210.55,51.36,261.91
2338,403,,2024-07-17,48391,Brake replacement,281.16,93.60,374.76
2339,404,9,2016-10-28,14558,Brake replacement,209.91,94.56,304.47
2340,404,1,2017-06-08,22674,Air conditioning service,69.79,66.24,136.03
2341,404,30,2018-09-01,39053,Routine service,145.10,83.04,228.14
2342,404,,2018-09-30,40108,Tyre replacement,440.93,48.00,488.93
2343,404,7,2019-06-25,49862,Oil and filter change,73.21,36.96,110.17
2344,404,16,2020-12-27,69916,Routine service,99.03,72.48,171.51
2345,404,,2022-01-11,83747,Routine service,176.61,80.16,256.77
2346,404,15,2023-08-13,104820,Routine service,146.54,79.68,226.22
2347,404,,2024-10-23,120725,Routine service,123.37,80.16,203.53
2348,404,22,2025-06-29,129788,Brake replacement,122.75,114.24,236.99
2349,405,3,2016-02-18,7629,Air conditioning service,117.48,58.08,175.56
2350,405,12,2016-07-27,13104,Routine service,129.47,67.20,196.67
2351,405,22,2017-05-07,22821,Routine service,144.14,62.40,206.54
2352,405,25,2017-07-18,25285,Routine service,122.84,72.48,195.32
2353,405,1,2018-03-02,33051,Routine service,114.22,78.72,192.94
2354,405,,2019-03-29,46464,Routine service,106.11,82.56,188.67
2355,405,,2020-07-26,63058,Suspension repair,357.81,166.08,523.89
2356,405,,2020-09-16,64837,Oil and filter change,82.27,46.08,128.35
2357,405,,2020-10-04,65453,Routine service,70.81,68.64,139.45
2358,405,8,2024-10-21,116023,Routine service,174.23,62.88,237.11
2359,405,,2025-04-08,121806,Oil and filter change,74.44,47.04,121.48
2360,405,9,2025-06-14,124098,Routine service,165.18,61.44,226.62
2361,406,12,2022-07-22,36043,Routine service,157.25,85.92,243.17
2362,406,15,2022-08-15,36985,Oil and filter change,74.60,36.96,111.56
2363,406,,2023-03-23,45613,Routine service,125.60,88.80,214.40
2364,406,,2023-10-09,53457,Clutch repair,380.96,250.08,631.04
2365,406,7,2024-10-02,67538,Battery replacement,209.10,25.92,235.02
2366,406,26,2025-03-05,73578,Brake replacement,110.56,92.16,202.72
2367,407,2,2023-12-11,1268,Routine service,163.64,73.44,237.08
2368,408,14,2024-01-07,2875,Clutch repair,719.46,324.00,1043.46
2369,408,26,2024-02-12,3988,Routine service,134.92,78.72,213.64
2370,409,3,2016-01-31,81,Timing belt replacement,475.72,254.40,730.12
2371,409,23,2016-03-24,2658,Air conditioning service,42.65,50.88,93.53
2372,409,29,2017-05-12,23420,Routine service,76.67,82.08,158.75
2373,409,24,2017-06-04,24574,Brake replacement,152.78,101.28,254.06
2374,409,9,2018-07-29,45638,Routine service,171.60,88.32,259.92
2375,409,4,2021-02-09,92078,Oil and filter change,53.01,48.00,101.01
2376,409,,2021-08-21,101758,Brake replacement,117.56,117.12,234.68
2377,409,,2022-07-04,117656,Routine service,123.16,86.88,210.04
2378,409,25,2024-07-20,155119,Oil and filter change,42.64,33.60,76.24
2379,409,,2025-05-09,169814,Routine service,137.34,64.80,202.14
2380,411,12,2021-01-09,3496,Oil and filter change,48.43,48.00,96.43
2381,411,11,2022-09-04,26668,Air conditioning service,121.91,66.24,188.15
2382,411,28,2022-11-16,29473,Tyre replacement,368.61,55.20,423.81
2383,411,,2024-04-01,48764,Oil and filter change,68.50,47.52,116.02
2384,411,,2024-04-03,49032,Routine service,139.26,67.68,206.94
2385,412,19,2010-09-30,5878,Suspension repair,145.20,174.24,319.44
2386,412,5,2011-09-29,22339,Oil and filter change,45.79,44.16,89.95
2387,412,20,2011-12-05,25369,Oil and filter change,84.52,47.52,132.04
2388,412,23,2011-12-10,26000,Oil and filter change,36.22,37.92,74.14
2389,412,20,2014-06-21,67381,Oil and filter change,88.47,45.60,134.07
2390,412,,2016-02-16,94740,Oil and filter change,76.62,41.28,117.90
2391,412,,2016-12-12,108307,Routine service,95.38,71.52,166.90
2392,412,,2019-07-07,150681,Air conditioning service,92.29,66.72,159.01
2393,412,,2019-09-16,153891,Battery replacement,100.79,25.92,126.71
2394,412,,2019-11-30,157283,Tyre replacement,209.28,49.44,258.72
2395,412,5,2020-07-04,167096,Routine service,118.99,65.76,184.75
2396,412,,2020-11-18,173292,Oil and filter change,77.24,34.08,111.32
2397,412,,2021-10-24,188667,Tyre replacement,243.66,59.52,303.18
2398,412,,2022-10-11,204586,Oil and filter change,55.88,40.80,96.68
2399,412,,2024-09-05,236015,Routine service,112.77,72.48,185.25
2400,413,21,2018-07-06,4522,Timing belt replacement,239.36,245.28,484.64
2401,413,2,2019-05-31,26732,Routine service,94.45,85.92,180.37
2402,413,18,2019-10-29,36925,Oil and filter change,35.31,47.04,82.35
2403,413,15,2019-11-18,38275,Routine service,63.30,67.20,130.50
2404,413,,2023-07-07,127855,Brake replacement,181.80,88.80,270.60
2405,413,,2024-09-21,157693,Oil and filter change,63.22,34.08,97.30
2406,413,,2025-06-02,174839,Oil and filter change,80.26,34.08,114.34
2407,413,,2025-06-27,176527,Routine service,78.15,64.32,142.47
2408,414,20,2015-02-16,30904,Oil and filter change,37.66,45.60,83.26
2409,414,14,2015-04-07,32774,Routine service,67.14,80.64,147.78
2410,414,3,2016-08-24,51669,Oil and filter change,63.90,36.48,100.38
2411,414,,2017-01-08,56794,Brake replacement,319.15,117.60,436.75
2412,414,4,2018-03-07,72621,Oil and filter change,84.60,45.60,130.20
2413,414,,2019-01-19,84518,Routine service,125.49,72.48,197.97
2414,414,28,2019-12-19,97015,Suspension repair,324.93,166.56,491.49
2415,414,,2020-05-24,102889,Oil and filter change,88.76,46.08,134.84
2416,414,,2021-07-04,118079,Routine service,161.18,71.04,232.22
2417,414,,2021-09-23,121109,Oil and filter change,63.63,32.64,96.27
2418,414,,2022-12-07,137572,Oil and filter change,54.31,46.56,100.87
2419,414,,2023-08-15,146963,Tyre replacement,488.43,47.52,535.95
2420,414,,2024-10-11,162789,Routine service,101.23,68.64,169.87
2421,414,,2025-05-04,170459,Routine service,132.42,84.48,216.90
2422,415,13,2023-08-19,6501,Routine service,168.46,74.40,242.86
2423,415,9,2024-06-06,16237,Air conditioning service,112.08,57.60,169.68
2424,415,20,2024-08-23,18838,Bodywork repair,410.80,313.44,724.24
2425,416,21,2021-02-09,35348,Battery replacement,98.85,22.56,121.41
2426,416,,2022-06-20,58977,Routine service,157.53,85.92,243.45
2427,416,24,2023-04-23,73602,Bodywork repair,660.91,335.04,995.95
2428,416,,2023-10-05,81462,Timing belt replacement,440.29,252.48,692.77
2429,416,,2025-01-24,104186,Routine service,99.35,65.76,165.11
2430,416,17,2025-03-20,106806,Oil and filter change,82.54,40.32,122.86
2431,417,5,2019-08-27,2716,Oil and filter change,76.29,44.64,120.93
2432,417,25,2019-09-02,2921,Oil and filter change,57.12,39.84,96.96
2433,417,26,2020-06-26,11500,Routine service,109.79,88.80,198.59
2434,417,8,2021-05-24,21094,Tyre replacement,261.29,47.52,308.81
2435,417,15,2021-08-17,23550,Brake replacement,239.75,115.20,354.95
2436,417,,2023-01-17,38519,Oil and filter change,46.96,43.68,90.64
2437,417,,2023-12-05,47824,Routine service,140.33,76.80,217.13
2438,419,6,2021-01-01,3898,Brake replacement,121.46,85.44,206.90
2439,419,20,2021-01-04,4667,Routine service,168.67,84.48,253.15
2440,419,12,2021-04-26,7902,Suspension repair,255.76,145.44,401.20
2441,419,18,2024-10-27,52460,Oil and filter change,62.60,41.76,104.36
2442,420,27,2014-11-14,34087,Routine service,123.91,63.84,187.75
2443,420,,2015-10-25,47890,Brake replacement,195.86,95.04,290.90
2444,420,,2015-12-07,49610,Tyre replacement,253.10,41.76,294.86
2445,420,,2016-03-08,53291,Brake replacement,276.58,107.52,384.10
2446,420,25,2016-05-05,55611,Clutch repair,296.88,273.60,570.48
2447,420,,2016-05-09,56452,Oil and filter change,54.13,44.64,98.77
2448,420,6,2016-11-17,63453,Routine service,136.96,89.76,226.72
2449,420,,2018-12-02,93259,Tyre replacement,496.99,52.80,549.79
2450,420,,2020-05-01,113904,Oil and filter change,46.55,42.72,89.27
2451,420,15,2021-09-15,133988,Brake replacement,124.24,118.56,242.80
2452,420,,2024-06-14,174116,Routine service,128.20,84.00,212.20
2453,420,,2024-09-06,177477,Bodywork repair,262.39,349.92,612.31
2454,420,,2024-12-25,181878,Brake replacement,274.89,107.52,382.41
2455,421,4,2024-12-07,9568,Routine service,98.19,80.64,178.83
2456,422,11,2023-10-27,8936,Oil and filter change,67.36,43.68,111.04
2457,422,12,2025-02-06,24312,Routine service,136.49,62.88,199.37
2458,422,11,2025-06-09,28354,Battery replacement,164.91,25.92,190.83
2459,423,25,2018-11-18,1724,Tyre replacement,434.54,51.84,486.38
2460,423,,2021-10-30,65752,Routine service,113.44,84.00,197.44
2461,423,,2021-11-08,66584,Routine service,172.83,89.28,262.11
2462,423,5,2021-11-12,67273,Oil and filter change,69.73,36.96,106.69
2463,423,22,2023-08-01,103800,Battery replacement,169.04,25.92,194.96
2464,423,,2023-10-17,108378,Routine service,111.48,78.72,190.20
2465,423,,2024-11-25,132456,Battery replacement,170.71,26.88,197.59
2466,424,1,2021-07-18,4957,Oil and filter change,75.94,35.52,111.46
2467,424,23,2022-10-05,24267,Tyre replacement,464.94,54.72,519.66
2468,424,1,2023-05-10,33704,Routine service,68.26,85.44,153.70
2469,424,12,2024-09-12,55057,Routine service,75.06,80.64,155.70
2470,425,12,2023-08-28,2228,Oil and filter change,55.83,40.32,96.15
2471,425,2,2023-09-05,2666,Routine service,72.62,73.44,146.06
2472,425,19,2025-03-25,25105,Battery replacement,153.52,27.84,181.36
2473,425,6,2025-06-08,28089,Clutch repair,351.36,251.04,602.40
2474,426,14,2016-02-04,3522,Air conditioning service,83.77,57.60,141.37
2475,426,22,2016-04-17,5485,Clutch repair,728.82,294.24,1023.06
2476,426,26,2017-10-04,19870,Oil and filter change,63.33,39.84,103.17
2477,426,30,2018-09-04,28878,Routine service,179.65,87.36,267.01
2478,426,19,2019-06-06,36272,Routine service,140.03,88.32,228.35
2479,426,,2019-11-03,40306,Routine service,140.42,65.28,205.70
2480,426,19,2022-01-20,62058,Battery replacement,93.34,23.04,116.38
2481,426,,2022-06-06,65742,Battery replacement,205.21,22.08,227.29
2482,426,24,2022-06-26,66280,Routine service,178.00,76.80,254.80
2483,426,28,2023-01-08,71550,Brake replacement,172.76,106.08,278.84
2484,427,9,2019-07-07,18061,Oil and filter change,48.65,39.84,88.49
2485,427,7,2020-01-19,24715,Air conditioning service,112.32,54.72,167.04
2486,427,10,2020-06-20,29909,Clutch repair,541.29,229.44,770.73
2487,427,,2022-08-21,56797,Oil and filter change,35.06,37.44,72.50
2488,427,,2022-10-28,59106,Routine service,65.19,68.64,133.83
2489,427,,2023-02-04,62467,Battery replacement,94.75,25.92,120.67
2490,427,14,2023-07-01,67457,Timing belt replacement,370.36,237.12,607.48
2491,427,,2024-03-04,75843,Routine service,169.46,85.44,254.90
2492,428,3,2025-05-21,16948,Tyre replacement,482.06,42.24,524.30
2493,430,25,2025-06-20,5979,Oil and filter change,80.35,39.36,119.71
2494,431,18,2012-06-09,659,Oil and filter change,38.58,47.52,86.10
2495,431,3,2013-01-11,13614,Tyre replacement,283.96,43.68,327.64
2496,431,30,2013-11-19,32327,Routine service,106.48,66.72,173.20
2497,431,17,2014-11-26,54638,Routine service,133.38,64.80,198.18
2498,431,22,2014-12-29,56617,Routine service,66.59,73.44,140.03
2499,431,,2015-09-11,71971,Routine service,138.16,78.24,216.40
2500,431,17,2015-10-13,73891,Oil and filter change,69.26,41.28,110.54
2501,431,,2016-08-30,93203,Routine service,105.16,88.32,193.48
2502,431,28,2016-10-30,96862,Clutch repair,522.36,254.40,776.76
2503,431,,2018-12-17,143523,Air conditioning service,99.75,57.12,156.87
2504,431,27,2019-07-08,155699,Routine service,106.03,72.96,178.99
2505,431,26,2020-10-05,182988,Routine service,62.69,76.80,139.49
2506,431,16,2020-11-15,185447,Routine service,62.10,86.40,148.50
2507,431,22,2021-07-31,200921,Oil and filter change,81.20,38.40,119.60
2508,434,15,2025-06-02,115,Oil and filter change,72.89,38.40,111.29
2509,435,3,2016-01-29,4214,Routine service,179.89,71.04,250.93
2510,435,15,2016-04-14,7295,Clutch repair,580.78,302.88,883.66
2511,435,2,2016-05-10,8348,Brake replacement,304.00,109.44,413.44
2512,435,4,2016-11-10,15806,Routine service,118.95,84.96,203.91
2513,435,7,2016-12-31,17873,Oil and filter change,77.87,47.52,125.39
2514,435,3,2017-04-17,22209,Brake replacement,212.14,118.08,330.22
2515,435,10,2018-01-05,32868,Oil and filter change,76.11,33.60,109.71
2516,435,,2018-10-30,44946,Tyre replacement,224.82,56.64,281.46
2517,435,,2021-03-10,79881,Oil and filter change,50.57,39.36,89.93
2518,435,,2024-03-22,124787,Oil and filter change,87.71,47.04,134.75
2519,435,,2024-09-22,132244,Routine service,72.73,79.20,151.93
2520,436,9,2016-12-06,1171,Oil and filter change,62.11,43.20,105.31
2521,436,23,2018-01-14,13631,Routine service,64.56,84.96,149.52
2522,436,14,2018-07-25,19552,Oil and filter change,68.17,40.32,108.49
2523,436,4,2019-02-06,25597,Brake replacement,199.62,99.84,299.46
2524,436,16,2019-03-16,26768,Tyre replacement,437.89,59.04,496.93
