id,vehicle_id,inspection_date,result,defects,mileage_km,next_due,station_code
782,438,2020-11-12,favourable,,72189,2022-11-12,ITV-7481
783,438,2022-11-13,negative,Seat belt retractor faulty,96252,2024-11-12,ITV-5543
784,438,2024-11-12,favourable,,120316,2025-11-12,ITV-6186
785,440,2014-05-20,favourable,,42536,2016-05-19,ITV-1532
786,440,2016-05-19,unfavourable,Seat belt retractor faulty,63805,2018-05-19,ITV-3409
787,440,2018-05-20,unfavourable,Faulty dipped beam alignment,85073,2020-05-19,ITV-2143
788,440,2020-05-19,favourable,,106342,2021-05-19,ITV-9885
789,440,2021-05-19,favourable,,116976,2022-05-19,ITV-6819
790,440,2022-05-20,favourable,,127610,2023-05-20,ITV-8358
791,440,2023-05-20,favourable,,138244,2024-05-19,ITV-3691
792,440,2024-05-19,favourable,,148878,2025-05-19,ITV-4298
793,440,2025-05-19,favourable,,159513,2026-05-19,ITV-2379
794,443,2023-10-23,favourable,,73765,2025-10-22,ITV-3449
795,445,2023-02-18,favourable,,58291,2025-02-17,ITV-5053
796,445,2025-02-17,favourable,,87437,2027-02-17,ITV-6795
797,447,2018-03-05,unfavourable,Windscreen chip in swept area,23752,2020-03-04,ITV-4595
798,447,2020-03-04,unfavourable,Excessive brake imbalance,35628,2022-03-04,ITV-2311
799,447,2022-03-05,favourable,,47504,2024-03-04,ITV-6522
800,447,2024-03-04,favourable,,59380,2025-03-04,ITV-2894
801,447,2025-03-04,unfavourable,Excessive steering play,65318,2026-03-04,ITV-4013
802,448,2022-03-10,favourable,,7999,2024-03-09,ITV-9299
803,448,2024-03-09,favourable,,11999,2026-03-09,ITV-2459
804,449,2017-04-17,favourable,,53312,2019-04-17,ITV-0011
805,449,2019-04-17,favourable,,79969,2021-04-16,ITV-5887
806,449,2021-04-17,favourable,,106625,2023-04-17,ITV-7732
807,449,2023-04-17,favourable,,133282,2024-04-16,ITV-3485
808,449,2024-04-16,favourable,,146610,2025-04-16,ITV-1814
809,449,2025-04-17,unfavourable,Suspension bush play,159938,2026-04-17,ITV-0634
810,450,2019-11-27,favourable,,37049,2021-11-26,ITV-2259
811,450,2021-11-26,favourable,,55573,2023-11-26,ITV-2716
812,450,2023-11-27,favourable,,74098,2025-11-26,ITV-0411
813,451,2024-12-19,favourable,,34611,2026-12-19,ITV-8904
814,452,2023-03-21,favourable,,24877,2025-03-20,ITV-4430
815,452,2025-03-20,favourable,,37316,2027-03-20,ITV-3360
816,453,2025-03-12,unfavourable,Suspension bush play,47849,2027-03-12,ITV-1971
817,456,2021-10-28,unfavourable,Handbrake efficiency below threshold,56382,2023-10-28,ITV-5482
818,456,2023-10-28,favourable,,84573,2025-10-27,ITV-3588
819,460,2016-03-14,favourable,,72061,2018-03-14,ITV-9219
820,460,2018-03-14,unfavourable,Emissions above limit,108091,2020-03-13,ITV-9320
821,460,2020-03-14,unfavourable,Windscreen chip in swept area,144122,2022-03-14,ITV-5552
822,460,2022-03-14,unfavourable,Seat belt retractor faulty,180152,2023-03-14,ITV-8477
823,460,2023-03-14,favourable,,198167,2024-03-13,ITV-3908
824,460,2024-03-14,favourable,,216183,2025-03-14,ITV-0490
825,460,2025-03-14,favourable,,234198,2026-03-14,ITV-9449
826,463,2021-02-25,favourable,,46896,2023-02-25,ITV-8168
827,463,2023-02-25,favourable,,70345,2025-02-24,ITV-1333
828,463,2025-02-25,favourable,,93793,2027-02-25,ITV-3401
829,464,2020-10-01,negative,Excessive brake imbalance,46786,2022-10-01,ITV-3002
830,464,2022-10-01,favourable,,70180,2024-09-30,ITV-7818
831,464,2024-10-01,favourable,,93573,2026-10-01,ITV-7358
832,465,2023-12-24,favourable,,43809,2025-12-23,ITV-5994
833,469,2023-10-13,favourable,,40068,2025-10-12,ITV-3388
834,470,2019-11-09,favourable,,72420,2021-11-08,ITV-7755
835,470,2021-11-08,favourable,,108630,2023-11-08,ITV-0583
836,470,2023-11-09,favourable,,144841,2025-11-08,ITV-0755
837,471,2024-10-28,favourable,,38806,2026-10-28,ITV-5609
838,472,2019-04-13,unfavourable,Seat belt retractor faulty,51488,2021-04-12,ITV-7979
839,472,2021-04-12,favourable,,77232,2023-04-12,ITV-8160
840,472,2023-04-13,favourable,,102977,2025-04-12,ITV-7572
841,472,2025-04-12,favourable,,128721,2026-04-12,ITV-8766
842,473,2017-09-01,unfavourable,Worn front tyre below 1.6mm,64550,2019-09-01,ITV-4130
843,473,2019-09-01,unfavourable,Excessive brake imbalance,96826,2021-08-31,ITV-3142
844,473,2021-09-01,negative,Handbrake efficiency below threshold,129101,2023-09-01,ITV-0122
845,473,2023-09-01,favourable,,161377,2024-08-31,ITV-4184
846,473,2024-08-31,favourable,,177514,2025-08-31,ITV-0419
847,476,2025-02-10,favourable,,39409,2027-02-10,ITV-5425
848,477,2019-06-20,favourable,,44098,2021-06-19,ITV-4316
849,477,2021-06-19,favourable,,66148,2023-06-19,ITV-4757
850,477,2023-06-20,favourable,,88197,2025-06-19,ITV-0967
851,477,2025-06-19,favourable,,110247,2026-06-19,ITV-8167
852,479,2021-01-08,favourable,,45775,2023-01-08,ITV-3885
853,479,2023-01-08,favourable,,68662,2025-01-07,ITV-9724
854,479,2025-01-08,favourable,,91550,2027-01-08,ITV-4989
855,480,2024-10-07,negative,Corroded exhaust mounting,59608,2026-10-07,ITV-2496
856,481,2022-01-31,favourable,,46767,2024-01-31,ITV-4291
857,481,2024-01-31,favourable,,70150,2026-01-30,ITV-4167
858,482,2023-12-11,favourable,,84890,2025-12-10,ITV-9268
859,484,2016-05-05,favourable,,26026,2018-05-05,ITV-1254
860,484,2018-05-05,favourable,,39039,2020-05-04,ITV-9905
861,484,2020-05-05,favourable,,52052,2022-05-05,ITV-0382
862,484,2022-05-05,favourable,,65066,2023-05-05,ITV-3055
863,484,2023-05-05,favourable,,71572,2024-05-04,ITV-4327
864,484,2024-05-05,unfavourable,Handbrake efficiency below threshold,78079,2025-05-05,ITV-3078
865,484,2025-05-05,favourable,,84585,2026-05-05,ITV-0864
866,486,2024-09-13,favourable,,19340,2026-09-13,ITV-3061
867,490,2021-03-30,favourable,,69224,2023-03-30,ITV-1822
868,490,2023-03-30,favourable,,103836,2025-03-29,ITV-8616
869,490,2025-03-30,favourable,,138448,2027-03-30,ITV-1187
870,491,2022-09-14,favourable,,60545,2024-09-13,ITV-9945
871,491,2024-09-13,favourable,,90818,2026-09-13,ITV-4509
872,493,2019-05-10,favourable,,15533,2021-05-09,ITV-0117
873,493,2021-05-09,favourable,,23300,2023-05-09,ITV-2517
874,493,2023-05-10,favourable,,31066,2025-05-09,ITV-3409
875,493,2025-05-09,favourable,,38833,2026-05-09,ITV-1809
876,496,2015-09-03,favourable,,43878,2017-09-02,ITV-7414
877,496,2017-09-02,favourable,,65817,2019-09-02,ITV-4203
878,496,2019-09-03,favourable,,87757,2021-09-02,ITV-2868
879,496,2021-09-02,favourable,,109696,2022-09-02,ITV-8352
880,496,2022-09-02,favourable,,120666,2023-09-02,ITV-5106
881,496,2023-09-03,negative,Corroded exhaust mounting,131635,2024-09-02,ITV-1391
882,496,2024-09-02,favourable,,142605,2025-09-02,ITV-9577
883,498,2024-01-03,favourable,,80396,2026-01-02,ITV-9420
884,499,2023-06-09,favourable,,76701,2025-06-08,ITV-9107
885,499,2025-06-08,favourable,,115052,2027-06-08,ITV-6442
886,500,2023-02-14,favourable,,74072,2025-02-13,ITV-6878
887,500,2025-02-13,favourable,,111108,2027-02-13,ITV-7998
888,501,2024-08-23,favourable,,59842,2026-08-23,ITV-7350
889,504,2020-11-05,favourable,,68966,2022-11-05,ITV-2655
890,504,2022-11-05,favourable,,103450,2024-11-04,ITV-9264
891,504,2024-11-05,favourable,,137933,2026-11-05,ITV-6995
892,505,2021-10-09,favourable,,52036,2023-10-09,ITV-0573
893,505,2023-10-09,favourable,,78054,2025-10-08,ITV-8960
894,508,2022-01-06,favourable,,70768,2024-01-06,ITV-4621
895,508,2024-01-06,unfavourable,Suspension bush play,106152,2026-01-05,ITV-1905
896,509,2023-02-08,favourable,,39556,2025-02-07,ITV-5454
897,509,2025-02-07,unfavourable,Suspension bush play,59334,2027-02-07,ITV-6941
898,510,2024-10-18,negative,Emissions above limit,48143,2026-10-18,ITV-4668
899,511,2023-09-09,favourable,,59559,2025-09-08,ITV-6725
900,512,2019-03-28,unfavourable,Seat belt retractor faulty,66853,2021-03-27,ITV-2478
901,512,2021-03-27,favourable,,100279,2023-03-27,ITV-0895
902,512,2023-03-28,favourable,,133706,2025-03-27,ITV-8657
903,512,2025-03-27,favourable,,167132,2026-03-27,ITV-0234
904,513,2025-01-30,favourable,,44048,2027-01-30,ITV-3873
905,514,2024-08-05,favourable,,71906,2026-08-05,ITV-5108
906,517,2023-08-18,favourable,,27168,2025-08-17,ITV-7404
907,518,2017-09-14,favourable,,62567,2019-09-14,ITV-8728
908,518,2019-09-14,favourable,,93851,2021-09-13,ITV-1106
909,518,2021-09-14,negative,Emissions above limit,125135,2023-09-14,ITV-4472
910,518,2023-09-14,favourable,,156418,2024-09-13,ITV-4857
911,518,2024-09-13,favourable,,172060,2025-09-13,ITV-7909
912,520,2024-01-10,unfavourable,Number plate light inoperative,9293,2026-01-09,ITV-6676
913,521,2024-02-15,unfavourable,Rear shock absorber leaking,71761,2026-02-14,ITV-1970
914,522,2017-05-09,favourable,,28775,2019-05-09,ITV-1337
915,522,2019-05-09,favourable,,43163,2021-05-08,ITV-2544
916,522,2021-05-09,favourable,,57551,2023-05-09,ITV-0642
917,522,2023-05-09,favourable,,71939,2024-05-08,ITV-0730
918,522,2024-05-08,favourable,,79132,2025-05-08,ITV-4535
919,522,2025-05-09,favourable,,86326,2026-05-09,ITV-6561
920,523,2024-09-21,favourable,,40481,2026-09-21,ITV-1889
921,527,2021-04-29,favourable,,61466,2023-04-29,ITV-3144
922,527,2023-04-29,favourable,,92200,2025-04-28,ITV-0863
923,527,2025-04-29,negative,Excessive brake imbalance,122933,2027-04-29,ITV-2886
924,528,2018-11-05,favourable,,40370,2020-11-04,ITV-2520
925,528,2020-11-04,favourable,,60555,2022-11-04,ITV-3502
926,528,2022-11-05,favourable,,80741,2024-11-04,ITV-7567
927,528,2024-11-04,favourable,,100926,2025-11-04,ITV-4182
928,529,2017-07-09,favourable,,66653,2019-07-09,ITV-5100
929,529,2019-07-09,unfavourable,Handbrake efficiency below threshold,99980,2021-07-08,ITV-5262
930,529,2021-07-09,favourable,,133307,2023-07-09,ITV-7035
931,529,2023-07-09,favourable,,166633,2024-07-08,ITV-6992
932,529,2024-07-08,favourable,,183297,2025-07-08,ITV-9846
933,530,2023-12-25,negative,Number plate light inoperative,41432,2025-12-24,ITV-2845
934,531,2022-06-04,unfavourable,Faulty dipped beam alignment,59163,2024-06-03,ITV-9428
935,531,2024-06-03,favourable,,88745,2026-06-03,ITV-7412
936,535,2025-01-25,favourable,,47219,2027-01-25,ITV-9764
937,537,2014-03-28,favourable,,67364,2016-03-27,ITV-2214
938,537,2016-03-27,favourable,,101046,2018-03-27,ITV-7546
939,537,2018-03-28,favourable,,134728,2020-03-27,ITV-6082
940,537,2020-03-27,favourable,,168410,2021-03-27,ITV-7586
941,537,2021-03-27,favourable,,185251,2022-03-27,ITV-3203
942,537,2022-03-28,unfavourable,Faulty dipped beam alignment,202092,2023-03-28,ITV-0819
943,537,2023-03-28,favourable,,218933,2024-03-27,ITV-5729
944,537,2024-03-27,favourable,,235774,2025-03-27,ITV-0333
945,537,2025-03-27,favourable,,252615,2026-03-27,ITV-8123
946,538,2018-12-10,favourable,,63586,2020-12-09,ITV-1387
947,538,2020-12-09,favourable,,95379,2022-12-09,ITV-9557
948,538,2022-12-10,favourable,,127173,2024-12-09,ITV-6968
949,538,2024-12-09,favourable,,158966,2025-12-09,ITV-1434
950,540,2021-01-08,favourable,,95161,2023-01-08,ITV-8879
951,540,2023-01-08,favourable,,142742,2025-01-07,ITV-0015
952,540,2025-01-08,favourable,,190322,2027-01-08,ITV-5966
953,541,2019-09-23,favourable,,57376,2021-09-22,ITV-7997
954,541,2021-09-22,favourable,,86064,2023-09-22,ITV-1342
955,541,2023-09-23,favourable,,114752,2025-09-22,ITV-0817
956,542,2019-12-01,negative,Seat belt retractor faulty,7999,2021-11-30,ITV-9085
957,542,2021-11-30,favourable,,11999,2023-11-30,ITV-8639
958,542,2023-12-01,favourable,,15999,2025-11-30,ITV-9917
959,545,2024-09-11,favourable,,63953,2026-09-11,ITV-0287
960,546,2024-01-19,favourable,,38296,2026-01-18,ITV-4892
961,547,2017-02-02,favourable,,67970,2019-02-02,ITV-0207
962,547,2019-02-02,favourable,,101956,2021-02-01,ITV-2021
963,547,2021-02-02,favourable,,135941,2023-02-02,ITV-2550
964,547,2023-02-02,favourable,,169927,2024-02-02,ITV-3960
965,547,2024-02-02,unfavourable,Number plate light inoperative,186919,2025-02-01,ITV-8792
966,547,2025-02-02,favourable,,203912,2026-02-02,ITV-8289
967,548,2023-07-20,favourable,,40388,2025-07-19,ITV-3878
968,549,2025-05-05,unfavourable,Rear shock absorber leaking,59016,2027-05-05,ITV-0136
969,550,2024-11-04,favourable,,63792,2026-11-04,ITV-4721
970,552,2022-09-26,favourable,,35189,2024-09-25,ITV-8111
971,552,2024-09-25,favourable,,52784,2026-09-25,ITV-9636
972,553,2016-09-28,favourable,,43399,2018-09-28,ITV-0226
973,553,2018-09-28,favourable,,65099,2020-09-27,ITV-8713
974,553,2020-09-28,favourable,,86799,2022-09-28,ITV-0520
975,553,2022-09-28,favourable,,108499,2023-09-28,ITV-9407
976,553,2023-09-28,favourable,,119349,2024-09-27,ITV-9102
977,553,2024-09-28,favourable,,130199,2025-09-28,ITV-6628
978,556,2024-05-31,favourable,,72690,2026-05-31,ITV-5170
979,560,2015-10-01,favourable,,83459,2017-09-30,ITV-9517
980,560,2017-09-30,favourable,,125189,2019-09-30,ITV-5813
981,560,2019-10-01,favourable,,166918,2021-09-30,ITV-1931
982,560,2021-09-30,favourable,,208648,2022-09-30,ITV-6329
983,560,2022-09-30,favourable,,229513,2023-09-30,ITV-7919
984,560,2023-10-01,negative,Handbrake efficiency below threshold,250378,2024-09-30,ITV-2649
985,560,2024-09-30,favourable,,271243,2025-09-30,ITV-9849
986,564,2019-06-05,favourable,,62873,2021-06-04,ITV-6826
987,564,2021-06-04,unfavourable,Corroded exhaust mounting,94310,2023-06-04,ITV-7459
988,564,2023-06-05,favourable,,125746,2025-06-04,ITV-8882
989,564,2025-06-04,favourable,,157183,2026-06-04,ITV-8457
990,565,2019-08-04,negative,Number plate light inoperative,72903,2021-08-03,ITV-6908
991,565,2021-08-03,favourable,,109355,2023-08-03,ITV-5040
992,565,2023-08-04,favourable,,145806,2025-08-03,ITV-1379
993,566,2025-06-25,favourable,,50895,2027-06-25,ITV-0722
994,569,2022-02-09,favourable,,54942,2024-02-09,ITV-4629
995,569,2024-02-09,unfavourable,Rear shock absorber leaking,82413,2026-02-08,ITV-6036
996,571,2015-05-25,favourable,,75392,2017-05-24,ITV-9632
997,571,2017-05-24,unfavourable,Excessive brake imbalance,113088,2019-05-24,ITV-7871
998,571,2019-05-25,favourable,,150784,2021-05-24,ITV-1067
999,571,2021-05-24,favourable,,188480,2022-05-24,ITV-6079
1000,571,2022-05-24,favourable,,207328,2023-05-24,ITV-5948
1001,571,2023-05-25,favourable,,226176,2024-05-24,ITV-2252
1002,571,2024-05-24,unfavourable,Seat belt retractor faulty,245024,2025-05-24,ITV-7815
1003,571,2025-05-24,unfavourable,Seat belt retractor faulty,263872,2026-05-24,ITV-1933
1004,572,2022-04-06,favourable,,75361,2024-04-05,ITV-2438
1005,572,2024-04-05,favourable,,113042,2026-04-05,ITV-0800
1006,573,2018-12-30,favourable,,78252,2020-12-29,ITV-6473
1007,573,2020-12-29,favourable,,117379,2022-12-29,ITV-3082
1008,573,2022-12-30,favourable,,156505,2024-12-29,ITV-4441
1009,573,2024-12-29,favourable,,195632,2025-12-29,ITV-3602
1010,578,2021-04-13,negative,Emissions above limit,27789,2023-04-13,ITV-0936
1011,578,2023-04-13,favourable,,41684,2025-04-12,ITV-6651
1012,578,2025-04-13,favourable,,55579,2027-04-13,ITV-4264
1013,579,2018-12-11,favourable,,93914,2020-12-10,ITV-6061
1014,579,2020-12-10,favourable,,140872,2022-12-10,ITV-3149
1015,579,2022-12-11,favourable,,187829,2024-12-10,ITV-7664
1016,579,2024-12-10,unfavourable,Number plate light inoperative,234787,2025-12-10,ITV-6507
1017,580,2024-07-20,favourable,,31155,2026-07-20,ITV-2926
1018,581,2014-02-10,unfavourable,Number plate light inoperative,31520,2016-02-10,ITV-5766
1019,581,2016-02-10,favourable,,47280,2018-02-09,ITV-0966
1020,581,2018-02-10,unfavourable,Emissions above limit,63040,2020-02-10,ITV-0382
1021,581,2020-02-10,unfavourable,Emissions above limit,78800,2021-02-09,ITV-5163
1022,581,2021-02-09,unfavourable,Emissions above limit,86680,2022-02-09,ITV-9314
1023,581,2022-02-10,favourable,,94560,2023-02-10,ITV-6158
1024,581,2023-02-10,unfavourable,Suspension bush play,102440,2024-02-10,ITV-4411
1025,581,2024-02-10,favourable,,110320,2025-02-09,ITV-7663
1026,581,2025-02-09,favourable,,118200,2026-02-09,ITV-8219
1027,584,2019-05-10,favourable,,50714,2021-05-09,ITV-7580
1028,584,2021-05-09,unfavourable,Excessive steering play,76072,2023-05-09,ITV-0456
1029,584,2023-05-10,favourable,,101429,2025-05-09,ITV-5396
1030,584,2025-05-09,unfavourable,Number plate light inoperative,126787,2026-05-09,ITV-8007
1031,586,2023-06-21,favourable,,43552,2025-06-20,ITV-0452
1032,586,2025-06-20,favourable,,65328,2027-06-20,ITV-6008
1033,587,2025-06-01,unfavourable,Windscreen chip in swept area,75971,2027-06-01,ITV-8830
1034,589,2019-01-16,favourable,,68643,2021-01-15,ITV-8405
1035,589,2021-01-15,unfavourable,Rear shock absorber leaking,102965,2023-01-15,ITV-0032
1036,589,2023-01-16,favourable,,137287,2025-01-15,ITV-8609
1037,589,2025-01-15,favourable,,171609,2026-01-15,ITV-9546
1038,590,2019-10-21,unfavourable,Corroded exhaust mounting,64843,2021-10-20,ITV-2250
1039,590,2021-10-20,favourable,,97265,2023-10-20,ITV-3996
1040,590,2023-10-21,favourable,,129687,2025-10-20,ITV-9991
1041,593,2016-07-30,unfavourable,Worn front tyre below 1.6mm,49524,2018-07-30,ITV-6433
1042,593,2018-07-30,favourable,,74286,2020-07-29,ITV-5846
1043,593,2020-07-30,favourable,,99048,2022-07-30,ITV-3764
1044,593,2022-07-30,negative,Windscreen chip in swept area,123810,2023-07-30,ITV-3749
1045,593,2023-07-30,favourable,,136191,2024-07-29,ITV-6759
1046,593,2024-07-30,favourable,,148572,2025-07-30,ITV-2166
1047,594,2022-07-16,favourable,,45386,2024-07-15,ITV-3907
1048,594,2024-07-15,favourable,,68079,2026-07-15,ITV-7504
1049,596,2025-01-15,favourable,,67007,2027-01-15,ITV-5311
1050,597,2024-10-15,favourable,,57936,2026-10-15,ITV-3845
1051,599,2020-10-15,favourable,,31406,2022-10-15,ITV-7090
1052,599,2022-10-15,favourable,,47109,2024-10-14,ITV-2387
1053,599,2024-10-15,favourable,,62812,2026-10-15,ITV-2509
1054,600,2024-03-07,favourable,,27751,2026-03-07,ITV-5517
1055,602,2015-03-08,favourable,,63609,2017-03-07,ITV-4893
1056,602,2017-03-07,favourable,,95414,2019-03-07,ITV-9953
1057,602,2019-03-08,favourable,,127219,2021-03-07,ITV-8240
1058,602,2021-03-07,unfavourable,Windscreen chip in swept area,159024,2022-03-07,ITV-9084
1059,602,2022-03-07,favourable,,174927,2023-03-07,ITV-7827
1060,602,2023-03-08,favourable,,190829,2024-03-07,ITV-0195
1061,602,2024-03-07,favourable,,206732,2025-03-07,ITV-2525
1062,602,2025-03-07,favourable,,222634,2026-03-07,ITV-4110
1063,604,2021-04-29,favourable,,66101,2023-04-29,ITV-6081
1064,604,2023-04-29,favourable,,99152,2025-04-28,ITV-6187
1065,604,2025-04-29,favourable,,132202,2027-04-29,ITV-5112
1066,605,2022-03-07,negative,Excessive brake imbalance,26787,2024-03-06,ITV-9970
1067,605,2024-03-06,favourable,,40181,2026-03-06,ITV-2057
1068,606,2023-02-11,favourable,,39544,2025-02-10,ITV-3372
1069,606,2025-02-10,favourable,,59317,2027-02-10,ITV-0846
1070,607,2023-03-10,favourable,,58879,2025-03-09,ITV-1818
1071,607,2025-03-09,favourable,,88319,2027-03-09,ITV-3511
1072,611,2019-10-19,negative,Handbrake efficiency below threshold,40387,2021-10-18,ITV-9368
1073,611,2021-10-18,favourable,,60581,2023-10-18,ITV-3557
1074,611,2023-10-19,favourable,,80774,2025-10-18,ITV-4863
1075,612,2018-01-31,favourable,,73506,2020-01-31,ITV-0782
1076,612,2020-01-31,favourable,,110259,2022-01-30,ITV-9895
1077,612,2022-01-31,favourable,,147012,2024-01-31,ITV-4057
1078,612,2024-01-31,favourable,,183765,2025-01-30,ITV-8332
1079,612,2025-01-30,favourable,,202142,2026-01-30,ITV-5437
1080,613,2022-06-24,favourable,,20438,2024-06-23,ITV-4668
1081,613,2024-06-23,favourable,,30657,2026-06-23,ITV-0088
1082,614,2018-06-10,favourable,,77324,2020-06-09,ITV-2774
1083,614,2020-06-09,unfavourable,Excessive steering play,115986,2022-06-09,ITV-1534
1084,614,2022-06-10,unfavourable,Emissions above limit,154648,2024-06-09,ITV-7208
1085,614,2024-06-09,favourable,,193310,2025-06-09,ITV-1887
1086,614,2025-06-09,favourable,,212641,2026-06-09,ITV-6482
1087,615,2015-08-20,unfavourable,Seat belt retractor faulty,52233,2017-08-19,ITV-7054
1088,615,2017-08-19,unfavourable,Faulty dipped beam alignment,78350,2019-08-19,ITV-1156
1089,615,2019-08-20,unfavourable,Rear shock absorber leaking,104467,2021-08-19,ITV-5356
1090,615,2021-08-19,favourable,,130583,2022-08-19,ITV-6551
1091,615,2022-08-19,favourable,,143642,2023-08-19,ITV-5602
1092,615,2023-08-20,unfavourable,Handbrake efficiency below threshold,156700,2024-08-19,ITV-6802
1093,615,2024-08-19,favourable,,169759,2025-08-19,ITV-2081
1094,618,2019-03-05,negative,Seat belt retractor faulty,52958,2021-03-04,ITV-2879
1095,618,2021-03-04,favourable,,79438,2023-03-04,ITV-7761
1096,618,2023-03-05,favourable,,105917,2025-03-04,ITV-9071
1097,618,2025-03-04,favourable,,132396,2026-03-04,ITV-8949
1098,619,2022-09-11,favourable,,94793,2024-09-10,ITV-1705
1099,619,2024-09-10,favourable,,142189,2026-09-10,ITV-8404
1100,620,2025-01-04,favourable,,65071,2027-01-04,ITV-6768
1101,621,2019-10-05,favourable,,52806,2021-10-04,ITV-9531
1102,621,2021-10-04,unfavourable,Excessive brake imbalance,79210,2023-10-04,ITV-6348
1103,621,2023-10-05,unfavourable,Seat belt retractor faulty,105613,2025-10-04,ITV-3285
1104,623,2025-01-25,unfavourable,Excessive steering play,60639,2027-01-25,ITV-0285
1105,626,2020-10-05,favourable,,78728,2022-10-05,ITV-5733
1106,626,2022-10-05,favourable,,118092,2024-10-04,ITV-6525
1107,626,2024-10-05,favourable,,157456,2026-10-05,ITV-4483
1108,627,2023-08-18,favourable,,43448,2025-08-17,ITV-3277
1109,629,2021-03-21,favourable,,7999,2023-03-21,ITV-9118
1110,629,2023-03-21,favourable,,11999,2025-03-20,ITV-5795
1111,629,2025-03-21,favourable,,15999,2027-03-21,ITV-7532
1112,631,2021-09-02,unfavourable,Worn front tyre below 1.6mm,81343,2023-09-02,ITV-9728
1113,631,2023-09-02,unfavourable,Corroded exhaust mounting,122014,2025-09-01,ITV-5689
1114,633,2024-02-13,favourable,,35806,2026-02-12,ITV-4233
1115,636,2018-04-11,favourable,,57244,2020-04-10,ITV-4755
1116,636,2020-04-10,favourable,,85866,2022-04-10,ITV-4248
1117,636,2022-04-11,favourable,,114488,2024-04-10,ITV-4620
1118,636,2024-04-10,favourable,,143110,2025-04-10,ITV-4543
1119,636,2025-04-10,favourable,,157421,2026-04-10,ITV-4273
1120,637,2015-04-02,favourable,,36449,2017-04-01,ITV-6171
1121,637,2017-04-01,favourable,,54673,2019-04-01,ITV-2075
1122,637,2019-04-02,unfavourable,Number plate light inoperative,72898,2021-04-01,ITV-5670
1123,637,2021-04-01,favourable,,91122,2022-04-01,ITV-5728
1124,637,2022-04-01,favourable,,100235,2023-04-01,ITV-6824
1125,637,2023-04-02,favourable,,109347,2024-04-01,ITV-0731
1126,637,2024-04-01,favourable,,118459,2025-04-01,ITV-7882
1127,637,2025-04-01,unfavourable,Worn front tyre below 1.6mm,127572,2026-04-01,ITV-0372
1128,638,2022-03-05,favourable,,94516,2024-03-04,ITV-7971
1129,638,2024-03-04,favourable,,141775,2026-03-04,ITV-1812
1130,639,2024-08-05,favourable,,41889,2026-08-05,ITV-6826
1131,640,2018-11-18,favourable,,47175,2020-11-17,ITV-7573
1132,640,2020-11-17,favourable,,70762,2022-11-17,ITV-4384
1133,640,2022-11-18,favourable,,94350,2024-11-17,ITV-3202
1134,640,2024-11-17,favourable,,117937,2025-11-17,ITV-4839
1135,641,2021-12-09,favourable,,41725,2023-12-09,ITV-1879
1136,641,2023-12-09,favourable,,62588,2025-12-08,ITV-4138
1137,644,2018-10-20,favourable,,49344,2020-10-19,ITV-3457
1138,644,2020-10-19,favourable,,74016,2022-10-19,ITV-3624
1139,644,2022-10-20,favourable,,98688,2024-10-19,ITV-5358
1140,644,2024-10-19,favourable,,123361,2025-10-19,ITV-6741
1141,645,2017-09-11,favourable,,86241,2019-09-11,ITV-1436
1142,645,2019-09-11,favourable,,129362,2021-09-10,ITV-9209
1143,645,2021-09-11,unfavourable,Seat belt retractor faulty,172482,2023-09-11,ITV-4824
1144,645,2023-09-11,favourable,,215603,2024-09-10,ITV-3059
1145,645,2024-09-10,favourable,,237163,2025-09-10,ITV-0172
1146,647,2022-07-17,favourable,,47573,2024-07-16,ITV-5746
1147,647,2024-07-16,favourable,,71360,2026-07-16,ITV-4090
1148,648,2025-05-24,unfavourable,Handbrake efficiency below threshold,37713,2027-05-24,ITV-4916
1149,649,2019-10-03,favourable,,37203,2021-10-02,ITV-1394
1150,649,2021-10-02,favourable,,55805,2023-10-02,ITV-2439
1151,649,2023-10-03,favourable,,74407,2025-10-02,ITV-1481
1152,651,2019-01-18,favourable,,44003,2021-01-17,ITV-2697
1153,651,2021-01-17,favourable,,66004,2023-01-17,ITV-0333
1154,651,2023-01-18,unfavourable,Windscreen chip in swept area,88006,2025-01-17,ITV-7311
1155,651,2025-01-17,unfavourable,Faulty dipped beam alignment,110007,2026-01-17,ITV-2102
1156,652,2023-08-27,favourable,,52228,2025-08-26,ITV-7296
1157,653,2023-07-22,favourable,,68131,2025-07-21,ITV-5106
1158,654,2019-03-21,favourable,,93653,2021-03-20,ITV-7884
1159,654,2021-03-20,unfavourable,Worn front tyre below 1.6mm,140480,2023-03-20,ITV-8336
1160,654,2023-03-21,unfavourable,Number plate light inoperative,187307,2025-03-20,ITV-4277
1161,654,2025-03-20,favourable,,234134,2026-03-20,ITV-9440
1162,655,2015-08-13,unfavourable,Handbrake efficiency below threshold,29091,2017-08-12,ITV-3254
1163,655,2017-08-12,favourable,,43636,2019-08-12,ITV-4628
1164,655,2019-08-13,favourable,,58182,2021-08-12,ITV-0779
1165,655,2021-08-12,unfavourable,Corroded exhaust mounting,72727,2022-08-12,ITV-7975
1166,655,2022-08-12,favourable,,80000,2023-08-12,ITV-1828
1167,655,2023-08-13,favourable,,87273,2024-08-12,ITV-3866
1168,655,2024-08-12,favourable,,94546,2025-08-12,ITV-5926
1169,656,2017-03-13,favourable,,59698,2019-03-13,ITV-1505
1170,656,2019-03-13,favourable,,89547,2021-03-12,ITV-1394
