id,vehicle_id,owner_id,owned_from,owned_until,purchase_price
1303,693,852,2020-06-23,,12760.00
1304,694,323,2017-04-03,,23664.00
1305,695,981,2014-06-05,2014-10-21,38860.00
1306,695,998,2014-10-21,2024-09-17,33644.54
1307,695,750,2024-09-17,,4600.18
1308,696,445,2016-12-16,2021-10-22,15196.00
1309,696,286,2021-10-22,,5299.74
1310,697,264,2015-12-09,2016-02-29,27840.00
1311,697,759,2016-02-29,2018-06-25,23571.21
1312,697,74,2018-06-25,,12510.30
1313,698,592,2011-08-05,,
1314,699,764,2012-07-10,2013-06-04,27144.00
1315,699,876,2013-06-04,,19874.32
1316,700,32,2021-11-10,2022-12-14,24708.00
1317,700,375,2022-12-14,,19244.96
1318,701,546,2015-06-02,2016-10-27,27144.00
1319,701,687,2016-10-27,2022-06-09,15648.62
1320,701,943,2022-06-09,,5134.65
1321,702,532,2025-02-25,,24708.00
1322,703,34,2020-08-05,2021-04-16,51620.00
1323,703,927,2021-04-16,,40675.64
1324,704,981,2017-01-02,,25520.00
1325,705,675,2024-08-05,2024-09-16,94888.00
1326,705,725,2024-09-16,,87840.47
1327,706,65,2021-06-07,2023-11-23,
1328,706,686,2023-11-23,,35334.91
1329,707,338,2020-01-12,2020-10-04,32364.00
1330,707,63,2020-10-04,2022-01-25,23987.07
1331,707,822,2022-01-25,,18500.63
1332,708,512,2020-10-02,,57188.00
1333,709,732,2024-09-30,,17052.00
1334,710,88,2011-11-18,2024-06-19,27028.00
1335,710,448,2024-06-19,,1968.45
1336,711,622,2013-02-21,,15660.00
1337,712,9,2022-08-01,,30856.00
1338,713,971,2016-08-09,2019-08-24,
1339,713,698,2019-08-24,2024-10-29,11017.20
1340,713,191,2024-10-29,,3939.03
1341,714,643,2020-05-10,2023-01-08,53360.00
1342,714,917,2023-01-08,2024-04-13,29052.61
1343,714,778,2024-04-13,,22615.40
1344,715,787,2015-04-19,2015-08-17,24476.00
1345,715,269,2015-08-17,2017-07-24,20821.55
1346,715,687,2017-07-24,2022-05-10,13430.21
1347,715,853,2022-05-10,,5186.89
1348,716,207,2017-02-12,2018-09-25,67860.00
1349,716,91,2018-09-25,2021-02-10,41774.50
1350,716,896,2021-02-10,,26052.95
1351,717,665,2025-06-29,,53244.00
1352,718,874,2015-07-26,2016-08-24,36888.00
1353,718,384,2016-08-24,2018-12-10,25618.13
1354,718,211,2018-12-10,2021-08-30,16248.18
1355,718,583,2021-08-30,,9467.95
1356,719,449,2019-11-11,2021-07-28,26796.00
1357,719,6,2021-07-28,,16799.87
1358,720,174,2024-07-06,2025-05-25,34916.00
1359,720,532,2025-05-25,,25133.43
1360,721,778,2016-04-21,,28652.00
1361,722,699,2017-11-06,,
1362,723,824,2022-01-05,,24708.00
1363,724,125,2024-12-23,2025-01-19,25636.00
1364,724,631,2025-01-19,,24533.76
1365,725,21,2023-12-06,,67860.00
1366,726,585,2023-08-27,2025-05-21,17052.00
1367,726,974,2025-05-21,,11550.93
1368,727,940,2020-10-31,2024-12-19,41528.00
1369,727,246,2024-12-19,,15160.61
1370,728,844,2022-02-22,2024-06-14,29000.00
1371,728,164,2024-06-14,,16985.44
1372,729,25,2024-01-09,2024-04-22,24708.00
1373,729,434,2024-04-22,,22011.20
1374,730,869,2017-09-04,2021-06-28,
1375,730,934,2021-06-28,,21501.78
1376,731,930,2020-03-25,2021-08-02,14036.00
1377,731,714,2021-08-02,2024-07-05,
1378,731,156,2024-07-05,,5255.28
1379,732,23,2019-11-09,2022-05-19,24476.00
1380,732,280,2022-05-19,2023-06-25,13849.33
1381,732,793,2023-06-25,,
1382,733,424,2012-04-02,2018-04-30,27028.00
1383,733,343,2018-04-30,2020-07-27,6791.28
1384,733,425,2020-07-27,,4352.08
1385,734,132,2021-04-07,,
1386,735,485,2025-03-05,2025-06-23,33988.00
1387,735,969,2025-06-23,,28816.36
1388,736,378,2025-02-27,2025-06-09,38164.00
1389,736,189,2025-06-09,,31276.81
1390,737,128,2018-06-06,2019-04-30,
1391,737,862,2019-04-30,,36084.77
1392,738,632,2023-04-27,2023-10-16,26216.00
1393,738,623,2023-10-16,,22978.31
1394,739,609,2022-01-05,2023-09-11,
1395,739,278,2023-09-11,,31282.47
1396,740,436,2014-12-09,2016-03-20,29116.00
1397,740,69,2016-03-20,,20535.03
1398,741,589,2023-09-25,2023-10-18,64844.00
1399,741,410,2023-10-18,,63088.68
1400,742,266,2013-01-10,2013-05-09,38860.00
1401,742,502,2013-05-09,2021-02-28,33538.12
1402,742,343,2021-02-28,2024-05-19,
1403,742,806,2024-05-19,,3585.85
1404,743,258,2018-05-13,2022-07-10,36888.00
1405,743,358,2022-07-10,2022-10-25,13076.58
1406,743,54,2022-10-25,,12338.02
1407,744,879,2023-08-17,,17052.00
1408,745,679,2013-09-22,2013-10-02,57188.00
1409,745,627,2013-10-02,,56516.66
1410,746,623,2022-09-05,,18444.00
1411,747,328,2022-03-04,2022-12-29,17052.00
1412,747,207,2022-12-29,,13534.29
1413,748,55,2011-08-13,2024-08-29,68556.00
1414,748,856,2024-08-29,,4258.99
1415,749,474,2012-04-16,2013-03-01,
1416,749,677,2013-03-01,2022-04-22,42248.46
1417,749,125,2022-04-22,2023-10-28,6885.27
1418,749,819,2023-10-28,,5095.61
1419,750,607,2017-11-10,,24476.00
1420,751,535,2022-01-25,,
1421,752,350,2021-07-14,2024-06-23,18444.00
1422,752,708,2024-06-23,,8171.23
1423,753,647,2023-07-17,2024-06-15,30276.00
1424,753,43,2024-06-15,,22087.86
1425,754,69,2023-07-01,,64844.00
1426,755,430,2022-08-07,,55216.00
1427,756,602,2022-05-30,,
1428,757,194,2015-03-11,2016-03-13,18792.00
1429,757,553,2016-03-13,2024-06-26,15072.03
1430,757,204,2024-06-26,2024-12-19,2910.09
1431,757,422,2024-12-19,,2644.70
1432,758,884,2016-12-14,2020-08-26,17284.00
1433,758,613,2020-08-26,2024-08-11,6922.92
1434,758,682,2024-08-11,,
1435,759,175,2024-03-01,2025-05-03,26448.00
1436,759,870,2025-05-03,,16140.56
1437,760,634,2015-02-14,2017-06-13,24476.00
1438,760,255,2017-06-13,2023-03-24,12712.52
1439,760,841,2023-03-24,,
1440,761,718,2018-06-10,,26796.00
1441,762,430,2024-09-23,2025-03-20,
1442,762,793,2025-03-20,,50573.31
1443,763,366,2015-10-27,2024-10-24,34916.00
1444,763,956,2024-10-24,,4942.73
1445,764,35,2023-07-16,2023-08-29,
1446,764,357,2023-08-29,,
1447,765,365,2022-11-29,2023-11-06,25172.00
1448,765,164,2023-11-06,,17625.99
1449,766,609,2019-01-09,2020-08-01,32364.00
1450,766,355,2020-08-01,,19148.26
1451,767,860,2010-10-31,2019-08-30,
1452,767,569,2019-08-30,,
1453,768,758,2023-03-10,2024-06-25,18444.00
1454,768,503,2024-06-25,,11414.49
1455,769,795,2025-03-11,,53360.00
1456,770,988,2014-04-05,2016-04-20,68556.00
1457,770,283,2016-04-20,,44776.62
1458,771,286,2020-08-02,2020-09-10,18444.00
1459,771,995,2020-09-10,2023-02-02,17608.97
1460,771,198,2023-02-02,,
1461,772,823,2018-03-06,2019-09-17,51620.00
1462,772,117,2019-09-17,2024-10-15,31032.40
1463,772,76,2024-10-15,,11326.63
1464,773,800,2024-05-07,,38164.00
1465,774,507,2020-03-13,,12760.00
1466,775,589,2018-06-05,,59972.00
1467,776,303,2023-11-19,,92220.00
1468,777,691,2025-06-27,2025-06-27,17400.00
1469,777,982,2025-06-27,,17400.00
1470,778,684,2020-12-09,2023-06-10,
1471,778,676,2023-06-10,2024-02-29,12811.61
1472,778,159,2024-02-29,,11099.66
1473,779,847,2025-05-29,,57768.00
1474,780,954,2014-04-27,,53244.00
1475,781,556,2017-03-25,2018-04-08,
1476,781,653,2018-04-08,2023-01-18,27694.70
1477,781,736,2023-01-18,,10725.09
1478,782,340,2025-01-30,2025-06-03,18792.00
1479,782,678,2025-06-03,,15983.81
1480,783,576,2019-03-29,2020-08-26,54636.00
1481,783,221,2020-08-26,,34511.12
1482,784,450,2024-09-15,2024-10-18,25172.00
1483,784,208,2024-10-18,,24460.96
1484,785,785,2021-08-18,,
1485,786,734,2012-05-19,,22968.00
1486,787,699,2024-08-24,2024-10-31,21112.00
1487,787,995,2024-10-31,,19204.55
1488,788,239,2020-02-20,2024-07-14,
1489,788,414,2024-07-14,,14994.43
1490,789,402,2022-12-07,,
1491,790,467,2025-06-25,,
1492,791,663,2020-10-31,2022-01-13,26448.00
1493,791,954,2022-01-13,2022-10-02,18312.32
1494,791,31,2022-10-02,,15882.48
1495,792,507,2014-11-18,2020-03-02,55216.00
1496,792,867,2020-03-02,,16191.09
1497,793,264,2016-08-09,,17284.00
1498,794,182,2017-02-18,,26448.00
1499,795,442,2012-08-12,2021-08-28,18792.00
1500,795,452,2021-08-28,2025-06-07,2759.93
1501,795,986,2025-06-07,,1304.68
1502,796,640,2018-10-06,,31204.00
1503,797,115,2023-08-01,,24708.00
1504,798,595,2020-04-14,2025-05-15,
1505,798,120,2025-05-15,,6329.78
1506,799,211,2021-08-08,2024-02-28,
1507,799,233,2024-02-28,,
1508,800,328,2025-04-25,,55216.00
1509,801,152,2012-09-13,2023-02-01,27144.00
1510,801,107,2023-02-01,,2847.69
1511,802,292,2020-06-16,2022-05-31,
1512,802,316,2022-05-31,2023-08-01,
1513,802,609,2023-08-01,,40141.27
1514,803,976,2016-07-27,2019-03-01,26216.00
1515,803,646,2019-03-01,,12051.90
1516,804,848,2024-03-29,,30856.00
1517,805,662,2024-11-16,,66700.00
1518,806,349,2013-04-16,2018-02-03,59160.00
1519,806,931,2018-02-03,2024-01-11,19383.07
1520,806,270,2024-01-11,,5968.29
1521,807,343,2021-09-04,2023-01-11,54636.00
1522,807,773,2023-01-11,,35639.17
1523,808,733,2011-03-31,,51620.00
1524,809,731,2023-11-26,,29000.00
1525,810,838,2022-07-28,2024-05-07,30856.00
1526,810,628,2024-05-07,,18914.71
1527,811,724,2024-06-01,,53244.00
1528,812,192,2015-06-15,2018-07-08,54636.00
1529,812,33,2018-07-08,,24541.63
1530,813,813,2016-06-09,2020-02-04,34916.00
1531,813,808,2020-02-04,,13972.58
1532,814,971,2022-09-17,2023-11-24,55216.00
1533,814,184,2023-11-24,,40359.88
1534,815,695,2023-01-01,,29000.00
1535,816,704,2017-04-20,2024-05-16,
1536,816,778,2024-05-16,2024-08-27,2860.52
1537,816,36,2024-08-27,,2704.84
1538,817,622,2025-03-15,2025-04-08,
1539,817,863,2025-04-08,,51181.76
1540,818,888,2022-12-01,,66700.00
1541,819,417,2024-01-13,2024-12-23,26448.00
1542,819,751,2024-12-23,,17230.58
1543,820,885,2018-03-12,2019-05-23,36772.00
1544,820,101,2019-05-23,,24682.40
1545,821,59,2023-08-02,,
1546,822,126,2010-07-22,2016-03-14,55216.00
1547,822,847,2016-03-14,2017-08-19,14518.11
1548,822,759,2017-08-19,2018-12-22,10927.00
1549,822,175,2018-12-22,,8372.93
1550,823,887,2013-09-07,2019-04-25,57188.00
1551,823,465,2019-04-25,,17245.45
1552,824,698,2018-09-14,2023-01-09,
1553,824,136,2023-01-09,,
1554,825,368,2025-01-27,,55216.00
1555,826,149,2023-07-19,,22852.00
1556,827,558,2022-07-17,2022-09-23,55216.00
1557,827,354,2022-09-23,,50795.97
1558,828,396,2024-01-15,2025-02-07,65888.00
1559,828,865,2025-02-07,,44758.94
1560,829,814,2016-11-03,2020-10-12,22968.00
1561,829,715,2020-10-12,2024-06-25,8693.55
1562,829,656,2024-06-25,,4170.35
1563,830,986,2022-08-18,,33988.00
1564,831,826,2013-12-10,2020-01-05,38860.00
1565,831,394,2020-01-05,,9806.64
1566,832,779,2022-02-20,,17052.00
1567,833,422,2016-03-17,,36772.00
1568,834,8,2023-03-22,,26216.00
1569,835,330,2017-02-13,2017-11-09,41528.00
1570,835,133,2017-11-09,2018-11-18,29735.14
1571,835,165,2018-11-18,,24267.25
1572,836,344,2024-11-22,,24708.00
1573,837,557,2023-12-11,,25520.00
1574,838,981,2022-12-26,,
1575,839,746,2023-08-24,,92220.00
1576,840,670,2024-06-07,,26216.00
1577,841,696,2014-11-04,,27144.00
1578,842,895,2021-12-09,2024-05-17,26448.00
1579,842,889,2024-05-17,,14313.29
1580,843,886,2022-05-25,,64844.00
1581,844,294,2019-07-10,,22272.00
1582,845,189,2024-03-30,,18792.00
1583,846,243,2017-12-13,2020-07-31,
1584,846,357,2020-07-31,2024-04-23,14554.26
1585,846,979,2024-04-23,,6943.94
1586,847,869,2021-09-19,2023-08-29,30276.00
1587,847,10,2023-08-29,,17343.17
1588,848,609,2017-12-01,2023-10-01,26796.00
1589,848,519,2023-10-01,,8206.70
1590,849,235,2016-12-14,2022-12-26,41412.00
1591,849,342,2022-12-26,2023-06-07,10533.75
1592,849,745,2023-06-07,,9640.95
1593,850,579,2021-08-13,2022-04-16,
1594,850,522,2022-04-16,,27666.84
1595,851,386,2021-08-25,,
1596,852,743,2019-04-12,,
1597,853,985,2022-01-29,,17400.00
1598,854,590,2022-10-25,,13804.00
1599,855,12,2025-05-30,,25172.00
1600,856,159,2023-03-25,,22968.00
1601,857,732,2013-01-17,2014-03-26,57188.00
1602,857,15,2014-03-26,2019-05-16,38199.92
1603,857,991,2019-05-16,2022-08-15,13777.03
1604,857,83,2022-08-15,,
1605,858,814,2021-05-26,2023-05-05,18792.00
1606,858,384,2023-05-05,,11031.39
1607,859,649,2020-04-24,,67860.00
1608,860,106,2020-06-04,2021-09-18,59972.00
1609,860,868,2021-09-18,2021-11-29,41411.02
1610,860,885,2021-11-29,,39822.31
1611,861,321,2022-12-09,,34916.00
1612,862,675,2020-07-02,,
1613,863,103,2021-10-05,,32364.00
1614,864,360,2024-09-30,2025-02-02,
1615,864,354,2025-02-02,,
1616,865,605,2023-09-27,,29000.00
1617,866,397,2018-11-21,2020-11-11,59972.00
1618,866,127,2020-11-11,2025-01-06,32765.46
1619,866,552,2025-01-06,,14369.99
1620,867,192,2011-06-23,2018-05-27,
1621,867,310,2018-05-27,2022-09-21,3716.50
1622,867,290,2022-09-21,2024-04-30,1576.82
1623,867,538,2024-04-30,,1146.23
1624,868,924,2024-10-26,,13804.00
1625,869,332,2025-05-31,,
1626,870,42,2024-07-29,,34916.00
1627,871,845,2025-05-27,,20300.00
1628,872,395,2025-06-08,,
1629,873,766,2019-08-12,2025-01-11,23664.00
1630,873,637,2025-01-11,,7034.12
1631,874,181,2022-03-15,2023-07-09,13804.00
1632,874,7,2023-07-09,,9161.67
1633,875,319,2020-04-10,,18444.00
1634,876,959,2022-05-01,,
1635,877,413,2021-06-01,,13804.00
1636,878,725,2023-11-13,2025-04-13,34916.00
1637,878,159,2025-04-13,,23917.24
1638,879,974,2022-11-18,2024-02-10,21112.00
1639,879,745,2024-02-10,,15063.92
1640,880,973,2019-03-12,2022-02-19,20300.00
1641,880,628,2022-02-19,2024-03-21,10576.91
1642,880,868,2024-03-21,,6995.03
1643,881,298,2022-11-12,2025-02-23,29116.00
1644,881,565,2025-02-23,,16486.28
1645,882,799,2024-02-07,,
1646,883,38,2022-06-24,,13804.00
1647,884,137,2020-03-08,2022-08-20,
1648,884,216,2022-08-20,,
1649,885,815,2025-05-22,,22968.00
1650,886,936,2019-02-03,2023-03-08,
1651,886,451,2023-03-08,2025-04-11,19523.33
1652,886,183,2025-04-11,,12883.69
1653,887,513,2014-01-23,2015-04-13,34916.00
1654,887,854,2015-04-13,2016-04-04,22678.80
1655,887,386,2016-04-04,2016-07-18,18680.13
1656,887,916,2016-07-18,,17644.23
1657,888,179,2023-02-07,2025-04-03,55216.00
1658,888,303,2025-04-03,,32818.45
1659,889,683,2020-10-29,2024-06-23,12760.00
1660,889,209,2024-06-23,2025-01-27,5402.48
1661,889,732,2025-01-27,,4799.03
1662,890,735,2014-04-06,,57188.00
1663,891,4,2019-03-19,2022-05-14,26216.00
1664,891,909,2022-05-14,,
1665,892,527,2024-04-18,2024-07-14,20300.00
1666,892,248,2024-07-14,,18369.24
1667,893,124,2022-02-16,2024-06-24,
1668,893,445,2024-06-24,,51241.34
1669,894,509,2025-05-02,2025-05-20,17400.00
1670,894,385,2025-05-20,,16998.63
1671,895,698,2025-05-15,,53244.00
1672,896,382,2013-12-08,,
1673,897,781,2018-01-21,,
1674,898,485,2024-03-20,2024-07-22,22852.00
1675,898,667,2024-07-22,,19317.06
1676,899,422,2015-06-06,,59160.00
1677,900,329,2015-08-18,2021-09-30,36772.00
1678,900,419,2021-09-30,2022-10-30,9715.25
1679,900,719,2022-10-30,,7838.77
1680,901,186,2015-04-01,2021-02-09,27144.00
1681,901,18,2021-02-09,2023-04-10,
1682,901,588,2023-04-10,2025-05-13,4185.76
1683,901,759,2025-05-13,,
1684,902,550,2023-12-11,,66700.00
1685,903,83,2015-04-15,2019-05-29,17284.00
1686,903,369,2019-05-29,2024-08-16,5685.94
1687,903,201,2024-08-16,,2018.61
1688,904,283,2024-08-07,2025-04-26,54636.00
1689,904,847,2025-04-26,,44898.79
1690,905,855,2017-08-14,2020-05-16,
1691,905,469,2020-05-16,2024-05-21,11452.90
1692,905,548,2024-05-21,,5164.07
1693,906,528,2014-06-19,2021-11-26,
1694,906,277,2021-11-26,2023-10-09,
1695,906,675,2023-10-09,,2377.69
1696,907,755,2012-08-15,2020-04-27,22968.00
1697,907,263,2020-04-27,,4621.50
1698,908,762,2023-07-19,,27840.00
1699,909,635,2022-02-09,2025-02-03,30276.00
1700,909,786,2025-02-03,,15381.32
1701,910,645,2014-01-22,2016-05-14,67860.00
1702,910,410,2016-05-14,2020-07-23,39868.11
1703,910,484,2020-07-23,2025-06-23,17352.48
1704,910,751,2025-06-23,,6539.87
1705,911,483,2019-06-25,2023-01-15,30276.00
1706,911,175,2023-01-15,,12444.22
1707,912,784,2024-08-20,,25636.00
1708,913,283,2022-11-24,,92220.00
1709,914,401,2020-04-26,,41412.00
1710,915,900,2020-04-08,,25520.00
1711,916,674,2013-06-23,,
1712,917,212,2016-04-01,2023-11-07,36772.00
1713,917,329,2023-11-07,2024-04-21,6984.30
1714,917,874,2024-04-21,2025-04-14,6381.94
1715,917,886,2025-04-14,,
1716,918,165,2016-10-13,2021-09-28,38860.00
1717,918,755,2021-09-28,,
1718,919,429,2011-08-07,2018-06-05,19024.00
1719,919,593,2018-06-05,2021-10-22,4116.72
1720,919,731,2021-10-22,,2104.43
1721,920,302,2011-03-03,2020-10-25,27028.00
1722,920,540,2020-10-25,,3261.39
1723,921,465,2021-07-15,,59160.00
1724,922,360,2023-10-21,,12760.00
1725,923,372,2020-05-15,2020-09-08,13804.00
1726,923,625,2020-09-08,2022-12-13,11885.04
1727,923,14,2022-12-13,,
1728,924,367,2017-02-24,2024-06-28,12760.00
1729,924,773,2024-06-28,2025-02-07,2321.28
1730,924,14,2025-02-07,,2055.28
1731,925,658,2023-04-25,,33988.00
1732,926,683,2024-01-10,,64844.00
1733,927,403,2022-09-09,,23664.00
1734,928,526,2016-12-17,,24476.00
1735,929,636,2023-11-02,2025-05-07,20300.00
1736,929,101,2025-05-07,,11239.26
1737,930,496,2022-01-05,2024-01-30,21112.00
1738,930,5,2024-01-30,,10838.05
1739,931,700,2023-09-13,,64844.00
1740,932,127,2013-01-31,2013-02-04,55216.00
1741,932,535,2013-02-04,2015-12-24,54980.17
1742,932,629,2015-12-24,2017-01-30,28094.88
1743,932,833,2017-01-30,,22570.10
1744,933,854,2014-06-26,,68556.00
1745,934,130,2023-05-30,2025-02-21,22852.00
1746,934,341,2025-02-21,,13704.47
1747,935,801,2020-12-12,2024-08-06,38164.00
1748,935,435,2024-08-06,,15369.02
1749,936,148,2018-08-07,2018-12-09,34916.00
1750,936,466,2018-12-09,2019-06-06,30735.50
1751,936,157,2019-06-06,,27068.96
1752,937,292,2012-02-17,,27028.00
1753,938,892,2022-07-16,,25636.00
1754,939,843,2024-12-13,,53244.00
1755,940,853,2023-01-03,2023-07-15,29000.00
1756,940,442,2023-07-15,,20205.50
1757,941,582,2020-06-30,2021-05-02,26216.00
1758,941,787,2021-05-02,2021-08-29,18657.47
1759,941,985,2021-08-29,,17489.32
1760,942,14,2025-03-22,,
1761,943,320,2012-05-31,2018-01-07,19024.00
1762,943,429,2018-01-07,2019-09-24,5614.02
1763,943,325,2019-09-24,2024-07-24,
1764,943,666,2024-07-24,,1532.21
1765,944,782,2022-04-12,2025-05-27,17052.00
1766,944,99,2025-05-27,,8289.57
1767,945,185,2025-06-19,,17400.00
1768,946,11,2018-05-11,2020-05-06,26796.00
1769,946,543,2020-05-06,,15580.37
1770,947,274,2022-03-02,,25172.00
1771,948,436,2016-12-22,2022-01-11,25520.00
1772,948,828,2022-01-11,2025-05-27,
1773,948,58,2025-05-27,,
1774,949,328,2024-08-29,,17400.00
1775,950,748,2022-03-24,,53244.00
1776,951,877,2021-07-19,2023-08-27,28652.00
1777,951,797,2023-08-27,,
1778,952,511,2021-06-22,,
1779,953,308,2021-06-22,2023-03-09,13804.00
1780,953,81,2023-03-09,,
1781,954,457,2015-10-09,2020-01-17,24476.00
1782,954,335,2020-01-17,2022-10-14,
1783,954,792,2022-10-14,2024-03-10,5219.52
1784,954,455,2024-03-10,,3949.84
1785,955,178,2021-09-20,2023-10-08,41528.00
1786,955,114,2023-10-08,,23184.49
1787,956,304,2021-07-04,2022-12-18,29000.00
1788,956,261,2022-12-18,,17215.72
1789,957,822,2018-08-26,2022-06-12,36772.00
1790,957,391,2022-06-12,2024-12-28,15569.78
1791,957,834,2024-12-28,,
1792,958,522,2020-12-27,2025-02-24,59160.00
1793,958,412,2025-02-24,,24531.20
1794,959,854,2023-05-25,,30276.00
1795,960,990,2025-05-22,2025-06-12,24708.00
1796,960,377,2025-06-12,,24183.60
1797,961,185,2022-01-04,2023-01-06,24708.00
1798,961,610,2023-01-06,,17124.34
1799,962,985,2021-01-24,2025-05-17,25520.00
1800,962,126,2025-05-17,,9694.05
1801,963,394,2020-12-17,2024-11-04,53360.00
1802,963,466,2024-11-04,2025-02-26,20664.95
1803,963,798,2025-02-26,,19423.85
1804,964,208,2018-09-13,2023-09-27,12760.00
1805,964,231,2023-09-27,,
1806,965,173,2023-12-17,2024-08-30,53360.00
1807,965,455,2024-08-30,,35757.81
1808,966,535,2023-06-30,2024-09-06,25520.00
1809,966,35,2024-09-06,,16897.73
1810,967,174,2014-07-08,,15660.00
1811,968,591,2022-01-26,,27840.00
1812,969,873,2015-02-13,2017-05-21,34916.00
1813,969,571,2017-05-21,,17852.21
1814,970,541,2022-07-05,,21112.00
1815,971,174,2024-07-11,,55216.00
1816,972,732,2014-08-31,2015-02-03,17284.00
1817,972,941,2015-02-03,,14081.43
1818,973,161,2021-09-29,,29580.00
1819,974,904,2022-11-30,2025-03-15,
1820,974,856,2025-03-15,,8112.01
1821,975,345,2012-04-16,2021-02-26,27144.00
1822,975,920,2021-02-26,,4149.53
1823,976,821,2014-05-21,2014-10-16,34916.00
1824,976,161,2014-10-16,,28150.92
1825,977,556,2025-06-14,2025-06-16,17052.00
1826,977,316,2025-06-16,,17000.07
1827,978,403,2019-04-09,,21112.00
1828,979,174,2021-10-13,2022-09-08,18444.00
1829,979,494,2022-09-08,,13236.62
1830,980,600,2025-04-10,2025-06-06,22852.00
1831,980,48,2025-06-06,,21312.16
1832,981,685,2020-06-12,,14036.00
1833,982,756,2022-04-18,2022-07-22,20648.00
1834,982,797,2022-07-22,,18451.24
1835,983,119,2014-05-16,,27028.00
1836,984,425,2024-11-09,2025-06-20,57768.00
1837,984,751,2025-06-20,,
1838,985,353,2011-09-25,2011-12-07,
1839,985,548,2011-12-07,2017-11-27,
1840,985,514,2017-11-27,,6511.54
1841,986,117,2021-08-31,,92220.00
1842,987,409,2017-04-27,,41412.00
1843,988,702,2020-05-06,2025-02-09,26796.00
1844,988,392,2025-02-09,2025-06-25,8981.18
1845,988,273,2025-06-25,,8341.48
1846,989,114,2024-06-09,2025-05-01,24708.00
1847,989,570,2025-05-01,,17795.39
1848,990,806,2018-05-27,2022-12-22,12760.00
1849,990,625,2022-12-22,2025-06-15,4575.32
1850,990,897,2025-06-15,,2796.64
1851,991,729,2016-07-28,2023-07-17,27028.00
1852,991,829,2023-07-17,,6319.55
1853,992,211,2014-08-20,2017-07-27,68556.00
1854,992,560,2017-07-27,,32428.05
1855,993,493,2018-11-13,2021-10-16,
1856,993,269,2021-10-16,,13511.20
1857,994,893,2014-10-22,2020-09-08,23664.00
1858,994,987,2020-09-08,2021-10-12,
1859,994,723,2021-10-12,,5487.70
1860,995,703,2024-01-27,2024-08-21,20300.00
1861,995,15,2024-08-21,,16488.39
1862,996,61,2024-05-15,2024-09-26,13804.00
1863,996,815,2024-09-26,,11317.48
1864,997,476,2020-08-14,2020-09-08,
1865,997,471,2020-09-08,,26048.26
1866,998,33,2022-11-10,2023-05-04,22968.00
1867,998,57,2023-05-04,,17605.07
1868,999,589,2021-12-24,,24708.00
1869,1000,301,2025-03-11,2025-03-19,58928.00
1870,1000,645,2025-03-19,,58177.26
1871,1001,350,2018-07-13,2018-11-18,
1872,1001,759,2018-11-18,2022-10-17,17227.18
1873,1001,463,2022-10-17,,7441.09
1874,1002,971,2021-07-01,,29580.00
1875,1003,26,2021-01-01,,22272.00
1876,1004,568,2018-11-16,2021-10-01,14036.00
1877,1004,490,2021-10-01,,6766.44
1878,1005,314,2014-01-08,2018-05-16,27028.00
1879,1005,846,2018-05-16,2018-08-20,10021.75
1880,1005,823,2018-08-20,2019-12-31,9512.42
1881,1005,699,2019-12-31,,7257.40
1882,1006,423,2019-01-31,2021-07-08,24476.00
1883,1006,533,2021-07-08,,11526.87
1884,1007,917,2011-03-29,2013-12-13,51620.00
1885,1007,657,2013-12-13,2014-11-22,25416.54
1886,1007,88,2014-11-22,2018-01-31,21083.57
1887,1007,686,2018-01-31,,11189.46
1888,1008,345,2022-02-14,,65888.00
1889,1009,729,2021-01-03,2021-08-17,13804.00
1890,1009,666,2021-08-17,,10073.18
1891,1010,737,2013-11-27,2021-09-14,
1892,1010,822,2021-09-14,,7381.02
1893,1011,954,2023-03-07,,64844.00
1894,1012,239,2017-03-16,2017-11-27,32364.00
1895,1012,912,2017-11-27,,24989.79
1896,1013,195,2024-11-17,,22852.00
1897,1014,642,2017-10-04,,12760.00
1898,1015,428,2021-07-22,2024-11-15,38164.00
1899,1015,477,2024-11-15,,16905.04
1900,1016,666,2024-10-24,,22852.00
1901,1017,730,2019-06-09,,24476.00
1902,1018,174,2025-04-24,2025-05-05,94888.00
1903,1018,230,2025-05-05,,93852.29
1904,1019,819,2015-12-26,,27144.00
1905,1020,262,2025-05-24,2025-06-18,25520.00
1906,1020,622,2025-06-18,,24811.47
1907,1021,679,2014-08-09,2021-04-28,55216.00
1908,1021,356,2021-04-28,,10534.41
1909,1022,859,2025-03-30,2025-05-26,12760.00
1910,1022,163,2025-05-26,,11999.28
1911,1023,563,2024-07-01,2025-05-08,25636.00
1912,1023,902,2025-05-08,,20671.73
1913,1024,90,2023-10-03,2025-06-27,
1914,1024,164,2025-06-27,,36082.85
1915,1025,654,2014-01-21,2014-05-01,24476.00
1916,1025,350,2014-05-01,2021-08-29,22020.59
1917,1025,775,2021-08-29,,4918.07
1918,1026,110,2019-07-29,,
1919,1027,780,2023-12-16,,30276.00
1920,1028,632,2018-04-11,,15196.00
1921,1029,143,2014-03-18,,27028.00
1922,1030,733,2024-09-15,,17400.00
1923,1031,453,2025-05-14,2025-05-14,58928.00
1924,1031,15,2025-05-14,,58928.00
1925,1032,306,2024-05-05,2024-06-18,25172.00
1926,1032,727,2024-06-18,,24098.24
1927,1033,27,2012-08-23,2013-11-09,29116.00
1928,1033,332,2013-11-09,,18501.09
1929,1034,364,2015-04-02,2019-01-26,
