id,vehicle_id,dealership_id,buyer_id,sale_date,sale_type,sale_price,financing,warranty_months
1023,761,12,718,2018-06-10,new,22367.73,renting,36
1024,762,30,793,2025-03-20,demo,50573.31,loan,24
1025,766,30,609,2019-01-09,new,25977.69,cash,36
1026,766,29,355,2020-08-01,used,19148.26,loan,24
1027,767,12,860,2013-08-04,used,26501.76,cash,24
1028,768,6,758,2023-03-10,new,14876.04,loan,36
1029,768,13,503,2024-06-25,used,11414.49,leasing,12
1030,769,20,795,2025-03-11,demo,53360.00,loan,12
1031,770,19,988,2014-04-05,new,58124.85,renting,36
1032,770,7,283,2016-04-20,used,44776.62,loan,12
1033,771,12,286,2020-08-02,new,16508.97,loan,36
1034,771,6,995,2020-09-10,used,17608.97,leasing,12
1035,772,20,823,2018-08-14,used,39581.07,leasing,12
1036,773,13,800,2024-05-07,new,30833.88,cash,36
1037,774,15,507,2020-03-13,new,10632.60,renting,36
1038,775,26,589,2018-06-05,new,49709.55,cash,36
1039,777,18,691,2025-06-27,new,15193.50,leasing,36
1040,777,7,982,2025-06-27,new,14215.50,renting,36
1041,778,22,684,2020-12-09,demo,25172.00,loan,12
1042,778,17,159,2024-02-29,used,11099.66,cash,12
1043,779,28,847,2025-05-29,new,48375.72,loan,36
1044,780,24,954,2018-07-13,used,19398.73,cash,12
1045,781,13,736,2023-01-18,used,10725.09,renting,24
1046,782,19,340,2025-01-30,new,16707.06,cash,36
1047,782,18,678,2025-06-03,used,15983.81,cash,12
1048,784,30,450,2024-09-15,new,21971.25,leasing,36
1049,784,1,208,2024-10-18,used,24460.96,loan,12
1050,785,3,785,2021-08-18,new,22137.09,loan,36
1051,787,13,699,2024-08-24,new,18813.34,loan,36
1052,787,20,995,2024-10-31,used,19204.55,cash,12
1053,788,5,414,2024-07-14,used,14994.43,leasing,12
1054,790,27,467,2025-06-25,demo,55216.00,loan,24
1055,791,17,663,2020-10-31,new,21302.04,loan,36
1056,791,17,31,2022-10-02,used,15882.48,loan,12
1057,792,12,507,2014-11-18,new,48661.48,loan,36
1058,793,16,264,2016-08-09,new,15028.14,loan,36
1059,795,25,442,2012-08-12,new,15304.14,cash,36
1060,795,25,452,2021-08-28,used,2759.93,renting,12
1061,797,2,115,2023-08-01,new,19819.65,renting,36
1062,799,16,233,2024-02-28,used,48274.41,renting,12
1063,801,22,152,2012-09-13,new,21902.40,loan,36
1064,802,26,292,2020-06-16,demo,92220.00,loan,12
1065,802,13,609,2023-08-01,used,40141.27,cash,12
1066,803,20,976,2018-08-14,used,13428.12,cash,12
1067,804,1,848,2024-03-29,new,25607.82,loan,36
1068,806,11,349,2013-04-16,new,47965.50,loan,36
1069,806,5,270,2024-01-11,used,5968.29,leasing,12
1070,807,18,343,2021-12-11,new,46336.98,loan,36
1071,807,7,773,2023-01-11,used,35639.17,cash,24
1072,808,30,733,2011-03-31,new,45225.35,loan,36
1073,809,12,731,2023-11-26,new,25067.50,cash,36
1074,810,1,628,2024-05-07,demo,18914.71,loan,12
1075,812,19,192,2015-06-15,new,45804.75,cash,36
1076,812,7,33,2018-07-08,used,24541.63,loan,12
1077,813,13,813,2016-06-09,new,30702.00,leasing,36
1078,813,13,808,2020-02-04,used,13972.58,cash,12
1079,814,1,184,2023-11-24,used,40359.88,renting,12
1080,815,12,695,2023-01-01,new,25260.00,renting,36
1081,816,22,778,2024-05-16,used,2860.52,loan,12
1082,817,28,863,2025-04-08,used,51181.76,loan,24
1083,818,12,888,2022-12-01,new,53929.25,loan,36
1084,819,9,417,2024-01-13,new,22191.24,loan,36
1085,819,8,751,2024-12-23,used,17230.58,loan,12
1086,820,16,101,2019-05-23,used,24682.40,renting,24
1087,822,12,126,2013-08-04,used,24366.09,loan,12
1088,822,12,847,2016-03-14,used,14518.11,cash,12
1089,822,12,175,2018-12-22,used,8372.93,loan,12
1090,823,3,887,2020-12-24,used,12387.15,loan,12
1091,823,3,465,2020-12-24,used,12387.15,loan,12
1092,824,5,698,2018-09-14,new,36742.44,cash,36
1093,824,5,136,2023-01-09,used,14013.53,loan,24
1094,825,1,368,2025-01-27,new,45162.88,cash,36
1095,826,10,149,2023-07-19,new,18462.84,cash,36
1096,827,22,558,2022-07-17,new,45572.24,loan,36
1097,828,13,396,2024-01-15,new,55351.60,cash,36
1098,829,3,656,2024-06-25,used,4170.35,cash,24
1099,830,26,986,2022-08-18,new,27720.73,loan,36
1100,831,7,826,2013-12-10,new,30883.65,loan,36
1101,831,11,394,2020-01-05,used,9806.64,loan,12
1102,832,25,779,2022-02-20,new,14936.67,loan,36
1103,833,16,422,2016-03-17,new,30153.04,cash,36
1104,834,20,8,2023-03-22,new,21051.90,cash,36
1105,835,14,330,2017-02-13,new,33662.74,loan,36
1106,835,14,133,2017-11-09,used,29735.14,cash,12
1107,835,24,165,2018-11-18,used,24267.25,loan,24
1108,836,2,344,2024-11-22,new,21628.02,loan,36
1109,837,16,557,2023-12-11,demo,25520.00,loan,12
1110,839,1,746,2023-08-24,new,80660.70,cash,36
1111,840,4,670,2024-06-07,new,23363.88,cash,36
1112,842,8,895,2021-12-09,demo,26448.00,cash,12
1113,842,9,889,2024-05-17,used,14313.29,cash,12
1114,843,18,886,2022-05-25,new,58068.92,cash,36
1115,844,19,294,2019-07-10,new,19872.00,loan,36
1116,845,25,189,2024-03-30,new,14983.38,loan,36
1117,846,26,243,2017-12-13,new,22240.66,cash,36
1118,846,18,357,2021-12-11,used,11104.02,loan,24
1119,846,21,979,2024-04-23,used,6943.94,loan,12
1120,847,8,10,2023-08-29,used,17343.17,cash,12
1121,848,6,519,2023-10-01,used,8206.70,loan,12
1122,849,5,235,2016-12-14,new,36521.10,loan,36
1123,849,11,342,2022-12-26,used,10533.75,leasing,12
1124,849,11,745,2023-06-07,used,9640.95,loan,24
1125,850,8,522,2022-04-16,used,27666.84,loan,12
1126,853,18,985,2022-01-29,new,14460.00,cash,36
1127,854,16,590,2022-10-25,new,11627.49,cash,36
1128,855,13,12,2025-05-30,new,20684.44,leasing,36
1129,857,2,732,2020-09-04,used,10631.65,leasing,24
1130,857,3,15,2020-12-24,used,10009.41,loan,24
1131,857,3,991,2020-12-24,used,10009.41,leasing,12
1132,858,25,814,2021-05-26,new,15709.14,loan,36
1133,858,18,384,2023-05-05,used,11031.39,cash,24
1134,859,18,649,2021-12-11,used,46757.36,cash,12
1135,860,25,868,2021-09-18,used,41411.02,cash,24
1136,860,9,885,2021-11-29,used,39822.31,loan,24
1137,861,7,321,2022-12-09,demo,34916.00,leasing,24
1138,863,24,103,2021-10-05,new,26521.74,loan,36
1139,864,27,360,2024-09-30,demo,29116.00,cash,24
1140,864,22,354,2025-02-02,used,24951.71,loan,12
1141,865,14,605,2023-09-27,new,25757.50,leasing,36
1142,866,12,127,2020-11-11,used,32765.46,loan,12
1143,867,10,192,2011-06-23,new,12590.10,leasing,36
1144,867,10,310,2018-05-27,used,3716.50,cash,12
1145,867,20,290,2022-09-21,used,1576.82,cash,12
1146,867,10,538,2024-04-30,used,1146.23,loan,12
1147,868,24,924,2024-10-26,new,11447.80,loan,36
1148,869,19,332,2025-05-31,new,14935.50,cash,36
1149,870,25,42,2024-07-29,new,28582.96,loan,36
1150,873,24,766,2019-08-12,new,20408.16,cash,36
1151,873,16,637,2025-01-11,used,7034.12,cash,24
1152,874,24,181,2022-03-15,new,11659.62,cash,36
1153,874,14,7,2023-07-09,used,9161.67,leasing,24
1154,876,13,959,2022-05-01,new,15356.22,loan,36
1155,877,24,413,2021-06-01,new,11032.49,loan,36
1156,878,18,159,2025-04-13,used,23917.24,renting,12
1157,879,22,974,2022-11-18,new,16926.00,leasing,36
1158,879,8,745,2024-02-10,used,15063.92,loan,12
1159,880,6,628,2022-02-19,demo,10576.91,leasing,24
1160,880,12,868,2024-03-21,used,6995.03,cash,12
1161,881,15,298,2022-11-12,new,23450.93,cash,36
1162,882,16,799,2024-02-07,new,18293.76,leasing,36
1163,883,24,38,2022-06-24,new,11600.12,loan,36
1164,884,12,137,2020-03-08,new,16810.50,loan,36
1165,885,11,815,2025-05-22,demo,22968.00,loan,12
1166,886,20,936,2019-02-03,new,43543.25,cash,36
1167,886,10,451,2023-03-08,used,19523.33,cash,12
1168,886,20,183,2025-04-11,used,12883.69,loan,24
1169,887,13,513,2014-01-23,new,29901.34,leasing,36
1170,887,13,854,2015-04-13,used,22678.80,cash,12
1171,887,6,386,2016-04-04,used,18680.13,loan,12
1172,887,12,916,2016-07-18,used,17644.23,loan,12
1173,888,15,179,2023-02-07,new,46271.96,loan,36
1174,889,15,683,2020-10-29,new,10187.10,cash,36
1175,889,15,209,2024-06-23,used,5402.48,cash,12
1176,889,1,732,2025-01-27,used,4799.03,cash,12
1177,891,21,909,2022-05-14,used,12641.55,loan,24
1178,893,5,445,2024-06-24,used,51241.34,loan,12
1179,894,25,509,2025-05-02,new,14719.50,leasing,36
1180,896,29,382,2013-12-08,new,24813.86,cash,36
1181,898,20,485,2024-03-20,new,19239.02,cash,36
1182,898,10,667,2024-07-22,used,19317.06,renting,12
1183,899,11,422,2015-06-06,new,48919.20,cash,36
1184,900,29,329,2015-08-18,new,30381.28,leasing,36
1185,900,9,419,2021-09-30,used,9715.25,loan,12
1186,900,25,719,2022-10-30,used,7838.77,loan,24
1187,901,13,186,2015-04-01,new,22506.12,cash,36
1188,901,27,18,2021-02-09,used,6429.63,cash,24
1189,901,1,759,2025-05-13,used,2763.74,cash,24
1190,902,6,550,2023-12-11,new,57632.25,cash,36
1191,903,24,369,2019-05-29,used,5685.94,leasing,24
1192,904,7,283,2024-08-07,new,45479.76,leasing,36
1193,905,15,855,2017-08-14,new,20498.65,renting,36
1194,905,15,469,2020-05-16,used,11452.90,loan,12
1195,905,1,548,2024-05-21,used,5164.07,loan,12
1196,906,30,528,2014-06-19,new,13463.55,cash,36
1197,906,30,277,2021-11-26,used,3444.15,loan,12
1198,906,10,675,2023-10-09,demo,2377.69,loan,24
1199,907,23,755,2012-08-15,demo,22968.00,loan,24
1200,907,8,263,2020-06-06,used,4522.14,loan,12
1201,908,21,762,2023-07-19,new,23738.40,cash,36
1202,909,23,786,2025-02-03,used,15381.32,loan,12
1203,910,25,645,2014-01-22,demo,67860.00,leasing,24
1204,910,7,410,2016-05-14,used,39868.11,leasing,12
1205,910,19,484,2020-07-23,used,17352.48,loan,12
1206,910,19,751,2025-06-23,used,6539.87,cash,12
1207,911,8,483,2020-06-06,used,20885.44,cash,12
1208,911,17,175,2023-01-15,used,12444.22,loan,12
1209,912,29,784,2024-08-20,new,20683.39,loan,36
1210,913,14,283,2022-11-24,new,81392.10,cash,36
1211,914,5,401,2020-04-26,new,36103.41,loan,36
1212,915,26,900,2020-04-08,new,22770.00,loan,36
1213,916,18,674,2021-12-11,used,9106.10,cash,12
1214,917,6,212,2016-04-01,new,31306.92,loan,36
1215,917,17,329,2023-11-07,demo,6984.30,loan,24
1216,917,30,874,2024-04-21,used,6381.94,loan,24
1217,918,8,165,2020-06-06,used,15623.80,leasing,12
1218,918,6,755,2021-09-28,used,12043.70,renting,12
1219,919,6,429,2011-08-07,new,17021.56,leasing,36
1220,919,12,593,2018-06-05,used,4116.72,leasing,24
1221,919,6,731,2021-10-22,used,2104.43,cash,24
1222,920,19,302,2011-03-03,new,24066.57,cash,36
1223,920,19,540,2020-10-25,used,3261.39,renting,12
1224,921,11,465,2021-07-15,new,51459.00,renting,36
1225,923,24,625,2020-09-08,used,11885.04,loan,24
1226,923,28,14,2022-12-13,used,7192.89,loan,24
1227,924,29,14,2025-02-07,used,2055.28,renting,12
1228,926,19,683,2024-01-10,new,52087.62,cash,36
1229,927,14,403,2022-09-09,new,19347.36,loan,36
1230,928,3,526,2020-12-24,used,9792.17,loan,12
1231,929,13,636,2023-11-02,new,16112.25,loan,36
1232,929,13,101,2025-05-07,used,11239.26,leasing,12
1233,930,8,496,2022-01-05,demo,21112.00,cash,12
1234,931,19,700,2023-09-13,new,54284.49,loan,36
1235,932,6,127,2013-01-31,demo,55216.00,loan,12
1236,932,6,535,2013-02-04,used,54980.17,loan,12
1237,932,13,629,2015-12-24,used,28094.88,leasing,12
1238,932,6,833,2017-01-30,used,22570.10,loan,12
1239,933,19,854,2014-06-26,new,55418.07,leasing,36
1240,934,20,130,2023-05-30,new,19703.94,loan,36
1241,934,10,341,2025-02-21,used,13704.47,loan,24
1242,935,15,801,2020-12-12,new,32093.95,loan,36
1243,935,13,435,2024-08-06,used,15369.02,loan,12
1244,936,13,466,2018-12-09,used,30735.50,loan,24
1245,936,6,157,2019-06-06,used,27068.96,cash,12
1246,937,18,292,2021-12-11,used,3774.97,loan,12
1247,938,14,892,2022-07-16,new,21881.21,loan,36
1248,939,30,843,2024-12-13,new,44518.41,cash,36
1249,940,18,853,2023-01-03,new,24670.00,loan,36
1250,941,29,582,2020-06-30,new,21241.74,cash,36
1251,942,1,14,2025-03-22,new,44715.44,loan,36
1252,943,6,320,2012-05-31,new,16760.80,cash,36
1253,943,12,429,2018-01-07,demo,5614.02,leasing,12
1254,943,6,325,2019-09-24,used,3997.57,loan,24
1255,944,19,782,2022-04-12,new,14670.60,cash,36
1256,946,6,11,2018-05-11,new,22143.66,renting,36
1257,946,13,543,2020-05-06,used,15580.37,loan,12
1258,947,26,274,2022-03-02,new,21044.66,loan,36
1259,948,11,436,2016-12-22,new,21775.60,loan,36
1260,948,5,58,2025-05-27,used,3720.93,renting,12
1261,950,30,748,2022-03-24,new,47355.03,loan,36
1262,951,13,797,2023-08-27,used,14882.43,loan,12
1263,953,28,308,2021-06-22,new,11919.04,loan,36
1264,953,24,81,2023-03-09,used,8743.98,loan,12
1265,954,3,457,2020-12-24,used,7466.74,renting,12
1266,954,2,335,2020-09-04,used,7930.91,cash,24
1267,954,2,792,2022-10-14,used,5219.52,renting,12
1268,954,2,455,2024-03-10,used,3949.84,cash,12
1269,955,24,178,2021-09-20,new,36032.70,loan,36
1270,957,4,822,2018-08-26,new,31002.60,cash,36
1271,957,2,391,2022-06-12,demo,15569.78,loan,12
1272,957,22,834,2024-12-28,used,9393.67,cash,12
1273,958,11,412,2025-02-24,used,24531.20,loan,24
1274,960,2,990,2025-05-22,new,20692.95,cash,36
1275,960,2,377,2025-06-12,used,24183.60,cash,12
1276,961,2,185,2022-01-04,new,20918.73,cash,36
1277,962,16,126,2025-05-17,used,9694.05,cash,24
1278,963,10,394,2020-12-17,new,47205.20,leasing,36
1279,963,10,466,2024-11-04,used,20664.95,loan,12
1280,963,20,798,2025-02-26,used,19423.85,leasing,12
1281,964,27,208,2018-09-13,new,10342.20,loan,36
1282,966,25,35,2024-09-06,used,16897.73,loan,12
1283,967,10,174,2014-07-08,new,13014.00,leasing,36
1284,968,26,591,2022-01-26,new,24818.40,loan,36
1285,969,13,873,2015-02-13,new,28281.96,loan,36
1286,969,12,571,2017-05-21,used,17852.21,leasing,12
1287,970,21,541,2022-07-05,new,18030.74,renting,36
1288,972,14,732,2014-08-31,new,15077.31,cash,36
1289,972,14,941,2015-02-03,used,14081.43,loan,24
1290,973,30,161,2021-09-29,demo,29580.00,cash,24
1291,974,16,904,2022-11-30,new,11516.82,cash,36
1292,975,23,345,2012-04-16,new,22555.26,cash,36
1293,976,12,821,2014-05-21,new,30969.89,loan,36
1294,976,13,161,2014-10-16,used,28150.92,loan,12
1295,977,18,316,2025-06-16,used,17000.07,loan,12
1296,979,12,174,2021-10-13,new,15198.81,cash,36
1297,980,20,600,2025-04-10,new,20243.72,loan,36
1298,980,30,48,2025-06-06,used,21312.16,cash,12
1299,981,26,685,2020-06-12,new,11907.61,cash,36
1300,982,5,756,2022-04-18,new,17468.92,loan,36
1301,983,18,119,2021-12-11,used,4510.05,cash,24
1302,984,27,425,2024-11-09,demo,57768.00,cash,12
1303,984,23,751,2025-06-20,used,43843.53,leasing,24
1304,985,22,353,2011-09-25,new,21830.06,loan,36
1305,985,15,548,2017-04-29,used,7306.50,loan,24
1306,985,15,514,2017-11-27,used,6511.54,loan,24
1307,986,1,117,2021-08-31,new,77385.30,cash,36
1308,988,6,702,2020-05-06,demo,26796.00,cash,12
1309,988,6,392,2025-02-09,used,8981.18,loan,12
1310,989,3,570,2025-05-01,used,17795.39,cash,12
1311,990,15,806,2018-05-27,new,10666.70,loan,36
1312,991,25,729,2016-07-28,new,23046.03,leasing,36
1313,991,7,829,2023-07-17,used,6319.55,renting,12
1314,992,19,211,2014-08-20,new,59318.67,loan,36
1315,992,19,560,2017-07-27,used,32428.05,loan,12
1316,993,26,493,2018-11-13,new,22778.40,loan,36
1317,993,4,269,2021-10-16,used,13511.20,loan,12
1318,994,24,723,2021-10-12,used,5487.70,loan,24
1319,995,6,703,2024-01-27,new,16296.00,loan,36
1320,995,6,15,2024-08-21,used,16488.39,cash,12
1321,996,16,61,2024-05-15,new,12032.09,loan,36
1322,996,28,815,2024-09-26,used,11317.48,loan,12
1323,997,6,476,2020-08-14,new,22746.57,loan,36
1324,997,13,471,2020-09-08,demo,26048.26,loan,12
1325,998,22,33,2022-11-10,new,19671.30,loan,36
1326,998,15,57,2023-05-04,used,17605.07,renting,12
1327,1000,29,301,2025-03-11,new,49905.92,loan,36
1328,1001,4,350,2018-07-13,new,16986.06,leasing,36
1329,1001,4,759,2018-11-18,used,17227.18,leasing,12
1330,1001,21,463,2022-10-17,used,7441.09,loan,12
1331,1002,8,971,2021-07-01,new,24798.75,cash,36
1332,1004,26,568,2018-11-16,new,12248.83,loan,36
1333,1004,26,490,2021-10-01,used,6766.44,loan,24
1334,1005,25,314,2014-01-08,new,23784.64,renting,36
1335,1005,7,846,2018-05-16,used,10021.75,loan,24
1336,1005,19,823,2018-08-20,used,9512.42,loan,12
1337,1006,2,423,2020-09-04,used,13619.20,leasing,12
1338,1007,30,917,2011-03-29,new,43939.30,cash,36
1339,1007,10,657,2013-12-13,used,25416.54,loan,12
1340,1007,20,88,2018-08-14,used,10064.59,leasing,12
1341,1007,20,686,2018-08-14,used,10064.59,loan,12
1342,1009,14,729,2021-01-03,new,11664.38,loan,36
1343,1009,28,666,2021-08-17,used,10073.18,loan,24
1344,1010,30,737,2013-11-27,new,31711.10,loan,36
1345,1010,15,822,2021-09-14,used,7381.02,loan,12
1346,1012,26,239,2017-03-16,new,28823.49,cash,36
1347,1014,1,642,2017-10-04,new,10763.50,loan,36
1348,1015,5,428,2021-07-22,new,32880.26,loan,36
1349,1016,20,666,2024-10-24,new,18368.28,loan,36
1350,1018,11,174,2025-04-24,new,75689.54,loan,36
1351,1018,11,230,2025-05-05,used,93852.29,cash,24
1352,1020,17,262,2025-05-24,new,21674.40,leasing,36
1353,1021,12,679,2014-08-09,new,48275.92,loan,36
1354,1022,27,859,2025-03-30,new,11440.00,cash,36
1355,1022,15,163,2025-05-26,used,11999.28,loan,12
1356,1023,30,563,2024-07-01,new,22281.22,loan,36
1357,1024,9,90,2023-10-03,new,51617.70,loan,36
1358,1025,2,654,2020-09-04,used,5977.31,loan,12
1359,1025,2,775,2021-08-29,used,4918.07,loan,12
1360,1027,8,780,2023-12-16,new,24226.02,cash,36
1361,1029,25,143,2014-03-18,new,21825.11,cash,36
1362,1030,18,733,2024-09-15,new,15229.50,loan,36
1363,1031,27,453,2025-05-14,new,50667.92,cash,36
1364,1031,27,15,2025-05-14,demo,58928.00,leasing,24
1365,1032,10,306,2024-05-05,new,21886.62,cash,36
1366,1033,27,27,2016-12-14,used,10007.38,loan,24
1367,1033,22,332,2013-11-09,used,18501.09,loan,12
1368,1034,7,188,2019-06-30,used,24113.15,loan,24
1369,1034,25,93,2024-05-07,used,9202.13,leasing,12
1370,1036,25,811,2025-06-30,used,64555.83,cash,12
1371,1038,28,732,2019-11-01,used,19895.76,cash,12
1372,1040,6,501,2014-12-15,new,23079.68,cash,36
1373,1040,6,472,2019-04-15,used,10191.46,loan,24
1374,1040,12,117,2019-10-15,used,9226.87,loan,12
1375,1040,13,189,2021-10-08,used,6226.09,loan,24
1376,1041,25,109,2023-10-21,new,13493.00,leasing,36
1377,1042,11,433,2014-03-10,new,34307.70,cash,36
1378,1043,29,935,2020-07-19,new,49109.83,loan,36
1379,1043,3,48,2021-02-04,used,44789.66,loan,24
1380,1043,1,497,2024-10-21,used,21450.53,cash,12
1381,1044,2,588,2022-08-20,new,29311.72,loan,36
1382,1045,29,857,2020-11-06,new,73418.25,loan,36
1383,1047,13,734,2022-08-26,used,10485.21,loan,12
1384,1047,13,378,2023-08-30,demo,8580.35,cash,24
1385,1048,30,973,2025-05-06,demo,59972.00,cash,12
1386,1051,10,44,2024-06-11,new,47583.90,leasing,36
1387,1052,18,904,2023-02-24,new,13901.79,loan,36
1388,1053,10,616,2021-09-03,new,45707.22,loan,36
1389,1053,20,714,2022-08-16,used,43194.14,loan,24
1390,1056,15,893,2022-05-31,new,82187.10,loan,36
1391,1057,7,959,2025-06-27,new,53999.40,loan,36
1392,1058,11,614,2025-03-06,used,31115.47,cash,24
1393,1059,1,548,2021-03-08,new,27411.10,loan,36
1394,1060,22,261,2023-12-01,new,48564.80,cash,36
1395,1060,27,381,2024-11-23,used,42911.70,cash,12
1396,1062,7,312,2013-03-04,used,19967.26,loan,24
1397,1063,17,754,2023-09-01,used,71640.05,leasing,12
1398,1065,9,61,2023-05-05,new,48769.14,leasing,36
1399,1065,13,696,2025-06-14,demo,30596.79,renting,24
1400,1066,17,336,2024-01-11,new,23340.36,cash,36
