id,vin,plate,model_id,year,colour,fuel_type,transmission,engine_cc,power_hp,mileage_km,registered_on
498,ZZD5JPNX1LV295511,8333 GMD,10,2020,Gris,hybrid,manual,1501,136,110332,2020-01-03
499,ZZBF99X48KL759294,8213 RTZ,19,2019,Negro,petrol,automatic,1344,184,116181,2019-06-09
500,ZZK95NWX0KK540459,6893 HNJ,68,2019,Plata,diesel,manual,1133,105,118029,2019-02-14
501,ZZHA9DAZ3LP771225,0409 XPN,70,2020,Negro,electric,manual,0,274,72581,2020-08-23
502,ZZCGWW7V6PW216032,0094 JRF,57,2023,Blanco,diesel,manual,1649,156,33318,2023-04-07
503,ZZA0N0DA7NS176088,8043 STP,13,2022,Negro,petrol,automatic,1247,157,22609,2022-09-15
504,ZZMN4CPF7GE777880,6019 DXS,58,2016,Blanco,petrol,manual,1482,122,149121,2016-11-05
505,ZZL5H5WB6HH835304,6452 DHW,4,2017,Marrón,petrol,automatic,1443,251,100476,2017-10-09
506,ZZBLTYM54ND403211,8894 XSH,24,2022,Blanco,diesel,manual,1117,105,27298,2022-08-11
507,ZZCAXZSH5NX139988,0743 XWK,57,2022,Negro,petrol,manual,1724,118,27958,2022-12-17
508,ZZJJJ9YD9JL433961,1100 XWY,15,2018,Negro,petrol,manual,2147,300,132334,2018-01-06
509,ZZNE2A4Y7KN424382,2980 TTL,18,2019,Rojo,electric,automatic,0,119,63193,2019-02-08
510,ZZGKG4AZXLT231439,3683 NZW,64,2020,Blanco,diesel,automatic,2199,165,56546,2020-10-18
511,ZZNG2J1Z1KL213177,9195 PTR,18,2019,Gris,petrol,manual,1638,174,86465,2019-09-09
512,ZZJ0WXKJ6FC964395,4392 RHZ,28,2015,Blanco,diesel,manual,1422,148,171457,2015-03-28
513,ZZB6CF6E0MF969061,8742 HSV,61,2021,Blanco,petrol,manual,1482,289,48601,2021-01-30
514,ZZCTSY211LN845174,9724 DVY,67,2020,Gris,diesel,manual,1291,121,88099,2020-08-05
515,ZZGT3W4R7PV310357,1560 TZM,30,2023,Plata,hybrid,automatic,1168,116,20580,2023-07-04
516,ZZCD56H9XRV254623,5189 MVN,67,2024,Negro,hybrid,manual,1266,96,9663,2024-11-26
517,ZZCV1H1AXKB140239,6382 TZL,36,2019,Negro,petrol,manual,1452,196,39851,2019-08-18
518,ZZHE6HSZ4DD403445,4881 PJW,11,2013,Plata,petrol,manual,1668,126,184448,2013-09-14
519,ZZH3JA133PM509187,8627 CJZ,7,2023,Gris,diesel,automatic,1035,98,20720,2023-02-03
520,ZZN2FAZXXLR333379,1089 LKC,63,2020,Rojo,petrol,automatic,1671,147,12710,2020-01-10
521,ZZL6E2M17LA177984,8173 DWJ,65,2020,Gris,petrol,manual,987,76,96370,2020-02-15
522,ZZHH1RVL1DM372695,8665 DGB,1,2013,Negro,diesel,manual,2169,185,87351,2013-05-09
523,ZZBABRZXXLJ153854,4892 NWZ,59,2020,Blanco,hybrid,manual,1070,107,48295,2020-09-21
524,ZZCL7NXWXSH266508,9084 FSS,67,2025,Blanco,petrol,automatic,1417,98,5163,2025-02-26
525,ZZHLRCRY2NU385687,0639 MBD,7,2022,Gris,petrol,manual,1305,106,36975,2022-03-13
526,ZZD1BVZ93NW821291,6205 TST,20,2022,Blanco,petrol,manual,1027,108,9012,2022-07-20
527,ZZAE600V1HN193466,2745 XVB,43,2017,Verde,hybrid,automatic,962,86,125542,2017-04-29
528,ZZLXYEZV2ER846434,0698 SCT,2,2014,Gris,diesel,manual,1007,83,107489,2014-11-05
529,ZZKZET111DE815586,0997 BBC,26,2013,Plata,hybrid,manual,2404,170,199550,2013-07-09
530,ZZBHL0B26KK534177,0702 HPC,19,2019,Gris,diesel,automatic,1221,152,57115,2019-12-25
531,ZZNY3CS02JS681758,9135 SPK,18,2018,Verde,diesel,manual,1644,124,104599,2018-06-04
532,ZZNJ0FPH4RN692295,2839 ZVL,9,2024,Verde,diesel,manual,2033,260,17461,2024-04-27
533,ZZGCUUW05SM474267,3194 DDM,30,2025,Blanco,petrol,manual,1181,117,1175,2025-06-24
534,ZZH623XK7PB425177,2007 PWR,52,2023,Gris,petrol,automatic,1947,276,57472,2023-04-21
535,ZZKUD88D9MP670179,0901 KLX,51,2021,Gris,diesel,manual,1214,135,52261,2021-01-25
536,ZZCGZ0T37RW964154,8803 XHD,57,2024,Blanco,diesel,manual,1886,170,36581,2024-01-01
537,ZZBWCDVY8AM518712,7093 LYB,42,2010,Verde,diesel,manual,1484,97,256961,2010-03-28
538,ZZGRXJ9M5ET343767,2664 PLT,5,2014,Negro,petrol,manual,1030,73,167780,2014-12-10
539,ZZB7ZR7F4NY252261,9248 DYP,59,2022,Blanco,petrol,manual,1270,102,44096,2022-11-02
540,ZZM1MPFEXHB773209,4437 TXL,56,2017,Gris,diesel,manual,2101,210,201591,2017-01-08
541,ZZFHRWY44FP595173,0207 CSJ,44,2015,Blanco,hybrid,manual,1584,122,140122,2015-09-23
542,ZZLF80W34FT788249,2822 LFT,60,2015,Blanco,electric,manual,0,99,19159,2015-12-01
543,ZZN15BC08PX023460,6659 JYH,46,2023,Negro,petrol,manual,1901,187,13281,2023-01-17
544,ZZB1Z8WN2SA467876,5338 FTJ,61,2025,Gris,diesel,manual,1496,209,10443,2025-01-13
545,ZZB3Z9201LK264594,5354 XGL,40,2020,Naranja,petrol,manual,2487,223,76736,2020-09-11
546,ZZCSBKAW6LC053264,4612 BTR,12,2020,Negro,hybrid,manual,1018,128,52137,2020-01-19
547,ZZDV04SRXDK391843,6302 STP,47,2013,Azul,diesel,manual,1936,165,210798,2013-02-02
548,ZZBAF27RXKN265674,8321 RBN,19,2019,Blanco,diesel,automatic,1256,137,60043,2019-07-20
549,ZZH2DEZUXMG752223,4196 SJW,25,2021,Blanco,petrol,manual,1181,90,61279,2021-05-05
550,ZZB2MFD48LH412391,2862 PGC,40,2020,Gris,petrol,automatic,1852,153,74184,2020-11-04
551,ZZM520125PL154800,8317 BXS,53,2023,Negro,hybrid,manual,1638,230,4966,2023-01-05
552,ZZBLT4LP5JT018719,0187 LDN,54,2018,Azul,petrol,manual,2044,221,59468,2018-09-26
553,ZZCKVFUXXCL814963,3714 MRY,6,2012,Blanco,petrol,manual,1470,118,138369,2012-09-28
554,ZZCYUKYW8RH850380,8954 JDJ,57,2024,Azul,petrol,manual,1821,140,3748,2024-09-01
555,ZZGCR2LE2RV477377,9049 HFN,64,2024,Blanco,petrol,manual,1971,229,10903,2024-09-20
556,ZZB3N0YE9LD543113,9677 MRT,24,2020,Rojo,diesel,manual,1234,102,92343,2020-05-31
557,ZZDCV2YB4MY000366,0890 SMN,20,2021,Negro,petrol,automatic,1434,105,80893,2021-08-29
558,ZZHWV9YFXSJ111694,8759 SKP,17,2025,Negro,diesel,manual,918,76,723,2025-06-07
559,ZZKD4XW54SE462175,4337 KSF,51,2025,Azul,petrol,manual,1262,132,1782,2025-06-13
560,ZZG7EB628BH742712,8765 SKH,5,2011,Blanco,diesel,manual,1159,66,286824,2011-10-01
561,ZZMD12JW1ML147030,6719 BYS,53,2021,Blanco,hybrid,manual,2061,133,58051,2021-07-17
562,ZZDXEGSM2PZ369640,6533 XWG,20,2023,Blanco,diesel,manual,1107,92,8974,2023-11-09
563,ZZM04HU70NX563710,3699 ZCJ,45,2022,Negro,diesel,manual,1395,189,20629,2022-02-23
564,ZZK5ECGY7FY358030,5387 FFX,68,2015,Rojo,plug_in_hybrid,automatic,1480,100,158281,2015-06-05
565,ZZFCFDW55FK747025,0909 MTJ,49,2015,Marrón,diesel,manual,1784,167,180537,2015-08-04
566,ZZHRAG492MK976783,0500 RNY,38,2021,Verde,diesel,manual,1910,115,51070,2021-06-25
567,ZZBM4J9X8MX111335,0242 VNP,24,2021,Rojo,hybrid,automatic,1058,128,29943,2021-10-17
568,ZZBEWM527RJ512685,2713 WBD,40,2024,Gris,petrol,manual,2153,178,10954,2024-12-16
569,ZZLF281R1JH405018,1601 DGS,60,2018,Marrón,petrol,manual,1178,124,101461,2018-02-09
570,ZZG7EZ4K0RR475484,9504 KVL,48,2024,Plata,plug_in_hybrid,manual,1527,198,19483,2024-01-27
571,ZZH7B6TJ1BC296746,1022 PYF,1,2011,Negro,diesel,automatic,2487,255,265756,2011-05-25
572,ZZH1LHRB2JE888464,4584 TBC,32,2018,Negro,petrol,manual,2428,229,136280,2018-04-06
573,ZZC9D5SUXEJ492005,3522 YDH,27,2014,Rojo,hybrid,manual,1215,106,205407,2014-12-30
574,ZZJ7KD8E3PE295947,4805 CBF,14,2023,Plata,diesel,manual,2280,377,37298,2023-06-05
575,ZZFTMX785PH257506,6339 SCG,31,2023,Gris,petrol,automatic,2851,324,26331,2023-10-04
576,ZZH90P3S0SR114092,8633 RMX,7,2025,Azul,petrol,manual,1066,118,5122,2025-01-28
577,ZZHNHF6J2SV523402,4561 JDB,32,2025,Blanco,diesel,automatic,2565,308,5656,2025-01-22
578,ZZHY3KNP0HF986183,0884 RNC,25,2017,Blanco,hybrid,manual,1034,93,57063,2017-04-13
579,ZZGD6MRS1EP379607,4306 FGY,64,2014,Blanco,hybrid,automatic,1928,245,247740,2014-12-11
580,ZZBT97NF1LG793633,1954 FXN,19,2020,Negro,petrol,manual,1565,158,38512,2020-07-20
581,ZZBX3823XAS588566,5134 ZDT,42,2010,Gris,diesel,manual,1340,123,121226,2010-02-10
582,ZZMATE636NT679601,3441 GRP,56,2022,Gris,hybrid,automatic,1520,276,62496,2022-04-26
583,ZZM65SWY5NY842980,5219 GSG,56,2022,Plata,petrol,manual,2380,297,15858,2022-02-19
584,ZZM0D8TS6FB316132,7788 BWH,34,2015,Blanco,diesel,manual,2172,138,128575,2015-05-10
585,ZZHZLJVY4PH988691,4269 LGS,17,2023,Azul,petrol,automatic,1167,91,8339,2023-05-11
586,ZZN9HGN30KW871393,7145 TKL,18,2019,Negro,petrol,manual,1333,123,65612,2019-06-21
587,ZZJR8M6BXMR338264,1683 MDK,15,2021,Plata,plug_in_hybrid,manual,1507,179,77479,2021-06-01
588,ZZND680D1PY931697,8839 CLW,46,2023,Gris,hybrid,automatic,2405,179,26174,2023-11-15
589,ZZB6H4ZG6FR047446,7938 MDR,3,2015,Blanco,diesel,automatic,1449,156,179385,2015-01-16
590,ZZM6FXBT0FX365550,2866 BBV,58,2015,Blanco,petrol,manual,1355,126,157116,2015-10-21
591,ZZCD53Z45RD729439,1381 TSV,57,2024,Blanco,petrol,automatic,1923,169,18480,2024-06-01
592,ZZBY769C6RP803362,9715 MKC,61,2024,Blanco,diesel,manual,2066,204,13107,2024-08-03
593,ZZBGNG7P4CE068462,1021 YTK,8,2012,Blanco,diesel,manual,1508,175,159928,2012-07-30
594,ZZCU8UD70JJ774549,6296 DTD,69,2018,Plata,diesel,manual,1917,194,78937,2018-07-16
595,ZZGE9KMZ7SJ037730,4322 YXV,35,2025,Gris,petrol,automatic,1668,152,1478,2025-06-29
596,ZZB06LBZ5MM626455,5608 VLM,59,2021,Blanco,petrol,manual,1144,123,74621,2021-01-15
597,ZZBLXYRM5LL176165,6878 CRJ,3,2020,Blanco,hybrid,manual,1880,118,68167,2020-10-15
598,ZZJ3D7CC6NA841824,0843 VWZ,14,2022,Blanco,plug_in_hybrid,manual,2720,335,27406,2022-11-17
599,ZZBDDH576GW316225,3620 PRC,54,2016,Blanco,diesel,automatic,1555,139,68359,2016-10-15
600,ZZJMFK957LB635025,5198 XLZ,28,2020,Gris,diesel,manual,1755,156,36869,2020-03-07
601,ZZHY7NE47RT014109,8628 NFV,38,2024,Gris,diesel,manual,1230,145,15759,2024-08-07
602,ZZG4V0G44BB044110,7938 VFC,64,2011,Blanco,hybrid,automatic,1980,226,227620,2011-03-08
603,ZZNVNKV82RT976230,8415 WYK,46,2024,Gris,diesel,manual,2367,201,7755,2024-08-24
604,ZZADANZG2HF898573,9854 TWH,13,2017,Gris,diesel,automatic,1250,127,135008,2017-04-29
605,ZZFMYHMW3JE148942,0754 YGL,33,2018,Verde,plug_in_hybrid,manual,1749,145,48991,2018-03-07
606,ZZB9S7730KD862720,7448 BVV,40,2019,Rojo,diesel,manual,1821,185,63093,2019-02-11
607,ZZARZTRH7KC694677,6466 KCG,55,2019,Azul,hybrid,manual,1142,99,92853,2019-03-10
608,ZZGAN7K75SN316496,2363 ZCR,48,2025,Negro,lpg,automatic,1809,202,1549,2025-06-03
609,ZZCM12WH1RK647958,3693 RNJ,36,2024,Verde,petrol,automatic,1865,141,17614,2024-06-13
610,ZZGYMYZV8PH615661,5442 FPX,16,2023,Blanco,hybrid,manual,1570,146,31983,2023-11-02
611,ZZN5UUU00FM802429,8848 NGT,21,2015,Blanco,diesel,manual,1276,124,97914,2015-10-19
612,ZZB7R5FV1ER253735,5816 STT,54,2014,Plata,hybrid,automatic,1972,298,209702,2014-01-31
613,ZZFX2VSD3JT540040,9403 KHK,33,2018,Rojo,hybrid,manual,1617,170,35854,2018-06-24
614,ZZH5HFV91ES703080,8594 ZXD,32,2014,Negro,diesel,manual,2675,396,213713,2014-06-10
615,ZZG37GY70BK830526,9326 CMM,5,2011,Blanco,petrol,manual,1189,76,181012,2011-08-20
616,ZZCBJWBV7RU380971,1858 SWS,36,2024,Rojo,diesel,automatic,1427,298,9374,2024-09-13
617,ZZN6938Y0RN845764,0239 KJF,46,2024,Blanco,petrol,automatic,1964,187,12666,2024-10-08
618,ZZGN8T10XFV954075,3654 PTD,64,2015,Gris,petrol,manual,2187,229,136656,2015-03-05
619,ZZBHJ8HN2JM771192,5896 KZT,40,2018,Blanco,diesel,manual,2320,202,161168,2018-09-11
620,ZZHBUR0NXMX720207,1619 CPV,38,2021,Blanco,plug_in_hybrid,manual,1634,116,72955,2021-01-04
621,ZZAHLGV12FU481505,6451 MKW,55,2015,Gris,diesel,manual,1337,98,128529,2015-10-05
622,ZZD5FMLF8MK724057,6121 DGK,62,2021,Gris,diesel,manual,1686,142,7879,2021-07-22
623,ZZMYZCY95MY526387,9544 CMT,56,2021,Negro,diesel,manual,1605,175,67114,2021-01-25
624,ZZC2KJAS9NA267588,4958 RNF,66,2022,Plata,petrol,manual,1503,289,70060,2022-01-04
625,ZZNPPDSV7MD069209,7991 WTZ,18,2021,Negro,petrol,manual,1649,179,15106,2021-10-21
626,ZZBTLS1S4GK985106,7823 WFM,3,2016,Plata,petrol,manual,1766,123,171898,2016-10-05
627,ZZKXXLW19KW792740,1042 KYY,26,2019,Azul,hybrid,automatic,1865,215,63731,2019-08-18
628,ZZG10Z6X1MV659264,6688 KDL,35,2021,Negro,petrol,manual,1670,225,75310,2021-09-13
629,ZZN5MFC13HA927497,6149 JSR,18,2017,Azul,plug_in_hybrid,manual,1222,118,16553,2017-03-21
630,ZZNLWY524PF061829,8151 RYN,39,2023,Gris,petrol,manual,911,72,17526,2023-08-20
631,ZZAKUM355HK319289,3280 SWY,43,2017,Plata,diesel,automatic,1022,77,159123,2017-09-02
632,ZZG18J6Y1PK775203,2953 ZRJ,35,2023,Negro,diesel,manual,1751,193,24649,2023-03-15
633,ZZCU6S5MXLL072485,7489 JCB,57,2020,Rojo,diesel,automatic,1513,153,48134,2020-02-13
634,ZZMGLR31XSJ473225,3566 VYF,58,2025,Blanco,electric,manual,0,106,2176,2025-04-12
635,ZZB5CTLJ6NX673551,8886 WDM,24,2022,Blanco,hybrid,manual,1468,95,16376,2022-10-30
636,ZZFZTGH30EF593007,6305 GVM,44,2014,Azul,hybrid,manual,1546,135,160566,2014-04-11
637,ZZBJ6T7EXBK000273,8249 SKG,42,2011,Blanco,diesel,automatic,1187,126,129805,2011-04-02
638,ZZJX1FBD0JX366113,6505 NJF,15,2018,Blanco,petrol,manual,1729,157,172990,2018-03-05
639,ZZAU6XKG5LY950220,9863 SWK,43,2020,Plata,hybrid,automatic,1098,95,51323,2020-08-05
640,ZZLAHNNF2EZ501747,8479 XLJ,22,2014,Plata,electric,manual,0,261,125187,2014-11-18
641,ZZBYLKB02HT523304,7688 PTZ,54,2017,Blanco,hybrid,automatic,2095,246,78825,2017-12-09
642,ZZC7WTDZ6SR364551,4464 PYM,66,2025,Plata,diesel,manual,1888,197,2049,2025-06-10
643,ZZMS9K2U5NG019784,7161 HWT,56,2022,Negro,petrol,manual,1561,257,23093,2022-01-10
644,ZZFZWVKVXEA609135,3041 XFV,44,2014,Blanco,diesel,manual,1293,144,131923,2014-10-20
645,ZZCHKXGN4DS594763,9291 PJS,6,2013,Azul,diesel,automatic,1257,187,254415,2013-09-11
646,ZZCG9FW09NJ263336,5888 CKV,66,2022,Plata,electric,manual,0,187,23276,2022-09-18
647,ZZMFP29T5JD676410,8374 YNG,58,2018,Negro,petrol,manual,1116,129,82709,2018-07-17
648,ZZMH1VFR7MK586177,6720 VCM,56,2021,Blanco,diesel,automatic,2469,171,38669,2021-05-24
649,ZZJHX8418FS509685,1332 YGR,28,2015,Plata,petrol,manual,1778,149,90603,2015-10-03
650,ZZGUBMFG0RT072454,6102 CBJ,30,2024,Blanco,petrol,manual,1473,98,5254,2024-09-18
651,ZZLMKU393FP919446,7015 XTN,2,2015,Blanco,diesel,manual,924,77,114932,2015-01-18
652,ZZGJBSD28KW827157,5506 XLB,48,2019,Azul,diesel,automatic,1727,203,76287,2019-08-27
653,ZZKUZWE64KH671565,9763 PTD,26,2019,Verde,petrol,manual,1478,256,101195,2019-07-22
654,ZZC1EKV49FB853966,6187 HFP,12,2015,Negro,diesel,manual,1081,124,240641,2015-03-21
655,ZZF42GL68BM498362,4677 MZG,44,2011,Azul,lpg,manual,1516,150,100953,2011-08-13
656,ZZBJC23N0DC407475,4142 LCW,8,2013,Verde,hybrid,manual,2478,164,183549,2013-03-13
657,ZZCPAV174RP045569,3855 VBY,57,2024,Negro,hybrid,manual,1979,189,9362,2024-11-20
658,ZZNE7S3C5SE244251,2551 MBM,29,2025,Gris,petrol,automatic,2168,270,1662,2025-06-02
659,ZZF4VS977GY293917,9540 SNB,49,2016,Gris,hybrid,manual,1836,157,150953,2016-01-20
660,ZZCCB3JJ3AN080938,0365 NHF,6,2010,Marrón,petrol,manual,1630,185,256208,2010-07-15
661,ZZHMPX0Z5FL519901,4522 KVP,32,2015,Blanco,diesel,automatic,2162,221,262883,2015-06-11
662,ZZCY9BM69RP143463,6910 CJM,66,2024,Verde,diesel,automatic,1788,213,22855,2024-03-07
663,ZZGHGNVTXND078581,8488 CXV,30,2022,Plata,diesel,automatic,1273,118,61952,2022-02-22
664,ZZKV45SE5JD551174,7118 CKW,68,2018,Negro,hybrid,manual,1230,105,126496,2018-04-16
665,ZZML1K3N7RF549575,5569 DSD,58,2024,Gris,diesel,automatic,1007,121,4360,2024-01-26
666,ZZCZ5RSG1KT934300,1985 WZL,27,2019,Plata,diesel,manual,1351,111,86682,2019-03-12
667,ZZHW8983XRM979832,1725 VNM,7,2024,Gris,hybrid,manual,1297,115,1122,2024-12-07
668,ZZL2XD0H0JT957320,1927 JSB,60,2018,Blanco,hybrid,manual,1273,126,170568,2018-01-09
669,ZZD71YVV6PX057645,5965 PYK,20,2023,Blanco,petrol,manual,1104,124,23140,2023-11-18
670,ZZFSW57U7EX800686,8944 HDV,44,2014,Blanco,diesel,manual,1527,139,174231,2014-04-21
671,ZZHMD9TZ4EU087522,4337 LHF,1,2014,Negro,petrol,manual,1420,188,148730,2014-04-03
672,ZZBTXJXF5PE281939,4100 SBW,24,2023,Plata,petrol,manual,1461,109,36872,2023-08-07
673,ZZGZ2NTH7RJ049418,8973 DLG,30,2024,Negro,diesel,automatic,1420,126,13970,2024-07-03
674,ZZBU6D293RR759734,0035 XBC,61,2024,Negro,diesel,manual,2217,141,6125,2024-04-04
675,ZZHP3FT26CU334229,6382 HKT,1,2012,Rojo,plug_in_hybrid,manual,2298,184,70320,2012-04-20
676,ZZHAHC51XLC562718,3617 SXG,50,2020,Azul,petrol,manual,1020,108,76307,2020-07-09
677,ZZMX06BF4PX034207,8512 KBH,45,2023,Blanco,diesel,automatic,1502,160,4429,2023-04-13
678,ZZH21YZ02BB440849,5371 KKR,1,2011,Rojo,diesel,manual,2076,208,274306,2011-11-13
679,ZZCC53S38MY647395,3598 RKN,36,2021,Gris,diesel,manual,2276,156,87663,2021-05-19
680,ZZKNRRUM8ME138936,2359 MDV,51,2021,Azul,petrol,manual,1405,175,54154,2021-10-30
681,ZZNWYGYX3LW062196,1359 MHK,39,2020,Negro,hybrid,manual,1124,74,92966,2020-08-14
682,ZZLKM8PY1KS046300,5455 FJX,4,2019,Plata,diesel,manual,2268,134,77576,2019-02-07
683,ZZNELF755SM102079,7332 HDF,9,2025,Amarillo,petrol,automatic,2086,247,1468,2025-06-20
684,ZZFLKJ9K1LN611240,1738 YST,49,2020,Blanco,petrol,automatic,1927,142,24166,2020-06-17
685,ZZNSLKR90PR088940,6344 YBT,46,2023,Blanco,hybrid,automatic,1501,188,50194,2023-01-12
686,ZZB7T1UZ1FM117331,5249 LXY,54,2015,Blanco,hybrid,manual,1764,183,61568,2015-09-22
687,ZZGGERN8XCB753858,6670 RSG,5,2012,Negro,petrol,manual,1092,76,218668,2012-03-07
688,ZZCVEY881AD172779,5304 SFB,6,2010,Naranja,petrol,manual,1580,171,104126,2010-09-19
689,ZZCZX4YG9HG889029,7674 VWS,12,2017,Negro,diesel,manual,1185,119,143722,2017-10-18
690,ZZL3ZPDY6KZ592814,2552 BPS,4,2019,Negro,diesel,manual,1610,180,65756,2019-08-17
691,ZZNNLU7A7GN003542,1253 ZDY,21,2016,Negro,diesel,automatic,1382,155,132901,2016-09-01
692,ZZHDHG848PC695669,3689 FKL,52,2023,Verde,hybrid,manual,1885,213,17317,2023-09-29
693,ZZN3Z9FD4LS199336,7635 RYZ,39,2020,Blanco,diesel,automatic,1055,71,10036,2020-06-23
694,ZZLLAG3V2HL196924,7995 MVY,60,2017,Gris,diesel,manual,1218,91,140428,2017-04-03
695,ZZMZ8MN05EA464566,5997 VCS,34,2014,Blanco,diesel,automatic,1640,201,95800,2014-06-05
696,ZZHHNSAD1GA560102,3521 GND,25,2016,Rojo,diesel,manual,1123,94,72782,2016-12-16
697,ZZA78UR52FX206739,5557 PLK,13,2015,Rojo,petrol,manual,1354,144,239102,2015-12-09
698,ZZH0YM3D2BN885615,8139 LGN,1,2011,Blanco,petrol,automatic,1478,246,144542,2011-08-05
699,ZZF7VHR08CC266493,2146 BFC,44,2012,Blanco,petrol,manual,1516,153,158095,2012-07-10
700,ZZK50F060ML246740,1365 VRR,51,2021,Plata,diesel,manual,1745,156,11584,2021-11-10
701,ZZFN5CWX4FR162340,3780 NVG,44,2015,Negro,plug_in_hybrid,manual,1978,110,234941,2015-06-02
702,ZZKCU9973SU321205,1502 LDN,51,2025,Verde,diesel,manual,1267,123,6165,2025-02-25
703,ZZG5VRVH2LG665574,3731 FMJ,64,2020,Azul,petrol,manual,2126,158,45765,2020-08-05
704,ZZCWG67Z0HR951522,1135 BVR,27,2017,Rojo,plug_in_hybrid,manual,1409,126,113246,2017-01-02
705,ZZJ8BN4M6RR855429,7237 NCJ,14,2024,Gris,petrol,manual,2430,380,20288,2024-08-05
706,ZZB8218T8MR860436,5903 MXZ,40,2021,Plata,petrol,automatic,1586,247,54322,2021-06-07
707,ZZMNW2897LM006879,0366 SXP,37,2020,Negro,lpg,manual,1905,154,76802,2020-01-12
708,ZZKJJ48V1LR944409,7317 VDG,26,2020,Amarillo,petrol,manual,1894,281,81224,2020-10-02
709,ZZHYXBTS9RK962274,9441 NNC,17,2024,Blanco,petrol,manual,1152,91,7376,2024-09-30
710,ZZHSLLTM8BP900642,0251 YRL,11,2011,Blanco,petrol,automatic,1615,137,152984,2011-11-18
711,ZZGJ1LWT4DU959765,7837 TDF,5,2013,Blanco,petrol,manual,1138,80,132658,2013-02-21
712,ZZCSY0RG5NP304836,2751 WMM,6,2022,Gris,electric,automatic,0,139,28428,2022-08-01
713,ZZNWCH722GD559929,3026 TJP,21,2016,Azul,petrol,automatic,1430,185,154252,2016-08-09
714,ZZGH0U727LE361840,2278 HHN,48,2020,Blanco,petrol,automatic,1793,232,38344,2020-05-10
715,ZZKYXJW90FM011703,8657 YNZ,68,2015,Marrón,petrol,manual,1411,129,139775,2015-04-19
716,ZZHW507N7HZ890115,0369 ZHS,32,2017,Rojo,diesel,automatic,2695,325,124446,2017-02-12
717,ZZGYYVE08SH176693,5873 VXK,35,2025,Blanco,diesel,manual,2297,258,2630,2025-06-29
718,ZZNPL8U0XFA291980,6247 RML,63,2015,Blanco,petrol,manual,1632,188,135365,2015-07-26
719,ZZB0F6DB2KD643146,1528 CBF,19,2019,Blanco,diesel,manual,1215,112,65919,2019-11-11
720,ZZHSVTN43RS167883,7234 YSD,38,2024,Azul,diesel,manual,1406,150,13669,2024-07-06
721,ZZB6JANG7GH121618,3477 BFZ,3,2016,Rojo,petrol,manual,1690,125,76424,2016-04-21
722,ZZHJ7E4V1HF435316,6413 XDB,32,2017,Blanco,diesel,automatic,2496,379,179115,2017-11-06
723,ZZK1PMG06NH155380,8575 RYF,51,2022,Negro,diesel,manual,1348,148,43803,2022-01-05
724,ZZCZXV2H3RM338525,5564 YWW,67,2024,Gris,diesel,manual,1276,123,9889,2024-12-23
725,ZZH4MSZP7PW847978,9461 RSR,32,2023,Blanco,hybrid,automatic,2923,271,27581,2023-12-06
726,ZZHJLGVD3PK725530,1775 RJZ,17,2023,Plata,diesel,automatic,931,90,8035,2023-08-27
727,ZZLYD7K5XLW018278,8045 FVK,4,2020,Rojo,petrol,manual,2225,224,77925,2020-10-31
728,ZZCCS73H4NM260555,8148 JHV,36,2022,Plata,plug_in_hybrid,automatic,2198,154,24282,2022-02-22
729,ZZKPFP0V9RN303842,1496 JFW,51,2024,Blanco,electric,manual,0,141,14525,2024-01-09
730,ZZLWHPYA6HE724550,7039 HSG,22,2017,Plata,hybrid,manual,1619,238,106532,2017-09-04
731,ZZA96R316LE993588,0316 WYT,43,2020,Rojo,electric,manual,0,87,64250,2020-03-25
732,ZZKMZ0ER6KN920229,1722 HYT,68,2019,Plata,diesel,automatic,1420,92,36552,2019-11-09
733,ZZHCSB0N8CM962298,5187 BYM,11,2012,Negro,diesel,automatic,1531,169,208728,2012-04-02
734,ZZFABXEF8ME033058,7633 MBP,31,2021,Negro,diesel,automatic,2571,241,24404,2021-04-07
735,ZZMPETSW4SJ163429,2251 TGT,45,2025,Blanco,electric,automatic,0,173,5203,2025-03-05
736,ZZCJYHFT3SC837590,5601 FMF,66,2025,Negro,diesel,manual,2242,233,7894,2025-02-27
737,ZZK54F4B4JK266342,6025 NMS,26,2018,Blanco,petrol,manual,2231,174,170091,2018-06-06
738,ZZF216BE3PZ277386,8556 FVC,33,2023,Verde,diesel,manual,1594,143,8518,2023-04-27
739,ZZG0TULS3NG372898,4535 RJB,35,2022,Gris,diesel,manual,1607,172,61291,2022-01-05
740,ZZNPMMF28ET448039,5791 RHS,29,2014,Gris,electric,automatic,0,214,94044,2014-12-09
741,ZZHB6LHJ8PL505915,9199 VPG,52,2023,Blanco,plug_in_hybrid,automatic,2145,296,20332,2023-09-25
742,ZZMP5FU00DH906138,4134 MWM,34,2013,Negro,hybrid,manual,2131,231,148532,2013-01-10
743,ZZN7J9JM5JL728462,9310 SXS,63,2018,Gris,petrol,manual,1276,152,133211,2018-05-13
744,ZZHEKLXY8PX476075,0695 JCF,17,2023,Negro,diesel,manual,1104,87,21708,2023-08-17
745,ZZK9ZJZV9DA081299,9501 DDR,26,2013,Negro,diesel,automatic,2197,277,133906,2013-09-22
746,ZZB1DE922NP372251,8025 FJF,24,2022,Gris,diesel,automatic,1427,121,41215,2022-09-05
747,ZZHDW6EK5NB814090,3164 JWY,17,2022,Gris,plug_in_hybrid,manual,1057,92,21400,2022-03-04
